sample,label,mode,post_max_sweeps,noise_factor,noise_scale,draw,seconds,checks,sweeps,equilibrated,mean_abs_delta,threshold,energy,energy_delta,pred,correct,reward,distance_from_base,distance_from_previous,signature
2,1,base,50.0,1.0,0.03162278,4,0.002006,50,50.0,false,0.0176934,0.0035326541,-4.327363,-0.4669757,4,false,-2.5539691,0.0375,0.0375,9ef8ba1bcb62e6d3
2,1,base,50.0,1.0,0.03162278,5,0.002362,50,50.0,false,0.021539867,0.0038882971,-4.352141,-0.49175358,4,false,-2.4850662,0.06875,0.06875,9fbcc900015b8708
2,1,base,50.0,1.0,0.03162278,6,0.001995,50,50.0,false,0.016190529,0.0029135407,-4.3166795,-0.45629215,4,false,-2.5032585,0.05625,0.05625,79bad197b754abbe
2,1,base,50.0,1.0,0.03162278,7,0.001936,50,50.0,false,0.0148561,0.004563576,-4.343033,-0.4826455,4,false,-2.5797381,0.075,0.075,12ef1bfd46387f1d
2,1,base,50.0,1.0,0.03162278,8,0.001928,50,50.0,false,0.022363186,0.0036440492,-4.2926064,-0.43221903,4,false,-2.5617933,0.0625,0.0625,4e83e0284ecaa787
2,1,base,50.0,1.0,0.03162278,9,0.001948,50,50.0,false,0.011946201,0.004308337,-4.3566976,-0.49631023,4,false,-2.5437644,0.05625,0.05625,71b44345fbea416c
2,1,base,50.0,1.0,0.03162278,10,0.002072,50,50.0,false,0.012815118,0.0039563538,-4.321071,-0.46068382,4,false,-2.4853508,0.04375,0.04375,59efd5a5043df5f6
2,1,base,50.0,1.0,0.03162278,11,0.002014,50,50.0,false,0.01203239,0.004454583,-4.3002706,-0.43988323,4,false,-2.565232,0.0625,0.0625,1d1df73458302605
2,1,base,50.0,1.0,0.03162278,12,0.001944,50,50.0,false,0.017910123,0.0043456675,-4.369713,-0.5093255,4,false,-2.5822842,0.05,0.05,c1ec56e6121aa259
2,1,base,50.0,1.0,0.03162278,13,0.001935,50,50.0,false,0.019242346,0.0042804778,-4.3519826,-0.49159527,4,false,-2.7202172,0.06875,0.06875,a0fbe090c86abf4a
2,1,base,50.0,1.0,0.03162278,14,0.00195,50,50.0,false,0.00927031,0.00393616,-4.3344364,-0.4740491,4,false,-2.6212745,0.05625,0.05625,ce44caecd692b788
2,1,base,50.0,1.0,0.03162278,15,0.002097,50,50.0,false,0.013800383,0.0024415136,-4.3474703,-0.48708296,4,false,-2.717633,0.075,0.075,44dc0296640c45c9
2,1,base,50.0,1.0,0.03162278,16,0.00193,50,50.0,false,0.014015734,0.0041888594,-4.3099675,-0.4495802,4,false,-2.6046433,0.075,0.075,8075d1adaaae5817
2,1,base,50.0,1.0,0.03162278,17,0.00192,50,50.0,false,0.016455412,0.004007882,-4.442546,-0.58215857,4,false,-2.6227095,0.06875,0.06875,0cf01896170f5cfc
2,1,base,50.0,1.0,0.03162278,18,0.001924,50,50.0,false,0.004671693,0.0024225474,-4.2959723,-0.43558502,4,false,-2.668824,0.075,0.075,6cd4a1bfc78cef1d
2,1,base,50.0,1.0,0.03162278,19,0.001922,50,50.0,false,0.014644265,0.0034089447,-4.3894863,-0.529099,4,false,-2.5546703,0.0625,0.0625,9a160fa84bd3dcd5
2,1,base,50.0,1.0,0.03162278,20,0.002027,50,50.0,false,0.008455217,0.005051065,-4.320195,-0.45980787,8,false,-2.5914896,0.0875,0.0875,ecb35cb335258f11
2,1,base,50.0,2.0,0.06324556,1,0.00215,50,50.0,false,0.016011417,0.004141462,-4.2868967,-0.42650938,4,false,-2.4296808,0.0625,0.0625,474363bcc61ea307
2,1,base,50.0,2.0,0.06324556,2,0.001951,50,50.0,false,0.013455749,0.004016489,-4.3390903,-0.47870302,4,false,-2.6599197,0.05,0.05,bb8452cd5c349d3d
2,1,base,50.0,2.0,0.06324556,3,0.001941,50,50.0,false,0.010953426,0.0038355708,-4.389446,-0.52905846,4,false,-2.6304984,0.075,0.075,7653ec8780f0a2a3
2,1,base,50.0,2.0,0.06324556,4,0.001937,50,50.0,false,0.016178548,0.005386144,-4.345723,-0.48533583,4,false,-2.572444,0.0625,0.0625,9a094a15694a1005
2,1,base,50.0,2.0,0.06324556,5,0.001928,50,50.0,false,0.024388552,0.004509914,-4.358407,-0.4980197,4,false,-2.5164127,0.0625,0.0625,75e6e04f6d42e09d
2,1,base,50.0,2.0,0.06324556,6,0.001914,50,50.0,false,0.012978017,0.0038529455,-4.3523393,-0.49195194,4,false,-2.675956,0.06875,0.06875,bb59f03d910e93ae
2,1,base,50.0,2.0,0.06324556,7,0.001914,50,50.0,false,0.01009202,0.006212819,-4.3875074,-0.5271201,4,false,-2.6198175,0.06875,0.06875,eecd1f1b813d27a2
2,1,base,50.0,2.0,0.06324556,8,0.001912,50,50.0,false,0.011808932,0.004340613,-4.3461146,-0.4857273,4,false,-2.6770854,0.0625,0.0625,fc8bc70cdbfe0651
2,1,base,50.0,2.0,0.06324556,9,0.002132,50,50.0,false,0.014440417,0.003930098,-4.3005276,-0.44014025,4,false,-2.6196156,0.04375,0.04375,b12d03babdf304d0
2,1,base,50.0,2.0,0.06324556,10,0.001924,50,50.0,false,0.012920439,0.0049784305,-4.398431,-0.5380435,4,false,-2.6452549,0.06875,0.06875,d08d36db8305b536
2,1,base,50.0,2.0,0.06324556,11,0.001969,50,50.0,false,0.015466213,0.0040491163,-4.3956213,-0.535234,4,false,-2.7173543,0.06875,0.06875,e37d911f982ab204
2,1,base,50.0,2.0,0.06324556,12,0.001947,50,50.0,false,0.015847266,0.003645593,-4.3471513,-0.48676395,4,false,-2.4950383,0.0625,0.0625,87ad0919b4e69931
2,1,base,50.0,2.0,0.06324556,13,0.001986,50,50.0,false,0.015882313,0.004501653,-4.344895,-0.48450756,4,false,-2.6543574,0.05625,0.05625,0b763048fbab5b58
2,1,base,50.0,2.0,0.06324556,14,0.002282,50,50.0,false,0.012198389,0.004906869,-4.3554654,-0.4950781,4,false,-2.6744456,0.05625,0.05625,96ecfe46f1769ecc
2,1,base,50.0,2.0,0.06324556,15,0.001916,50,50.0,false,0.015497029,0.004543859,-4.3005877,-0.44020033,4,false,-2.520015,0.075,0.075,3a9bc6065a9cab1b
2,1,base,50.0,2.0,0.06324556,16,0.001925,50,50.0,false,0.01736617,0.0044897916,-4.378634,-0.51824665,8,false,-2.6229177,0.06875,0.06875,0693845be9921068
2,1,base,50.0,2.0,0.06324556,17,0.001926,50,50.0,false,0.013350368,0.003696567,-4.3803415,-0.5199542,4,false,-2.509955,0.05625,0.05625,ffa7d7cbad68a662
2,1,base,50.0,2.0,0.06324556,18,0.00195,50,50.0,false,0.016517341,0.005553031,-4.3088818,-0.44849443,4,false,-2.5394018,0.025,0.025,21a80cc20b17f299
2,1,base,50.0,2.0,0.06324556,19,0.001935,50,50.0,false,0.016297042,0.005621642,-4.3700175,-0.5096302,4,false,-2.571976,0.0625,0.0625,f88c1f8174dd8f8d
2,1,base,50.0,2.0,0.06324556,20,0.001939,50,50.0,false,0.016412675,0.0061407923,-4.3531737,-0.4927864,4,false,-2.6903117,0.0625,0.0625,a1d7759d86a5cb4f
2,1,base,50.0,4.0,0.12649111,1,0.001954,50,50.0,false,0.01594603,0.005589068,-4.3350797,-0.47469234,4,false,-2.6727157,0.05,0.05,cf1d987bab3e7445
2,1,base,50.0,4.0,0.12649111,2,0.00194,50,50.0,false,0.01831019,0.007814384,-4.3755817,-0.5151944,4,false,-2.5406127,0.075,0.075,899e4b526869d345
2,1,base,50.0,4.0,0.12649111,3,0.002604,50,50.0,false,0.013496399,0.008349473,-4.3670273,-0.50663996,4,false,-2.587512,0.05625,0.05625,8c9dde718237aa4e
2,1,base,50.0,4.0,0.12649111,4,0.001975,50,50.0,false,0.010771275,0.005950904,-4.43273,-0.5723429,4,false,-2.6151984,0.06875,0.06875,1d5f1bcf8722cc38
2,1,base,50.0,4.0,0.12649111,5,0.001983,50,50.0,false,0.016221046,0.006023437,-4.3458204,-0.4854331,4,false,-2.75083,0.0625,0.0625,d8f506a0a7449277
2,1,base,50.0,4.0,0.12649111,6,0.002188,50,50.0,false,0.01627034,0.00535692,-4.3025947,-0.44220734,4,false,-2.628423,0.075,0.075,3427fc9690e76ccd
2,1,base,50.0,4.0,0.12649111,7,0.002332,50,50.0,false,0.008563995,0.0060945037,-4.3071165,-0.44672918,4,false,-2.5368755,0.05,0.05,9f2982f1299ec553
2,1,base,50.0,4.0,0.12649111,8,0.001388,30,30.0,true,0.006779492,0.007975394,-4.2478895,-0.3875022,4,false,-2.4975548,0.06875,0.06875,3d50898cebcf4404
2,1,base,50.0,4.0,0.12649111,9,0.002069,50,50.0,false,0.016166508,0.0074836314,-4.36755,-0.5071626,4,false,-2.5711272,0.075,0.075,baab440f45a6623b
2,1,base,50.0,4.0,0.12649111,10,0.002217,50,50.0,false,0.015324056,0.0063245953,-4.375579,-0.51519156,4,false,-2.6256852,0.075,0.075,b3e57fc0d6bd37ef
2,1,base,50.0,4.0,0.12649111,11,0.002076,50,50.0,false,0.012996972,0.0069573345,-4.371373,-0.51098585,4,false,-2.6056182,0.08125,0.08125,daa9d93c5cbd7c42
2,1,base,50.0,4.0,0.12649111,12,0.002368,50,50.0,false,0.024578989,0.00772568,-4.2785416,-0.41815424,4,false,-2.5284445,0.0625,0.0625,90462c42c5152c1d
2,1,base,50.0,4.0,0.12649111,13,0.002676,50,50.0,false,0.012633979,0.005865836,-4.339025,-0.4786377,4,false,-2.6697206,0.05,0.05,5a84887ea5e26447
2,1,base,50.0,4.0,0.12649111,14,0.002588,50,50.0,false,0.020807207,0.0071742833,-4.381658,-0.52127075,4,false,-2.7328832,0.06875,0.06875,6f37b1cbfe7a8bea
2,1,base,50.0,4.0,0.12649111,15,0.002214,50,50.0,false,0.019452691,0.00944177,-4.3258815,-0.46549416,4,false,-2.5951576,0.05625,0.05625,9f974ec97b0fb922
2,1,base,50.0,4.0,0.12649111,16,0.002834,50,50.0,false,0.010246396,0.006910026,-4.395316,-0.5349288,4,false,-2.5389488,0.05,0.05,9e457f7d05dbbce1
2,1,base,50.0,4.0,0.12649111,17,0.002383,50,50.0,false,0.013817012,0.0075997296,-4.2963448,-0.43595743,4,false,-2.5397727,0.06875,0.06875,d9576f2542add410
2,1,base,50.0,4.0,0.12649111,18,0.002417,50,50.0,false,0.018590212,0.0065666023,-4.3650384,-0.50465107,4,false,-2.576013,0.075,0.075,1318d1ecf6e34ae1
2,1,base,50.0,4.0,0.12649111,19,0.002259,50,50.0,false,0.014714301,0.007875341,-4.3006325,-0.44024515,4,false,-2.547733,0.05625,0.05625,23be3a6a7e5475de
2,1,base,50.0,4.0,0.12649111,20,0.002097,50,50.0,false,0.0139606595,0.0077320933,-4.384125,-0.5237379,4,false,-2.6681664,0.08125,0.08125,c60a2a852bfd1cd8
2,1,base,100.0,0.5,0.01581139,1,0.004084,100,100.0,false,0.014904976,0.0028596104,-4.58372,-0.7233329,4,false,-2.7525144,0.1,0.1,10604af5187aa14b
2,1,base,100.0,0.5,0.01581139,2,0.003899,100,100.0,false,0.016716897,0.0044695497,-4.563666,-0.70327854,4,false,-2.5610588,0.11875,0.11875,88a537ec765ae9ca
2,1,base,100.0,0.5,0.01581139,3,0.003877,100,100.0,false,0.016093135,0.00422492,-4.562849,-0.7024617,4,false,-2.8436155,0.09375,0.09375,947245634ae273ee
2,1,base,100.0,0.5,0.01581139,4,0.003868,100,100.0,false,0.014543533,0.0030934096,-4.5919976,-0.7316103,4,false,-2.6828022,0.08125,0.08125,9ef48709010d2850
2,1,base,100.0,0.5,0.01581139,5,0.00388,100,100.0,false,0.01797688,0.0053905607,-4.6216226,-0.76123524,4,false,-2.8802884,0.09375,0.09375,75d8e56c2dad7a34
2,1,base,100.0,0.5,0.01581139,6,0.003966,100,100.0,false,0.017521739,0.0034295858,-4.6202455,-0.75985813,4,false,-2.7370865,0.09375,0.09375,ea30d5cf8f8da910
2,1,base,100.0,0.5,0.01581139,7,0.003872,100,100.0,false,0.015825093,0.0030412734,-4.5981913,-0.73780394,4,false,-2.829099,0.1,0.1,96a554d12e89b851
2,1,base,100.0,0.5,0.01581139,8,0.003896,100,100.0,false,0.012186408,0.0027613044,-4.595012,-0.73462486,4,false,-2.7385967,0.09375,0.09375,e785612f7a7bfe7a
2,1,base,100.0,0.5,0.01581139,9,0.003868,100,100.0,false,0.017936409,0.004470998,-4.60469,-0.74430275,4,false,-2.7891142,0.1,0.1,d8e35a553c6e3871
2,1,base,100.0,0.5,0.01581139,10,0.00383,100,100.0,false,0.017843723,0.003501171,-4.6574955,-0.7971082,4,false,-2.7435284,0.1,0.1,a1e344882ab4871f
2,1,base,100.0,0.5,0.01581139,11,0.003999,100,100.0,false,0.012269795,0.002897632,-4.5579348,-0.69754744,4,false,-2.8037968,0.0875,0.0875,3e58b084214c896b
2,1,base,100.0,0.5,0.01581139,12,0.003911,100,100.0,false,0.01647681,0.003367293,-4.690164,-0.82977676,4,false,-3.0925608,0.10625,0.10625,018fc9f77f89fbba
2,1,base,100.0,0.5,0.01581139,13,0.004334,100,100.0,false,0.024489284,0.0035775364,-4.5916595,-0.7312722,4,false,-2.9331827,0.09375,0.09375,9f670144dfc807fc
2,1,base,100.0,0.5,0.01581139,14,0.003864,100,100.0,false,0.024177194,0.002331853,-4.583971,-0.7235837,4,false,-2.687234,0.075,0.075,3e26c9ca6d4a25ad
2,1,base,100.0,0.5,0.01581139,15,0.003873,100,100.0,false,0.019054472,0.0025357604,-4.689012,-0.8286247,4,false,-2.79966,0.0875,0.0875,45dafb4e4bf93a63
2,1,base,100.0,0.5,0.01581139,16,0.003863,100,100.0,false,0.018768609,0.0037673952,-4.609153,-0.74876547,4,false,-2.936446,0.1,0.1,3e675ca35aa2eeb9
2,1,base,100.0,0.5,0.01581139,17,0.003858,100,100.0,false,0.0140346885,0.003250599,-4.652497,-0.7921095,4,false,-2.671276,0.09375,0.09375,9de2f2eae7a4efd4
2,1,base,100.0,0.5,0.01581139,18,0.003882,100,100.0,false,0.014292598,0.004561198,-4.6308565,-0.7704692,4,false,-2.7469106,0.0875,0.0875,53a6f69b6203469f
2,1,base,100.0,0.5,0.01581139,19,0.003869,100,100.0,false,0.017136157,0.0035750985,-4.5966325,-0.73624516,4,false,-2.780753,0.08125,0.08125,a90caee21716a14c
2,1,base,100.0,0.5,0.01581139,20,0.003895,100,100.0,false,0.028157294,0.0038103163,-4.59706,-0.7366729,4,false,-2.8426247,0.08125,0.08125,756bd93419ffb82e
2,1,base,100.0,1.0,0.03162278,1,0.004001,100,100.0,false,0.010451376,0.0034371496,-4.617943,-0.7575555,4,false,-2.782122,0.1,0.1,31b7e21becbf5763
2,1,base,100.0,1.0,0.03162278,2,0.003906,100,100.0,false,0.0075494647,0.0034084083,-4.589288,-0.7289009,4,false,-2.8003016,0.08125,0.08125,37dcacb0048e7aaa
2,1,base,100.0,1.0,0.03162278,3,0.003911,100,100.0,false,0.012408972,0.0036503912,-4.5547485,-0.6943612,4,false,-2.6398723,0.09375,0.09375,5a253dbbc7c50e1a
2,1,base,100.0,1.0,0.03162278,4,0.003876,100,100.0,false,0.016804576,0.0039396468,-4.596569,-0.73618174,4,false,-2.673452,0.08125,0.08125,bcc360fa1856d6e8
2,1,base,100.0,1.0,0.03162278,5,0.003885,100,100.0,false,0.008709371,0.0036636533,-4.6737742,-0.8133869,4,false,-2.8221283,0.09375,0.09375,a94a0a1870f5ed32
2,1,base,100.0,1.0,0.03162278,6,0.003879,100,100.0,false,0.017774284,0.0043498278,-4.662339,-0.8019519,4,false,-2.85765,0.09375,0.09375,218cb5ce6414a5f4
2,1,base,100.0,1.0,0.03162278,7,0.00411,100,100.0,false,0.006150484,0.0028532387,-4.5608892,-0.7005019,4,false,-2.7937424,0.10625,0.10625,b6493ecac9a74ddc
2,1,base,100.0,1.0,0.03162278,8,0.004181,100,100.0,false,0.013669729,0.0040339828,-4.683999,-0.82361174,4,false,-2.6871827,0.0875,0.0875,1161d7faaec9bb9f
2,1,base,100.0,1.0,0.03162278,9,0.003945,100,100.0,false,0.022020936,0.0038054585,-4.6495886,-0.78920126,4,false,-2.9613683,0.09375,0.09375,e2efa171708965e4
2,1,base,100.0,1.0,0.03162278,10,0.004634,100,100.0,false,0.014455318,0.00339216,-4.617502,-0.7571149,4,false,-2.8150623,0.1,0.1,b0eab00cb0dea201
2,1,base,100.0,1.0,0.03162278,11,0.004313,100,100.0,false,0.020950973,0.0035483183,-4.6892486,-0.82886124,4,false,-2.7096455,0.1,0.1,25418567f5304d41
2,1,base,100.0,1.0,0.03162278,12,0.003905,100,100.0,false,0.016088188,0.0033117055,-4.5843215,-0.7239342,4,false,-2.7872853,0.09375,0.09375,267654380d4a0806
2,1,base,100.0,1.0,0.03162278,13,0.003892,100,100.0,false,0.009542823,0.0042977096,-4.6147733,-0.75438595,4,false,-2.9181714,0.09375,0.09375,b1ee0bfc1714b10e
2,1,base,100.0,1.0,0.03162278,14,0.003888,100,100.0,false,0.011632979,0.004594076,-4.6636853,-0.803298,4,false,-2.7399082,0.0875,0.0875,3e2cdc3f6bd7383f
2,1,base,100.0,1.0,0.03162278,15,0.003927,100,100.0,false,0.026074648,0.0026054978,-4.5999346,-0.73954725,4,false,-2.6800704,0.0875,0.0875,4304e8a2259114cb
2,1,base,100.0,1.0,0.03162278,16,0.0039,100,100.0,false,0.009495139,0.0029446483,-4.5647917,-0.70440435,4,false,-2.8018436,0.0875,0.0875,ac61809254f2c90b
2,1,base,100.0,1.0,0.03162278,17,0.004517,100,100.0,false,0.013055742,0.0034155727,-4.6221347,-0.76174736,4,false,-2.813925,0.08125,0.08125,4fa87d3bb4278624
2,1,base,100.0,1.0,0.03162278,18,0.005087,100,100.0,false,0.016064882,0.0051017823,-4.6486607,-0.78827333,4,false,-2.5563927,0.1,0.1,ac69d63fdfc76961
2,1,base,100.0,1.0,0.03162278,19,0.00524,100,100.0,false,0.011655331,0.004919708,-4.5969396,-0.73655224,4,false,-2.6396224,0.0875,0.0875,9b1ac7d7d0342649
2,1,base,100.0,1.0,0.03162278,20,0.004584,100,100.0,false,0.027795851,0.0036211074,-4.583297,-0.72290945,4,false,-2.7683907,0.08125,0.08125,f319dbcd96f547f0
2,1,base,100.0,2.0,0.06324556,1,0.04548,100,100.0,false,0.009417772,0.0052150907,-4.6458864,-0.7854991,4,false,-2.8070884,0.09375,0.09375,1e32cd51b956680c
2,1,base,100.0,2.0,0.06324556,2,0.004154,100,100.0,false,0.015696347,0.0040658596,-4.6256213,-0.765234,4,false,-2.708765,0.09375,0.09375,71538694c0e58a5e
2,1,base,100.0,2.0,0.06324556,3,0.003897,100,100.0,false,0.019240022,0.0056315484,-4.5681233,-0.707736,4,false,-2.768769,0.08125,0.08125,b7244f6ebfa62968
2,1,base,100.0,2.0,0.06324556,4,0.004117,100,100.0,false,0.009073436,0.0049500824,-4.6042914,-0.7439041,4,false,-2.7149532,0.10625,0.10625,2a2048a9c43d7eae
2,1,base,100.0,2.0,0.06324556,5,0.003897,100,100.0,false,0.014192998,0.0050239265,-4.6810765,-0.8206892,4,false,-2.9268796,0.09375,0.09375,36709fa0ecef2318
2,1,base,100.0,2.0,0.06324556,6,0.003895,100,100.0,false,0.01715821,0.004370618,-4.5782356,-0.7178483,4,false,-2.6465173,0.09375,0.09375,30d3eed367f12f8a
2,1,base,100.0,2.0,0.06324556,7,0.003899,100,100.0,false,0.011370182,0.0051005483,-4.660367,-0.7999797,4,false,-2.5907233,0.09375,0.09375,7b0d84ffdc598838
2,1,base,100.0,2.0,0.06324556,8,0.003941,100,100.0,false,0.021445036,0.005423743,-4.614464,-0.7540765,4,false,-2.7900884,0.11875,0.11875,4eed003d008546a8
2,1,base,100.0,2.0,0.06324556,9,0.003931,100,100.0,false,0.0134192705,0.0047880113,-4.6692824,-0.8088951,4,false,-2.962203,0.1125,0.1125,2a0cedcb239a35f5
2,1,base,100.0,2.0,0.06324556,10,0.003897,100,100.0,false,0.016356766,0.0048302533,-4.613074,-0.7526865,4,false,-2.684385,0.0875,0.0875,1eff81df7c0a3029
2,1,base,100.0,2.0,0.06324556,11,0.003877,100,100.0,false,0.017978549,0.0040456476,-4.57855,-0.71816254,4,false,-2.8803527,0.10625,0.10625,c0967264ee4f31d4
2,1,base,100.0,2.0,0.06324556,12,0.003609,93,93.0,true,0.0047858953,0.004810542,-4.5322227,-0.6718354,4,false,-2.7024438,0.09375,0.09375,605e799bc5310ff8
2,1,base,100.0,2.0,0.06324556,13,0.003932,100,100.0,false,0.01754117,0.003884262,-4.696537,-0.8361497,4,false,-2.7124476,0.0875,0.0875,195209228a0e3d1d
2,1,base,100.0,2.0,0.06324556,14,0.003919,100,100.0,false,0.016319215,0.00564878,-4.6684375,-0.80805016,4,false,-2.8821821,0.1,0.1,3ce7aa380c43f055
2,1,base,100.0,2.0,0.06324556,15,0.003881,100,100.0,false,0.012542844,0.0032414377,-4.667645,-0.80725765,4,false,-2.8136969,0.09375,0.09375,e46236e96344f9e6
2,1,base,100.0,2.0,0.06324556,16,0.001573,40,40.0,true,0.004410684,0.005186874,-4.286524,-0.4261365,3,false,-2.5681393,0.0375,0.0375,7c563367859c8d3f
2,1,base,100.0,2.0,0.06324556,17,0.003918,100,100.0,false,0.014089704,0.0048913183,-4.576249,-0.7158618,4,false,-2.7411437,0.0875,0.0875,de7559a638679577
2,1,base,100.0,2.0,0.06324556,18,0.003911,100,100.0,false,0.010911286,0.0040956917,-4.6550975,-0.79471016,4,false,-2.65104,0.09375,0.09375,48cd54755a78de0e
2,1,base,100.0,2.0,0.06324556,19,0.003915,100,100.0,false,0.016346395,0.003513348,-4.5882354,-0.72784805,4,false,-2.8382635,0.1,0.1,29d2ce8a1f143315
2,1,base,100.0,2.0,0.06324556,20,0.003893,100,100.0,false,0.012717485,0.005082369,-4.5495934,-0.6892061,4,false,-2.7731898,0.09375,0.09375,24b97da43560b46a
2,1,base,100.0,4.0,0.12649111,1,0.003938,100,100.0,false,0.01022768,0.0075861514,-4.6406126,-0.7802253,4,false,-2.639945,0.09375,0.09375,81861239c0874460
2,1,base,100.0,4.0,0.12649111,2,0.003185,82,82.0,true,0.006919086,0.006947392,-4.517135,-0.6567478,4,false,-2.6151748,0.08125,0.08125,5e6878ea7387629a
2,1,base,100.0,4.0,0.12649111,3,0.003864,100,100.0,false,0.014096081,0.008086043,-4.579896,-0.71950865,4,false,-2.9073474,0.08125,0.08125,b23be4959a9ae458
2,1,base,100.0,4.0,0.12649111,4,0.004102,100,100.0,false,0.020286262,0.008859873,-4.566975,-0.7065878,4,false,-2.6720204,0.0875,0.0875,c07c037f0ff0a523
2,1,base,100.0,4.0,0.12649111,5,0.003919,100,100.0,false,0.017656982,0.008047575,-4.67114,-0.81075287,4,false,-2.8341143,0.09375,0.09375,f9d7e918aff4c052
2,1,base,100.0,4.0,0.12649111,6,0.004181,100,100.0,false,0.019579172,0.006274146,-4.666464,-0.8060765,4,false,-2.8415122,0.1,0.1,6712fc800cae5405
2,1,base,100.0,4.0,0.12649111,7,0.003959,100,100.0,false,0.01738596,0.006935662,-4.720428,-0.86004066,4,false,-2.8865373,0.1125,0.1125,f47ca8483650f787
2,1,base,100.0,4.0,0.12649111,8,0.003965,100,100.0,false,0.02125001,0.007141471,-4.624419,-0.7640319,4,false,-2.6646626,0.0875,0.0875,5a584ff0e5a2f859
2,1,base,100.0,4.0,0.12649111,9,0.002234,57,57.0,true,0.0055686235,0.006796068,-4.4145093,-0.554122,4,false,-2.735376,0.06875,0.06875,5c6b7ea7d153bd88
2,1,base,100.0,4.0,0.12649111,10,0.003878,100,100.0,false,0.011636078,0.0059867385,-4.6629224,-0.80253506,4,false,-2.913476,0.08125,0.08125,1c207a24732b53c2
2,1,base,100.0,4.0,0.12649111,11,0.00388,100,100.0,false,0.01608181,0.0049791695,-4.6007733,-0.740386,4,false,-2.9348888,0.0875,0.0875,8952e592a6f743bd
2,1,base,100.0,4.0,0.12649111,12,0.003942,100,100.0,false,0.016489565,0.0075915637,-4.639118,-0.77873087,4,false,-2.9338772,0.1,0.1,d802687f38f4ae23
2,1,base,100.0,4.0,0.12649111,13,0.003264,84,84.0,true,0.0063155293,0.006993908,-4.585394,-0.7250066,4,false,-2.7476792,0.0875,0.0875,31a47b2fa8557ffd
2,1,base,100.0,4.0,0.12649111,14,0.003889,100,100.0,false,0.0104055405,0.0076157334,-4.5665927,-0.70620537,4,false,-2.5987222,0.08125,0.08125,2c37941129119094
2,1,base,100.0,4.0,0.12649111,15,0.001602,41,41.0,true,0.0077703,0.007969362,-4.317512,-0.4571247,4,false,-2.5669484,0.05,0.05,11c889f99248ba93
2,1,base,100.0,4.0,0.12649111,16,0.003915,100,100.0,false,0.017856538,0.006900394,-4.666245,-0.80585766,4,false,-2.755629,0.0875,0.0875,dddaf443a0e6ceb7
2,1,base,100.0,4.0,0.12649111,17,0.004095,100,100.0,false,0.018932879,0.00648281,-4.771885,-0.9114976,4,false,-2.9960303,0.1125,0.1125,5b2412c5ac7dde95
2,1,base,100.0,4.0,0.12649111,18,0.00393,100,100.0,false,0.011444569,0.0070020678,-4.536531,-0.67614365,4,false,-2.6310985,0.075,0.075,b8989dd53097f8eb
2,1,base,100.0,4.0,0.12649111,19,0.002256,55,55.0,true,0.0068211555,0.0073175193,-4.359344,-0.49895668,4,false,-2.6047716,0.05,0.05,eede07d9a03a339f
2,1,base,100.0,4.0,0.12649111,20,0.004402,100,100.0,false,0.015013754,0.007902408,-4.590208,-0.7298207,4,false,-2.5183015,0.075,0.075,0d3332e9a275478f
2,1,chain,25.0,0.5,0.01581139,1,0.001005,25,25.0,false,0.014097393,0.0039022923,-4.6552367,-0.7948494,4,false,-2.6019614,0.0875,0.0875,2078662df07ea11d
2,1,chain,25.0,0.5,0.01581139,2,0.000993,25,25.0,false,0.010804534,0.0038944006,-4.7233796,-0.8629923,4,false,-2.718613,0.1,0.025,e803207bf90bc6e5
2,1,chain,25.0,0.5,0.01581139,3,0.001009,25,25.0,false,0.015176117,0.004970634,-4.800367,-0.93997955,4,false,-2.7651906,0.1125,0.025,4c7e3ae721585463
2,1,chain,25.0,0.5,0.01581139,4,0.001029,25,25.0,false,0.008395076,0.0031538487,-4.817593,-0.9572058,4,false,-2.8432243,0.125,0.0125,7271dc07949fe07b
2,1,chain,25.0,0.5,0.01581139,5,0.000733,16,16.0,true,0.005165398,0.0056447983,-4.8371916,-0.97680426,4,false,-2.8466187,0.13125,0.00625,792637630da2d9a2
2,1,chain,25.0,0.5,0.01581139,6,0.000978,25,25.0,false,0.01252681,0.0018260718,-4.8471904,-0.98680305,4,false,-2.8794188,0.14375,0.0125,2c257a9a889b7e92
2,1,chain,25.0,0.5,0.01581139,7,0.000968,25,25.0,false,0.01605016,0.004737604,-4.8423595,-0.9819722,4,false,-2.973463,0.14375,0.0,2c257a9a889b7e92
2,1,chain,25.0,0.5,0.01581139,8,0.000992,25,25.0,false,0.018416584,0.002899635,-4.891816,-1.0314288,4,false,-2.9594738,0.14375,0.0,2c257a9a889b7e92
2,1,chain,25.0,0.5,0.01581139,9,0.000977,25,25.0,false,0.020673275,0.0030453086,-4.9205656,-1.0601783,4,false,-2.954667,0.14375,0.0,2c257a9a889b7e92
2,1,chain,25.0,0.5,0.01581139,10,0.000969,25,25.0,false,0.008092761,0.0028609396,-4.910715,-1.0503278,4,false,-2.9484086,0.14375,0.0,2c257a9a889b7e92
2,1,chain,25.0,0.5,0.01581139,11,0.000966,25,25.0,false,0.015307963,0.002912605,-4.944713,-1.0843258,4,false,-2.947961,0.14375,0.0,2c257a9a889b7e92
2,1,chain,25.0,0.5,0.01581139,12,0.000992,25,25.0,false,0.016361356,0.0022300363,-4.9282703,-1.067883,4,false,-2.94403,0.15,0.00625,1db493b8d112b0d9
