timestamp,config_id,hidden,output_replicas,epoch,seconds,free_relaxation,nudged_relaxation,sweeps,free_sweeps,nudged_sweeps,minit,digits,target_scale,target_off,target_on,input_low,input_high,skip_scale,pixel_copy_scale,beta,lr,train_accuracy,train_mse,validation_accuracy,validation_mse,initial_graph_path,best_epoch,best_validation_mse,best_graph_path,final_graph_path
2026-05-20T02:15:57,1,120,4,0,0.0,32000,8000,50.0,200.0,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.1796875,18.31406,0.09375,18.611282,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\initial_graph.jld2,0,18.611282348632812,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:16:07,1,120,4,1,4.2376781,32000,8000,50.0,200.0,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.234375,16.590609,0.21875,17.153627,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\initial_graph.jld2,1,17.153627395629883,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:16:14,1,120,4,2,2.2574508,32000,8000,50.0,200.0,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.21875,16.907936,0.2109375,16.804678,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\initial_graph.jld2,2,16.804677963256836,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:16:21,1,120,4,3,2.2463927,32000,8000,50.0,200.0,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.3359375,15.991635,0.2578125,15.546043,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\initial_graph.jld2,3,15.546043395996094,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n50\checkpoints\config_1\best_graph.jld2,
