timestamp,config_id,hidden,epoch,seconds,relaxation,sweeps,minit,digits,target_scale,target_off,target_on,input_low,input_high,skip_scale,pixel_copy_scale,beta,lr,train_accuracy,train_mse,validation_accuracy,validation_mse
2026-05-20T01:25:11,1,120,0,0.0,650,5.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.078125,3.8431818,0.109375,3.8769681
2026-05-20T01:25:14,1,120,1,2.0873594,650,5.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.109375,3.5640066,0.1328125,3.8904355
2026-05-20T01:25:14,1,120,2,0.1010905,650,5.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.001,0.125,4.1818967,0.0859375,4.1617494
