epoch,mse,accuracy,grad_norm,response_norm,param_delta,ff_margin,ff_std,ft_margin,ft_std,tf_margin,tf_std,tt_margin,tt_std
0,1.0184064495997525,0.75,0.0,0.0,0.0,0.011631180048572443,0.5632899407457687,0.015719772897031303,0.5709396811945623,0.07014653858292053,0.5723358576840962,-0.03473096281244503,0.5618748994348675
1,1.019114672737048,0.75,11.576341174814996,0.03106902378813854,0.9863698334910822,0.009684069844024368,0.5613827339939387,0.009255839238768493,0.5725816512330917,0.07450591564535647,0.5742419521366704,-0.04072011574596668,0.566396652805029
300,0.6939610605135966,1.0,36.22088773480543,0.19826619548839058,17.326692831620548,-0.07639630458959679,0.5817137005759446,0.22160068243523645,0.563888953320187,0.24063769978179061,0.5757845385615559,-0.14995733694282887,0.6015995456947261
600,0.5244759144950879,1.0,58.43033651827108,0.3157697137421513,35.88799461155536,-0.03276655016381114,0.6155216729309054,0.6824104197156325,0.5145547723790764,0.6535057164728315,0.5559331306339188,-0.07413025960889863,0.6220376476691589
900,0.6629091306302692,1.0,53.80415871414302,0.2762428174754154,45.326891745838374,-0.026474518404983494,0.6213263771708232,0.23472878028944733,0.5407364947965128,0.19660535676149682,0.6106553403224226,-0.06475858519195177,0.6326394245468302
1200,0.7079302926111258,1.0,52.920163276976126,0.3261370527400883,50.67354088369189,-0.11330353488484823,0.6625195265184121,0.01942588388724309,0.5112860692992681,0.09251217717837379,0.63518193516349,-0.104572408326703,0.6953261903700462
