timestamp,hidden,output_replicas,sweeps,relaxation,trial,warmup,direct_seconds,manager_seconds,overhead_seconds,overhead_ratio
2026-05-20T13:31:43,120,4,5.0,800,1,false,0.0017251,0.0017281,2.9999999999999645e-6,1.0017390296214712
2026-05-20T13:31:44,120,4,5.0,800,2,false,0.0016271,0.0015058,-0.00012129999999999997,0.9254501874500646
2026-05-20T13:31:44,120,4,5.0,800,3,false,0.0015583,0.0014691,-8.92e-5,0.942758133863826
2026-05-20T13:31:50,7840,4,5.0,39400,1,false,0.1959951,0.2161458,0.020150699999999994,1.1028122641841556
2026-05-20T13:31:51,7840,4,5.0,39400,2,false,0.1991473,0.1943404,-0.004806900000000003,0.9758625901531178
2026-05-20T13:31:51,7840,4,5.0,39400,3,false,0.2102434,0.2088316,-0.0014117999999999908,0.9932849259477349
