config,step,q,residual_rms,residual_max,dH_rms,meanabs,frac_09,step_delta,energy,readout_abs,stepsize,temperature,stepsize_start,stepsize_stop,stepsize_duration,temp_duration
eta=0.08->0.03@1000_T=floor,4000,0.982534613678,0.0177778065951,0.0443243162515,0.929151826267,0.977505793011,0.9625,0.0254562946534,-10.6868193246,0.255047012076,0.03,0.0001,0.08,0.03,1000,0
eta=0.08->0.03@1000_T=floor,4500,0.982756582944,0.0175501771065,0.0507059025395,0.932230451379,0.981911250726,0.975,0.0243165005493,-10.691778934,0.249084641192,0.03,0.0001,0.08,0.03,1000,0
eta=0.08->0.03@1000_T=floor,5000,0.984904714052,0.0153275589779,0.0320970674036,0.932944402577,0.984341572408,0.9875,0.0200107384082,-10.721090289,0.249983085222,0.03,0.0001,0.08,0.03,1000,0
eta=0.08->0.03@1000_T@1000,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,500,0.785005446692,0.274157061289,0.607638298682,0.717116928531,0.633399263508,0.2,0.694507152429,-6.48674047671,0.464762556978,0.0425,0.21053759513,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,1000,0.964260988851,0.037632617163,0.121203687132,0.899916474779,0.913626407714,0.8875,0.585840039406,-10.2830873913,0.742110171628,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,1500,0.979340307622,0.021128335335,0.0503269382182,0.911405422742,0.93941172719,0.9125,0.152086544939,-10.4623009138,0.74466015952,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,2000,0.980888018944,0.0195028605955,0.0546278386408,0.908145623706,0.94974099509,0.9375,0.0647103759546,-10.449729098,0.740493222806,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,2500,0.98034705444,0.0200643455129,0.054583423116,0.90800388507,0.963350580296,0.9375,0.0589708224292,-10.4699870457,0.740635662184,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,3000,0.983085394702,0.0172090970321,0.042159374753,0.909442334139,0.971555707349,0.9625,0.0361273941188,-10.4807726788,0.741284597068,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,3500,0.983913016377,0.0163645194406,0.0372393572939,0.908857753479,0.976637166853,0.9625,0.0260855785958,-10.4827593524,0.736378572278,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,4000,0.982409724656,0.01790926491,0.0435439787128,0.907328734123,0.978003920139,0.975,0.0179485657176,-10.4515840302,0.738652964256,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,4500,0.983820344634,0.0164484278383,0.0480140390366,0.909087585265,0.980302138513,0.975,0.012285317855,-10.4878005963,0.742380852826,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@1000,5000,0.983898424181,0.0163663597071,0.0355296651397,0.908625713872,0.980554125724,0.9875,0.0177516706828,-10.4793952116,0.738993692986,0.03,0.0001,0.08,0.03,1000,1000
eta=0.08->0.03@1000_T@2500,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,500,0.734384871479,0.362462631269,0.861423234972,0.621582446568,0.518081931079,0.075,0.586877075541,-3.57530520695,0.330820650815,0.0425,0.538820243534,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,1000,0.771231483723,0.298509099426,0.611787716345,0.681142508427,0.600101663674,0.175,0.67568394939,-5.70640272373,0.429670190552,0.03,0.303130136988,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,1500,0.798457465668,0.254197876869,0.600680604278,0.747912355398,0.646609518653,0.225,0.599828553408,-6.79938069529,0.321949076015,0.03,0.134780060884,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,2000,0.91657126091,0.0917050384458,0.224156197393,0.850902837562,0.86953174998,0.775,0.483532975674,-9.38035870497,0.206751539107,0.03,0.0337700152209,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,2500,0.972958456365,0.0278489967715,0.0891578348636,0.882110615255,0.936022519339,0.9,0.227492831003,-10.1547793277,0.253598782301,0.03,0.0001,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,3000,0.98220483997,0.0181247931256,0.0474886417345,0.889297764076,0.957011686018,0.95,0.109430154527,-10.22836595,0.247898164813,0.03,0.0001,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,3500,0.983821708792,0.0164577670629,0.0434116357074,0.890273469057,0.956491853708,0.9625,0.0442844894568,-10.2645830103,0.252047323005,0.03,0.0001,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,4000,0.981734253804,0.018608865636,0.0427787930232,0.887712098322,0.954337528031,0.9625,0.0309640997732,-10.2315303032,0.250790714537,0.03,0.0001,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,4500,0.984595732117,0.0156463218352,0.0402349765666,0.890444385129,0.963315417236,0.9625,0.037222916925,-10.2891843411,0.250410394155,0.03,0.0001,0.08,0.03,1000,2500
eta=0.08->0.03@1000_T@2500,5000,0.9842847455,0.0159685304339,0.032728439946,0.888541584794,0.968410525609,0.9625,0.0340297362791,-10.281373977,0.250240514342,0.03,0.0001,0.08,0.03,1000,2500
eta=0.08->0.03@2500_T=floor,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,500,0.959724295053,0.0421006546946,0.117614100704,0.894084027597,0.939461526849,0.8875,0.947321958187,-10.3506412302,0.248635716852,0.062,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,1000,0.973694369412,0.0270293119753,0.0763328626415,0.910743469142,0.956345973938,0.9625,0.101784794999,-10.507119375,0.253636600398,0.048,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,1500,0.977886590548,0.0226270877018,0.0530149540682,0.916346887838,0.954919235435,0.9625,0.0417802633002,-10.5974999452,0.250290319952,0.038,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,2000,0.981242342231,0.0191388053144,0.0468108341626,0.921391930777,0.963152159585,0.9625,0.0385334993806,-10.6533440337,0.249446792632,0.032,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,2500,0.98211993177,0.0182120084893,0.0422000740086,0.924448461675,0.970188461135,0.9625,0.0310172772722,-10.677828391,0.256068383457,0.03,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,3000,0.982146005995,0.0181830556394,0.045344342425,0.926783144464,0.974767504363,0.9625,0.0259647266363,-10.6671945515,0.252670183871,0.03,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,3500,0.982986833882,0.0173195223378,0.0487102577606,0.930938221087,0.981061595819,0.975,0.0269738412055,-10.6908369392,0.25320905985,0.03,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,4000,0.982856507808,0.0174450391883,0.0443233043883,0.931550653145,0.982117151637,0.975,0.0200823289919,-10.687807655,0.255165935687,0.03,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,4500,0.983110420324,0.0171828087683,0.0506908314983,0.933274208528,0.984593421206,0.9875,0.0172361448307,-10.6928792055,0.249137620502,0.03,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T=floor,5000,0.985208477156,0.0150150906531,0.0322015355377,0.933208615157,0.985325151047,0.9875,0.0149106325613,-10.7211923279,0.249928815898,0.03,0.0001,0.08,0.03,2500,0
eta=0.08->0.03@2500_T@1000,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,500,0.783197741995,0.277124040685,0.658937958558,0.715092845993,0.613052814756,0.2125,0.682857272226,-6.27380438568,0.519995099761,0.062,0.21053759513,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,1000,0.96637051807,0.0348318078343,0.104605675306,0.915796190951,0.947242993913,0.9,0.694552387566,-10.1606225801,0.737577540343,0.048,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,1500,0.977401362738,0.023124790036,0.059768749455,0.920270643124,0.964673614632,0.9625,0.128519140475,-10.3303166023,0.741900928958,0.038,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,2000,0.980724128252,0.0196707350642,0.0573684298261,0.922794827803,0.978465642993,0.9625,0.059939835705,-10.3719161556,0.740266214395,0.032,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,2500,0.983633564361,0.0166407965497,0.0441166830733,0.924926725865,0.986277738574,0.9875,0.0351763216299,-10.4105075708,0.742466282227,0.03,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,3000,0.983307806022,0.0169786126279,0.0452070135395,0.925002746183,0.986079807825,0.9875,0.0101197250263,-10.3957396498,0.74250403288,0.03,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,3500,0.983701159099,0.0165838463789,0.0413822561818,0.924924393881,0.986425417494,0.9875,0.0120935071354,-10.393218141,0.737640205049,0.03,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,4000,0.981948354775,0.0183857368204,0.0465233807739,0.923815640095,0.985037236412,0.9875,0.0129438763359,-10.365669447,0.740449066597,0.03,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,4500,0.983056490641,0.0172403723455,0.050322494639,0.925273824685,0.986856639101,0.9875,0.0121771555563,-10.3934085753,0.743717175948,0.03,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@1000,5000,0.983907063089,0.0163574085743,0.0364260346714,0.92493162982,0.986543305616,1,0.0149390568478,-10.3993322163,0.739738041073,0.03,0.0001,0.08,0.03,2500,1000
eta=0.08->0.03@2500_T@2500,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,500,0.729246275686,0.37190338493,0.876310699978,0.612494902321,0.517525601596,0.1375,0.59129081822,-3.45749254686,0.258596459744,0.062,0.538820243534,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,1000,0.767533740085,0.305604763095,0.668838057169,0.677924577636,0.585014724546,0.2,0.752578722702,-5.30023143893,0.252906078337,0.048,0.303130136988,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,1500,0.828523076301,0.209042347861,0.466710924936,0.778174856272,0.68336515075,0.2625,0.684187005318,-7.1794405153,0.244621686465,0.038,0.134780060884,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,2000,0.909259328739,0.100648369582,0.235235504297,0.868202081474,0.856897792212,0.7125,0.491158644325,-9.30399055732,0.198462753422,0.032,0.0337700152209,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,2500,0.972015641843,0.0289316689452,0.0843461146071,0.905826755266,0.943820451143,0.9,0.257712889054,-10.2359382741,0.249692033177,0.03,0.0001,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,3000,0.983395001752,0.0168910577403,0.0431191890843,0.91076964375,0.960086584881,0.9625,0.0786330653961,-10.3105816116,0.248543515925,0.03,0.0001,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,3500,0.98464315059,0.0156024437656,0.038840175691,0.911027790124,0.962696434783,0.9625,0.0358289255105,-10.3505227021,0.250605164894,0.03,0.0001,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,4000,0.980251090443,0.0201482646485,0.0504115719236,0.906036467424,0.962234091993,0.9625,0.0318848045064,-10.2561233175,0.248565788655,0.03,0.0001,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,4500,0.982827514855,0.0174859873195,0.0455090937268,0.908362389192,0.968863411735,0.9625,0.0364552009909,-10.3054516187,0.251648442962,0.03,0.0001,0.08,0.03,2500,2500
eta=0.08->0.03@2500_T@2500,5000,0.984226596226,0.0160281563275,0.0337913890661,0.907655570351,0.97179533957,0.9625,0.0342966822359,-10.3325867446,0.249780475712,0.03,0.0001,0.08,0.03,2500,2500
eta=0.08->0.03@5000_T=floor,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,500,0.957103127092,0.0449262091259,0.126314221299,0.89495987149,0.940528596304,0.8875,0.946892071651,-10.2753852136,0.25302539292,0.0705,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,1000,0.966622139954,0.0345543496351,0.0981994658779,0.907162795309,0.949897750628,0.9375,0.0943733397567,-10.386585623,0.255814902635,0.062,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,1500,0.970185346483,0.0307646245823,0.0719804018762,0.913326360906,0.951767681798,0.95,0.0513262679454,-10.4590784892,0.251931694156,0.0545,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,2000,0.97374038809,0.027012389432,0.0652317742993,0.919840398924,0.961931157804,0.9625,0.0492101357736,-10.5204519602,0.25018151281,0.048,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,2500,0.976250574285,0.0243471796885,0.0556317604775,0.924642324519,0.971812428684,0.9625,0.0404624910687,-10.5749022992,0.255705232816,0.0425,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,3000,0.977793784471,0.0227158403533,0.0586144312511,0.928084105464,0.977912940576,0.975,0.0298755555932,-10.5862266261,0.254251995898,0.038,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,3500,0.980811949792,0.0195810919866,0.0561629340233,0.931703673537,0.983463530089,0.9875,0.0197666127791,-10.6547024408,0.253676633481,0.0345,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,4000,0.982000808315,0.0183308269695,0.0475099392487,0.931877430498,0.98317450434,0.9875,0.0166475634139,-10.6722969326,0.255014435045,0.032,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,4500,0.98270996761,0.0175978290601,0.0517540973564,0.933166095141,0.984754592661,0.9875,0.013487111782,-10.6866815336,0.248944997212,0.0305,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T=floor,5000,0.985210231968,0.0150132889216,0.0323538198428,0.933261898722,0.985757725339,0.9875,0.015144936584,-10.7213387512,0.250041248642,0.03,0.0001,0.08,0.03,5000,0
eta=0.08->0.03@5000_T@1000,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,500,0.781917854454,0.279598308876,0.664721161622,0.714681409282,0.622605343415,0.225,0.683654862146,-6.2239169463,0.510568353365,0.0705,0.21053759513,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,1000,0.965529076903,0.0357841159497,0.0829043298595,0.927474978334,0.947636421263,0.9,0.744922478532,-10.0416035065,0.489323422937,0.062,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,1500,0.969259649489,0.0317159971446,0.0829287518576,0.931861762177,0.964418635784,0.9375,0.128339455129,-10.1541372247,0.495025440613,0.0545,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,2000,0.975408882853,0.0252571224289,0.0657321676038,0.933948455076,0.979211789047,0.9875,0.0644154603496,-10.1972469721,0.492877376063,0.048,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,2500,0.976716119706,0.0238482691928,0.0654659621974,0.935995016794,0.982130337316,0.9875,0.019278137869,-10.2434314397,0.493217424103,0.0425,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,3000,0.977657526401,0.0228552337132,0.0649100610649,0.936532625504,0.982770659164,0.9875,0.0148341721583,-10.2541865034,0.497150540324,0.038,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,3500,0.980882964452,0.0195080487773,0.0512066017404,0.938098808429,0.98487962132,1,0.0150375467629,-10.3000048806,0.493031964799,0.0345,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,4000,0.980888785038,0.0194856310368,0.0523814878407,0.937965496756,0.984371007492,0.9875,0.0139304042189,-10.2998778673,0.494596330555,0.032,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,4500,0.98150109083,0.0188533499226,0.0569475767532,0.939185449703,0.986424464424,0.9875,0.0129551773901,-10.316559774,0.497458488904,0.0305,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@1000,5000,0.983339932063,0.0169449418182,0.0372442574272,0.939141542043,0.986456065236,1,0.0159364368184,-10.3419871628,0.496502554073,0.03,0.0001,0.08,0.03,5000,1000
eta=0.08->0.03@5000_T@2500,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,500,0.726847674584,0.376241499932,0.862469624992,0.618224231364,0.513336784631,0.15,0.589226568806,-3.50053238561,0.269301413345,0.0705,0.538820243534,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,1000,0.765574585787,0.309102566219,0.66763526046,0.677987232582,0.591703956928,0.15,0.710030148412,-5.20970994222,0.329614338945,0.062,0.303130136988,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,1500,0.818889229847,0.224459546238,0.535848138896,0.796031632306,0.672784883231,0.2875,0.666307289844,-7.4593802272,0.109496330527,0.0545,0.134780060884,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,2000,0.913277033278,0.0950455474139,0.2421861752,0.893280460049,0.867317033741,0.675,0.453563425709,-9.47539193457,0.0163846213881,0.048,0.0337700152209,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,2500,0.973548851343,0.0271767260913,0.0658621700665,0.925959518015,0.94550763227,0.925,0.207557982227,-10.316352649,0.0108472045871,0.0425,0.0001,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,3000,0.978674553212,0.0218017183519,0.0566348197622,0.927150013319,0.955090496245,0.95,0.0556669997709,-10.4004958745,0.00706372438652,0.038,0.0001,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,3500,0.982346364031,0.0179818671666,0.0475064743865,0.928840483554,0.961521058961,0.9625,0.0461436306716,-10.4732141551,0.00547398509604,0.0345,0.0001,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,4000,0.979462026425,0.0209716337612,0.0530475291041,0.925738482205,0.961970575552,0.9625,0.0331869511481,-10.4111736337,0.008925413125,0.032,0.0001,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,4500,0.982243365117,0.0180943704146,0.05072130799,0.928266588595,0.967238023429,0.975,0.02924476661,-10.4536951549,0.00521635329374,0.0305,0.0001,0.08,0.03,5000,2500
eta=0.08->0.03@5000_T@2500,5000,0.984487115427,0.0157576335202,0.0324666497463,0.928600637656,0.970938407442,0.975,0.0227567111199,-10.4908262184,0.00471960089018,0.03,0.0001,0.08,0.03,5000,2500
eta=0.08->0.01@1000_T=floor,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,500,0.959315056107,0.0428573436968,0.136942888325,0.879034795818,0.916806714522,0.8625,0.93721362244,-10.4028001731,0.304679349202,0.0275,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,1000,0.971932584897,0.0293287824331,0.107568074506,0.904115098932,0.950699092925,0.9,0.127232102136,-10.7606323255,0.250933917788,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,1500,0.978341634383,0.0225583087235,0.0833545288185,0.913093548213,0.961972070965,0.925,0.0491220128406,-10.8108838664,0.250047315269,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,2000,0.986070359814,0.0142021358059,0.0542163187822,0.919877980958,0.968381446819,0.9375,0.0380036193344,-10.8406067846,0.249853255075,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,2500,0.990611411908,0.00949078229096,0.0306106431009,0.9218004187,0.970910771148,0.9625,0.0252898252944,-10.8498193399,0.252616869455,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,3000,0.992093228635,0.00797800596139,0.0261945584079,0.922228363817,0.970203281182,0.9625,0.0120538482701,-10.8461249431,0.250671189007,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,3500,0.991971656521,0.00809725821651,0.0262896365348,0.923344866185,0.969066421288,0.9625,0.0102929368649,-10.8512786106,0.25072382779,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,4000,0.991954788291,0.00811548728953,0.026520681459,0.923764607522,0.96734411892,0.9625,0.00851372405807,-10.8537813114,0.250994313852,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,4500,0.992388209072,0.00767607559491,0.0254823972699,0.925105739298,0.966128300555,0.9625,0.0105294958821,-10.8667067879,0.250184188507,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T=floor,5000,0.992160011746,0.00790605304094,0.024867112061,0.925559709178,0.965876519603,0.9625,0.010215580358,-10.8644253197,0.250351559704,0.01,0.0001,0.08,0.01,1000,0
eta=0.08->0.01@1000_T@1000,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,500,0.781779128446,0.280108561328,0.598596823576,0.713592263927,0.623389199916,0.175,0.679678418104,-6.46583520531,0.449640854341,0.0275,0.21053759513,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,1000,0.956704552915,0.0461175302915,0.168887965259,0.891350286541,0.910776690803,0.8625,0.513263726039,-10.3208609508,0.747430797352,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,1500,0.968346243223,0.0335887210135,0.118850430556,0.903049995885,0.910693130307,0.875,0.074706980458,-10.4417601401,0.747576025033,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,2000,0.969338072389,0.0323738195629,0.118958226874,0.910355111176,0.918602039052,0.8875,0.0669833595017,-10.509915501,0.746458796589,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,2500,0.979842182564,0.0206686400568,0.0767697751832,0.91746056765,0.929621938632,0.9,0.0610622307543,-10.5749882377,0.74668808878,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,3000,0.986617056043,0.0136414277229,0.0432076938123,0.916431562609,0.932514180866,0.9125,0.028520537894,-10.5950665626,0.747044892356,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,3500,0.986857633785,0.0133906729381,0.0429028093339,0.914976795915,0.934292662338,0.9125,0.0253534821016,-10.6085044228,0.745903154279,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,4000,0.986071931942,0.0141951113397,0.0446252261575,0.913193539836,0.939220877946,0.9125,0.0213010840299,-10.601738514,0.745427717412,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,4500,0.986826906173,0.013421323303,0.0438789107192,0.912314083915,0.947227612158,0.9125,0.024509870315,-10.62818692,0.748147883611,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@1000,5000,0.987998895068,0.0121785990313,0.0442242928009,0.91011039615,0.952665111951,0.925,0.0246010869988,-10.6219277171,0.746267205263,0.01,0.0001,0.08,0.01,1000,1000
eta=0.08->0.01@1000_T@2500,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.841850380522,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,500,0.734691677222,0.362087816281,0.838177164257,0.628943729107,0.529568704853,0.0875,0.586926320362,-3.54311421896,0.314170013326,0.0275,0.538820243534,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,1000,0.759336730118,0.319083039083,0.652914103902,0.668848770427,0.566369282868,0.15,0.591451696168,-5.53911321944,0.534308474366,0.01,0.303130136988,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,1500,0.800408176259,0.250588494097,0.534614058773,0.769290218525,0.669888296034,0.2375,0.510394924758,-7.3215011277,0.550511247014,0.01,0.134780060884,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,2000,0.877171647419,0.140601182736,0.427929446134,0.829589526668,0.818393736446,0.7,0.36443659125,-9.25042638878,0.703286671747,0.01,0.0337700152209,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,2500,0.946027954802,0.0572901652496,0.205978015002,0.874719631793,0.931300391201,0.8375,0.225494670184,-10.2984945114,0.745773639748,0.01,0.0001,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,3000,0.978131616483,0.0225026384123,0.0913762066598,0.885249604058,0.951954249633,0.9125,0.0834255028754,-10.4448545261,0.747037052871,0.01,0.0001,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,3500,0.979871753898,0.0207084239604,0.0841821975013,0.890016704846,0.956426353725,0.9375,0.0451323571742,-10.4650316802,0.745593835678,0.01,0.0001,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,4000,0.985236076485,0.0151108536248,0.0580767862709,0.893986256939,0.96322322987,0.95,0.0367862419746,-10.4846336132,0.746249623678,0.01,0.0001,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,4500,0.98654172714,0.0137814439685,0.0531862500986,0.896461078972,0.967770513858,0.95,0.0264946991517,-10.5109670381,0.747321532002,0.01,0.0001,0.08,0.01,1000,2500
eta=0.08->0.01@1000_T@2500,5000,0.98804637663,0.0121742269727,0.0427947342717,0.897325318717,0.97111732438,0.95,0.0229712199729,-10.5140226094,0.746929021974,0.01,0.0001,0.08,0.01,1000,2500
eta=0.08->0.01@2500_T=floor,0,0.675169293678,0.48173316906,1,0.517553501781,0,0,0,-0.0806554741009,0,0.08,0.0001,0.08,0.01,2500,0
eta=0.08->0.01@2500_T=floor,500,0.961990159901,0.0396609951924,0.11339562331,0.893231791825,0.938433342043,0.9,0.947842798249,-10.3955391098,0.250869400926,0.0548,0.0001,0.08,0.01,2500,0
eta=0.08->0.01@2500_T=floor,1000,0.979827338271,0.0205943988522,0.0566744565862,0.914014723849,0.962412750398,0.9625,0.109209295131,-10.6151658892,0.252940265448,0.0352,0.0001,0.08,0.01,2500,0
eta=0.08->0.01@2500_T=floor,1500,0.986268519113,0.0139278025727,0.0347846818902,0.920003803693,0.962881054608,0.9625,0.0299425011304,-10.7453998163,0.250456316364,0.0212,0.0001,0.08,0.01,2500,0
eta=0.08->0.01@2500_T=floor,2000,0.990894556975,0.00919506493137,0.0287204405934,0.924288528718,0.964624055561,0.9625,0.0209331381082,-10.830356981,0.249765598779,0.0128,0.0001,0.08,0.01,2500,0
eta=0.08->0.01@2500_T=floor,2500,0.991842657521,0.00822916468876,0.0267232890089,0.926076863651,0.968475436587,0.9625,0.0126742348273,-10.8593481987,0.252333243866,0.01,0.0001,0.08,0.01,2500,0
