kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,12,0.5,0.2,1.0,32,state_rms_to_final,0.40563651360571384
free,12,0.5,0.2,1.0,32,hidden_rms_to_final,1.0117941480129957
free,12,0.5,0.2,1.0,32,output_rms_to_final,0.8968416173011065
free,12,0.5,0.2,1.0,32,output_mse_to_target,14.91286215186119
free,12,0.5,0.2,1.0,32,score_margin,0.5884274635463953
free,12,0.5,0.2,2.0,32,state_rms_to_final,0.3909178450703621
free,12,0.5,0.2,2.0,32,hidden_rms_to_final,0.966806324198842
free,12,0.5,0.2,2.0,32,output_rms_to_final,0.8917954992502928
free,12,0.5,0.2,2.0,32,output_mse_to_target,14.963216036558151
free,12,0.5,0.2,2.0,32,score_margin,0.5747312996536493
free,12,0.5,0.2,5.0,32,state_rms_to_final,0.3512532040476799
free,12,0.5,0.2,5.0,32,hidden_rms_to_final,0.8444786109030247
free,12,0.5,0.2,5.0,32,output_rms_to_final,0.8755092415958643
free,12,0.5,0.2,5.0,32,output_mse_to_target,15.234125643968582
free,12,0.5,0.2,5.0,32,score_margin,0.559492364525795
free,12,0.5,0.2,10.0,32,state_rms_to_final,0.2986955102533102
free,12,0.5,0.2,10.0,32,hidden_rms_to_final,0.6850445941090584
free,12,0.5,0.2,10.0,32,output_rms_to_final,0.8327789548784494
free,12,0.5,0.2,10.0,32,output_mse_to_target,16.04850932955742
free,12,0.5,0.2,10.0,32,score_margin,0.5193774504587054
free,12,0.5,0.2,20.0,32,state_rms_to_final,0.22781230602413416
free,12,0.5,0.2,20.0,32,hidden_rms_to_final,0.48309644404798746
free,12,0.5,0.2,20.0,32,output_rms_to_final,0.7215863391757011
free,12,0.5,0.2,20.0,32,output_mse_to_target,18.6513369679451
free,12,0.5,0.2,20.0,32,score_margin,0.6306922659277916
free,12,0.5,0.2,50.0,32,state_rms_to_final,0.11645250697620213
free,12,0.5,0.2,50.0,32,hidden_rms_to_final,0.23000867245718837
free,12,0.5,0.2,50.0,32,output_rms_to_final,0.39761987049132586
free,12,0.5,0.2,50.0,32,output_mse_to_target,26.623688399791718
free,12,0.5,0.2,50.0,32,score_margin,0.7937255874276161
free,12,0.5,0.2,100.0,32,state_rms_to_final,0.0
free,12,0.5,0.2,100.0,32,hidden_rms_to_final,0.0
free,12,0.5,0.2,100.0,32,output_rms_to_final,0.0
free,12,0.5,0.2,100.0,32,output_mse_to_target,33.70491683483124
free,12,0.5,0.2,100.0,32,score_margin,1.0715690143406391
nudged,12,0.5,0.2,1.0,32,plus_loss_delta,-4.525275647640228
nudged,12,0.5,0.2,1.0,32,minus_loss_delta,1.1442431807518005
nudged,12,0.5,0.2,1.0,32,plusminus_target_dot,2.9003873765468597
nudged,12,0.5,0.2,1.0,32,plus_target_cos,0.874466547742486
nudged,12,0.5,0.2,1.0,32,minus_target_cos,-0.300247042439878
nudged,12,0.5,0.2,1.0,32,plus_output_rms,0.07370440277736634
nudged,12,0.5,0.2,1.0,32,plus_hidden_rms,0.02689664578065276
nudged,12,0.5,0.2,1.0,32,plusminus_output_rms,0.09935682895593345
nudged,12,0.5,0.2,1.0,32,plus_improves_fraction,1.0
nudged,12,0.5,0.2,1.0,32,minus_worsens_fraction,0.96875
nudged,12,0.5,0.2,2.0,32,plus_loss_delta,-8.31998348236084
nudged,12,0.5,0.2,2.0,32,minus_loss_delta,1.878414511680603
nudged,12,0.5,0.2,2.0,32,plusminus_target_dot,5.358444273471832
nudged,12,0.5,0.2,2.0,32,plus_target_cos,0.916686924174428
nudged,12,0.5,0.2,2.0,32,minus_target_cos,-0.3143656780011952
nudged,12,0.5,0.2,2.0,32,plus_output_rms,0.13407375267706811
nudged,12,0.5,0.2,2.0,32,plus_hidden_rms,0.030487545125652105
nudged,12,0.5,0.2,2.0,32,plusminus_output_rms,0.17238593334332108
nudged,12,0.5,0.2,2.0,32,plus_improves_fraction,1.0
nudged,12,0.5,0.2,2.0,32,minus_worsens_fraction,1.0
nudged,12,0.5,0.2,5.0,32,plus_loss_delta,-16.39603966474533
nudged,12,0.5,0.2,5.0,32,minus_loss_delta,3.5186370611190796
nudged,12,0.5,0.2,5.0,32,plusminus_target_dot,11.183726042509079
nudged,12,0.5,0.2,5.0,32,plus_target_cos,0.9475534688681364
nudged,12,0.5,0.2,5.0,32,minus_target_cos,-0.2891057934612036
nudged,12,0.5,0.2,5.0,32,plus_output_rms,0.2806668309494853
nudged,12,0.5,0.2,5.0,32,plus_hidden_rms,0.03866010333877057
nudged,12,0.5,0.2,5.0,32,plusminus_output_rms,0.34762875735759735
nudged,12,0.5,0.2,5.0,32,plus_improves_fraction,1.0
nudged,12,0.5,0.2,5.0,32,minus_worsens_fraction,1.0
nudged,12,0.5,0.2,10.0,32,plus_loss_delta,-23.15120404958725
nudged,12,0.5,0.2,10.0,32,minus_loss_delta,5.082702279090881
nudged,12,0.5,0.2,10.0,32,plusminus_target_dot,17.196886360645294
nudged,12,0.5,0.2,10.0,32,plus_target_cos,0.9552404452115297
nudged,12,0.5,0.2,10.0,32,minus_target_cos,-0.2366100656799972
nudged,12,0.5,0.2,10.0,32,plus_output_rms,0.4405809650197625
nudged,12,0.5,0.2,10.0,32,plus_hidden_rms,0.05190358776599169
nudged,12,0.5,0.2,10.0,32,plusminus_output_rms,0.5306624099612236
nudged,12,0.5,0.2,10.0,32,plus_improves_fraction,1.0
nudged,12,0.5,0.2,10.0,32,minus_worsens_fraction,1.0
nudged,12,0.5,0.2,20.0,32,plus_loss_delta,-27.747224867343903
nudged,12,0.5,0.2,20.0,32,minus_loss_delta,7.047597646713257
nudged,12,0.5,0.2,20.0,32,plusminus_target_dot,22.885745346546173
nudged,12,0.5,0.2,20.0,32,plus_target_cos,0.9609523136168718
nudged,12,0.5,0.2,20.0,32,minus_target_cos,-0.20468287938274443
nudged,12,0.5,0.2,20.0,32,plus_output_rms,0.5916553605347872
nudged,12,0.5,0.2,20.0,32,plus_hidden_rms,0.0785557278431952
nudged,12,0.5,0.2,20.0,32,plusminus_output_rms,0.7046075779944658
nudged,12,0.5,0.2,20.0,32,plus_improves_fraction,1.0
nudged,12,0.5,0.2,20.0,32,minus_worsens_fraction,1.0
nudged,12,0.5,0.2,50.0,32,plus_loss_delta,-29.498513877391815
nudged,12,0.5,0.2,50.0,32,minus_loss_delta,8.181357622146606
nudged,12,0.5,0.2,50.0,32,plusminus_target_dot,26.072877824306488
nudged,12,0.5,0.2,50.0,32,plus_target_cos,0.9607641082257032
nudged,12,0.5,0.2,50.0,32,minus_target_cos,-0.17970134364441037
nudged,12,0.5,0.2,50.0,32,plus_output_rms,0.681534806266427
nudged,12,0.5,0.2,50.0,32,plus_hidden_rms,0.1418143156915903
nudged,12,0.5,0.2,50.0,32,plusminus_output_rms,0.8044270798563957
nudged,12,0.5,0.2,50.0,32,plus_improves_fraction,1.0
nudged,12,0.5,0.2,50.0,32,minus_worsens_fraction,1.0
nudged,12,0.5,0.2,100.0,32,plus_loss_delta,-29.650333762168884
nudged,12,0.5,0.2,100.0,32,minus_loss_delta,8.17275607585907
nudged,12,0.5,0.2,100.0,32,plusminus_target_dot,26.599297165870667
nudged,12,0.5,0.2,100.0,32,plus_target_cos,0.9592634830623865
nudged,12,0.5,0.2,100.0,32,minus_target_cos,-0.17710188077762723
nudged,12,0.5,0.2,100.0,32,plus_output_rms,0.6982759423553944
nudged,12,0.5,0.2,100.0,32,plus_hidden_rms,0.2154826782643795
nudged,12,0.5,0.2,100.0,32,plusminus_output_rms,0.8209151793271303
nudged,12,0.5,0.2,100.0,32,plus_improves_fraction,1.0
nudged,12,0.5,0.2,100.0,32,minus_worsens_fraction,1.0
