accuracy,epoch,grad_norm,mse
0.453125,0,0.0,1.9432180463209796
0.625,1,0.8268351772850908,1.8034802613901697
0.828125,500,0.302637264619739,0.6097927699866865
0.5625,1000,0.06267471465914985,1.2704578181135995
0.4375,1500,0.2028269425980993,1.3692161410562702
0.546875,2000,0.21715591239294085,1.4620101158108556
0.625,2500,0.1318486618916061,1.284856258575641
0.65625,3000,0.0761748396758667,1.3137683830841003
0.65625,3500,0.06613722252416125,1.3216665628845388
0.578125,4000,0.15995278445549022,1.3795533629372017
0.515625,4500,0.3092622319193789,1.4119680170469544
0.625,5000,0.09742033143268661,1.3992321708040494
