accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9905978776888094
0.5,1,0.07688594289750886,1.9892758841198155
0.5,300,0.018564087275787674,1.6718718647325237
0.5,600,0.016163974981626732,1.5043595059078738
0.53125,900,0.019016966018409118,1.99029543614684
0.578125,1200,0.013637037204659391,1.9889671013120367
0.484375,1500,0.01613280292482171,1.9903640111696952
0.5,1800,0.014725861017255874,1.570639008526562
0.5,2100,0.016875839728407754,1.9905272296574263
0.453125,2400,0.031403972383389815,1.9908725773641456
0.546875,2700,0.016697263681687648,1.989439084073193
0.53125,3000,0.015469740843353714,1.9894728365915575
