timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,attractor_samples,reward_mean,reward_std,transition_weight_mean,transition_weight_std,transition_relative_mean,transition_relative_std,transition_acceptance_rate,transition_accepted_mean,transition_attempted_mean,best_accuracy,best_path,final_path
2026-06-08T21:59:03,0,0.0,0.2,52.421673,0.0,56.20652,1-0-0-1-2-3-0-0-1-2,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_derived_exact\best_checkpoint.bin,
2026-06-08T21:59:15,1,10.7328895,0.0,51.767414,0.2,52.112633,0-1-0-0-1-1-1-3-1-2,0.6501607,0.05701408,1.8132819,2.72978,1.180948,8.995905,10,-2.3787704,0.3474326,0.99747837,0.0040559685,1.0097213,0.016991908,1.0,3.0,3.0,0.2,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_derived_exact\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_derived_exact\final_checkpoint.bin
