best_mse,internal_nn,dynamics,max_local_interaction_energy,config,fanout_hidden_output,output_internal_scale,temp_factor,inter_radius,input_internal_scale,fanout_input_hidden,stepsize,effective_temp,hidden_internal_scale,symmetry_error,inter_weight_scale,best_accuracy,graph
1.0121570585833242,5,langevin,9.366871525067836,field_global4_langevin_F0p6_R0p25_Tf0p02_eta0p05,8.25,0.03872983346207417,0.02,2.05,0.03872983346207417,8.25,0.05,0.18733743050135673,0.03872983346207417,0.0,0.2088931871468374,0.75,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/field_scaled_langevin_checkerboard_20260510_155236/field_global4_langevin_F0p6_R0p25_Tf0p02_eta0p05/field_global4_langevin_F0p6_R0p25_Tf0p02_eta0p05_best_graph.jld2
