accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,std_1,std_2,std_3,std_4
0.5,0,0.0,0.6904886431995207,-0.8328150937563599,-0.9074117865704138,0.6904886431995207,0.8111167284872031,1.760527900154524,0.0,0.19034483083707504,0.039108340394821674,0.6100885680137216,0.22530626514649207
0.5,1,0.30869253474337577,0.6948937220129278,-0.8986302426291707,-0.8929013721845774,0.6948937220129278,0.6968019543314554,1.6413945364044622,0.5513888470343528,0.015439268591670859,0.0884895098905898,0.5203483773434158,0.5885606691759057
0.5,50,0.1608404889873575,0.16432872001438004,-0.3990118456436507,-0.16432872001438004,0.6181751499291832,0.8210959828457012,1.2947572311988318,0.7878179274504915,0.7475580843390482,0.9085753831072002,0.5758091172194768,0.012870937458859609
0.75,100,0.06093755756012509,0.06844170568012349,-0.38327867179300845,0.06844170568012349,0.37407327842586013,0.7413532318496407,1.1680603478088232,0.5832188201058626,0.6934463810157909,0.8716031667905003,0.7025575038053439,0.023938821634595247
0.75,150,0.07786761891903718,0.060885237001557804,-0.18968988526762087,0.060885237001557804,0.35213269286846155,0.7125888775574019,1.2228079328256036,0.5485978107267813,0.7467067244790201,0.8518154360520811,0.6719186987919442,0.018185416228660333
0.75,200,0.0407968237048286,0.0558914751687523,-0.16272432164266154,0.0558914751687523,0.5123684129794571,0.7055348867070904,1.1847513206657294,0.4534347273511842,0.7636177129958295,0.8338330725539165,0.49338619087437907,0.015177409485108708
0.75,250,0.06281446032131954,0.3164406737616047,-0.3249433453067048,0.4317604235152788,0.3164406737616047,0.6858903813743015,1.0220193584567787,0.4824041432114986,0.6964858133311355,0.7240553104443724,0.6633193899140489,0.019742830276331228
0.75,300,0.04033868043570191,0.13322280009996726,-0.13322280009996726,0.25357603817197677,0.46986164793377394,0.6982453416501843,1.1183838394564072,0.4516706258075274,0.8036405885761871,0.7788732401795861,0.5200060068586855,0.02765218392013962
0.75,350,0.05723936084331423,0.426991932106309,-0.6522624786461325,0.426991932106309,0.4692099666992472,0.712106858958294,0.9155768963930105,0.30614732996868144,0.14777737956285475,0.7052311409875192,0.5594973099818742,0.029664838711203314
0.75,400,0.05862606194026029,0.4298793970156324,-0.7178629851890923,0.4298793970156324,0.6875854142622586,0.7483907006476463,0.8897779281416303,0.39642024912504376,0.021976887837943448,0.7291472844142171,0.02428200401977985,0.017859850767196164
0.75,450,0.038133031040389,0.42348506569838795,-0.7223558325060644,0.42348506569838795,0.693272895348577,0.756607812716953,0.8973020694105689,0.3505493024925364,0.01954507075441974,0.7375137676013215,0.02342037659722767,0.018522867021131054
0.75,500,0.05599757912510671,0.23841896368936286,-0.7168749033052098,0.23841896368936286,0.7134366435024565,0.7747659974269807,0.9730195995391355,0.4312671720077993,0.01224145643997907,0.8215955149475143,0.011775850984822906,0.03256230294761773
0.75,550,0.04745412899209658,0.06865722826092567,-0.7221504018870186,0.06865722826092567,0.7145766573421449,0.7767666433215352,1.0457414867490564,0.35646540450919434,0.02805346879932614,0.8255260124598159,0.017722740843167193,0.024496413525781566
0.75,600,0.040233366233472956,0.058391170504476356,-0.7025637860296843,0.058391170504476356,0.6955596364362205,0.7798279175008588,1.058891710011804,0.4226636150983426,0.02595902234476754,0.8191931147627812,0.018195332089507545,0.026908635535494746
