accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.8327016807785574,-0.8327016807785574,-0.8995060309116635,0.8613903521579853,0.8430549377800833,1.763044006808634,0.0,aggr_T010_s050_b10_lr0005,0.10312014138039644,0.07771074632867361,0.18038641244183945,0.2647087971891565
0.5,1,0.6863463575346873,0.8493978845864255,-0.8677367687799047,-0.8854574228779668,0.8493978845864255,0.8826224018995745,1.7848478402798928,0.7438522115386005,aggr_T010_s050_b10_lr0005,0.08157442301372322,0.09310592949089166,0.2678986030552603,0.0758788531424869
0.75,100,0.17557312889595572,0.17586948945513123,-0.8432892778797838,0.17586948945513123,0.5955149834427029,0.8207301801830656,1.0456039666218002,0.6417482127379863,aggr_T010_s050_b10_lr0005,0.10980524411257175,0.8997358255390673,0.6656216969405406,0.08731305558272293
0.75,200,0.10960164039064318,0.08595474642278764,-0.7809544370101261,0.08595474642278764,0.5280119872638999,0.8137285147229315,1.0989608733845513,0.6849280810873517,aggr_T010_s050_b10_lr0005,0.13782387982528757,0.9189802004415628,0.7148550564571207,0.12359820246050135
0.75,300,0.2412041490672098,0.013426086103030555,-0.8261285306666657,0.013426086103030555,0.25490421855571593,0.7377788087818804,1.1446505718018893,0.6252009177984131,aggr_T010_s050_b10_lr0005,0.11049388684051493,0.9075000616841513,0.8179592965579069,0.38657615933244266
0.5,400,0.10809634549141396,0.003755148067063263,-0.8554045359296627,-0.003755148067063263,0.46443301387192576,0.3911841418288324,0.8126643896517955,0.6194001577147401,aggr_T010_s050_b10_lr0005,0.10074954774494779,0.8462392974473012,0.6928119897864747,0.7023592484729667
0.5,500,0.08608430131612597,0.21585726002984015,-0.794892705194792,-0.21585726002984015,0.40451123187806803,0.3416557923790629,0.9187562543333119,0.6616071486001447,aggr_T010_s050_b10_lr0005,0.11518389244044988,0.8738805095542603,0.7608199441359008,0.7808949665889707
0.75,600,0.16141161344195626,0.019665819425624287,-0.6672228074832285,-0.14549195449121194,0.4787134668264752,-0.019665819425624287,0.6639218082334866,0.7108446165359479,aggr_T010_s050_b10_lr0005,0.40974568451498894,0.889350424433768,0.6924994118973835,0.8812085374401291
0.5,700,0.1472099185647183,0.05259751072829516,-0.7410758718546803,-0.05259751072829516,0.35139850351590785,0.0669799316817957,0.6835333248950777,0.669504698846723,aggr_T010_s050_b10_lr0005,0.41584160805419573,0.8736228977628592,0.773233570706354,0.8612502548519687
0.5,800,0.13402081906867347,0.05826951653641275,-0.6892067626446272,-0.1733916003018161,0.16989509893011184,0.05826951653641275,0.8206122001137879,0.692091111225495,aggr_T010_s050_b10_lr0005,0.4042811195249705,0.8262014398992675,0.7824446045396223,0.8756406051024372
0.75,900,0.20121031092231492,0.13051622773187502,-0.6911394278398861,-0.20996685149678512,0.16556759215437258,-0.13051622773187502,0.7529235270641941,0.7035831203329725,aggr_T010_s050_b10_lr0005,0.3885983400582304,0.8596849578241901,0.8670896905582631,0.899981351987165
0.75,1000,0.18227463487267617,0.012015579756472938,-0.7520825560811256,-0.012015579756472938,0.05964224749921858,-0.05234734375055119,0.7169892130635138,0.6590527582756495,aggr_T010_s050_b10_lr0005,0.18462782529599595,0.8256976707459863,0.860114573337085,0.8615757968119788
0.75,1100,0.1357353809004803,0.028982881042649268,-0.5995481495739414,-0.09997901948558478,0.028982881042649268,-0.13361934568558437,0.7659513028241579,0.6435961153636606,aggr_T010_s050_b10_lr0005,0.5322399034141656,0.8472928598226608,0.7933843032641059,0.9005659496198175
0.5,1200,0.10907851231964945,0.011375254460455175,-0.6400746965063128,-0.22922164906990913,0.011375254460455175,0.048550110857698184,0.9293420772774976,0.6696786726837688,aggr_T010_s050_b10_lr0005,0.4139293117406115,0.829013818149927,0.8747978547077798,0.8640700948057427
0.25,1300,0.15470869804161688,0.0022732184468245986,-0.6370042682918635,-0.1416457072860026,-0.0022732184468245986,0.024580821227067527,0.8723595714612428,0.5846819353950715,aggr_T010_s050_b10_lr0005,0.4006931924519788,0.826823769116118,0.8323011111149867,0.8389986869800296
0.75,1400,0.220635623083442,0.05208489826838275,-0.6071483336897379,-0.1940671505952008,0.05208489826838275,-0.1425015488930271,0.8034938563987527,0.6506575361349664,aggr_T010_s050_b10_lr0005,0.4155042537823636,0.8051637571869619,0.8024118765035217,0.8619685259879999
0.75,1500,0.1505202695500636,0.0025365755101219465,-0.6832562802031029,0.0025365755101219465,0.17410185861773467,0.1981065890769323,0.8032067514885228,0.5703758973331354,aggr_T010_s050_b10_lr0005,0.20783823953958264,0.8048751925404581,0.773376242781237,0.7965624500339549
