accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9903728343402642
0.5,1,0.049898047605801354,1.9895009442484448
0.4921875,300,0.08663233916231063,2.062613782127251
0.5390625,600,0.01588033402656474,1.9894555169986605
0.546875,900,0.018260576549207097,1.9865684547792384
0.5,1200,0.02260900402419652,1.5726093885140882
0.5,1500,0.020223699813564217,1.5231758084531735
0.5,1800,0.01968165849481423,1.487775497530533
0.5,2100,0.022126444473740438,1.0583080736810586
0.5,2400,0.017417372894461398,1.0215839254533061
0.5,2700,0.014118645086861259,1.0138302930349334
0.5,3000,0.01596777480924499,1.073866450776251
