accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.829861278430391
0.5,1,0.9299816882876092,1.8405196067482852
0.5,150,0.230898824218429,1.9782310075492908
0.5,300,0.07256223575709227,1.9777538056987087
0.5,450,0.06459797074938776,1.9770455984906223
0.5,600,0.03702227835184963,1.9770205223142192
0.5,750,0.030318848538506974,1.9759096419721978
0.5,900,0.03789911719409799,1.9792540388358253
0.5,1050,0.05330730832036387,1.9762084236270678
0.5,1200,0.03785570144828052,1.9769498338429774
0.5,1350,0.040524496331271066,1.979710543761014
0.5,1500,0.05198061925607982,1.9785851682370503
