accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8521842142122622
0.5,1,2.1287677291444798,1.8581439515597256
0.5,500,1.6611127860106025,1.7797307079883062
0.5,1000,3.2606555619062747,1.7821729033482896
0.5,1500,1.4699852681108687,1.8026300219294031
0.5,2000,3.0309391320570374,1.8549947584927058
0.5,2500,1.9900533479658071,1.8670634123669594
0.5,3000,2.091456242723174,1.8662560570560147
0.5,3500,2.1023508487692473,1.8295575158047472
0.5,4000,1.3585719570209138,1.8812104732700008
0.5,4500,1.7432829549028834,1.8750237241451428
0.5,5000,1.3655240181856965,1.8684975279652727
