epoch,mse,output_mse,spin_score_mse,accuracy,all_correct,min_margin,mean_margin,scores,spin_scores,predictions,outputs
0,0.86376953125,0.982657917310565,0.9781445964618983,0.5,false,-0.03125,0.078125,-0.125|0.25|-0.0312|0.0312,0.0107|0.0529|0.0145|0.0113,-1.0|1.0|-1.0|1.0,-0.0438|0.0401|0.0245|0.0219|0.0181|-0.0274|0.1515|0.0695|0.0477|-0.1197|0.0337|0.0961|0.1143|-0.0351|0.0535|-0.0873
25,1.0205078125,1.001418689329025,0.989967570648189,0.5,false,-0.21875,0.0,0.0312|0.0938|0.1562|0.2188,0.0391|0.0786|0.0604|0.0716,1.0|1.0|1.0|1.0,0.0022|-0.0499|0.0783|0.1259|0.1786|-0.1669|0.2071|0.0955|0.1414|-0.0506|0.1293|0.0217|0.0615|-0.0829|0.067|0.2408
50,1.19677734375,1.0645658427848999,1.0304370949124495,0.5,false,-0.4375,-0.03125,0.3438|0.25|0.4062|0.4375,0.1081|0.0946|0.1628|0.1719,1.0|1.0|1.0|1.0,0.2085|-0.128|0.1496|0.2022|0.062|-0.1616|0.2275|0.2506|0.3019|-0.1588|0.291|0.2171|0.3553|-0.2146|0.3603|0.1865
75,1.251708984375,1.107343086750293,1.0258634534467574,0.5,false,-0.59375,0.0234375,0.4375|0.4688|0.6562|0.5938,0.1426|0.1567|0.2519|0.2358,1.0|1.0|1.0|1.0,0.2769|-0.2648|0.2971|0.2612|0.2454|-0.2684|0.3406|0.3094|0.4637|-0.277|0.4031|0.418|0.4327|-0.3519|0.4458|0.4167
100,1.281982421875,1.18205952630338,1.0322207301316333,0.5,false,-0.65625,0.0546875,0.4688|0.5938|0.75|0.6562,0.2055|0.2266|0.2864|0.2523,1.0|1.0|1.0|1.0,0.3386|-0.3836|0.4958|0.3711|0.4102|-0.4198|0.4586|0.4573|0.5543|-0.5133|0.6019|0.5028|0.4529|-0.359|0.5134|0.4021
125,1.343017578125,1.2833784162246582,1.084128508237556,0.5,false,-0.59375,-0.0078125,0.5938|0.5|0.625|0.5625,0.2575|0.2306|0.2469|0.2634,1.0|1.0|1.0|1.0,0.5342|-0.5841|0.534|0.5458|0.4563|-0.588|0.5298|0.5244|0.3621|-0.4315|0.5773|0.4798|0.5412|-0.4652|0.4808|0.4969
150,1.392333984375,1.2515052719153203,1.0330398799198797,0.5,false,-0.78125,0.0234375,0.7812|0.5625|0.7812|0.4688,0.2615|0.2546|0.3168|0.2322,1.0|1.0|1.0|1.0,0.5577|-0.6563|0.536|0.6086|0.4842|-0.4607|0.4742|0.5207|0.5841|-0.5623|0.6804|0.565|0.4492|-0.4634|0.5085|0.4345
175,1.490234375,1.277987192565933,1.0585115454994722,0.5,false,-0.875,0.0,0.875|0.6875|0.6875|0.5,0.3492|0.2953|0.3071|0.1987,1.0|1.0|1.0|1.0,0.6204|-0.6048|0.6533|0.7279|0.5399|-0.5122|0.5973|0.5562|0.536|-0.4792|0.5738|0.5977|0.4218|-0.4688|0.4043|0.4375
200,1.531494140625,1.3478030560280767,1.1298955287377876,0.5,false,-0.75,-0.0703125,0.75|0.625|0.4688|0.625,0.3213|0.2411|0.2052|0.2515,1.0|1.0|1.0|1.0,0.6174|-0.5714|0.6075|0.6318|0.5712|-0.5845|0.4464|0.5315|0.43|-0.4585|0.4296|0.4199|0.4711|-0.5764|0.5725|0.5387
225,1.309814453125,1.3099162446970627,1.046524420909579,0.5,false,-0.6875,0.0703125,0.5|0.75|0.7188|0.6875,0.2424|0.2889|0.3292|0.2988,1.0|1.0|1.0|1.0,0.5326|-0.5581|0.4641|0.531|0.4893|-0.5531|0.5853|0.634|0.6653|-0.7465|0.7192|0.6789|0.6066|-0.5009|0.5678|0.5216
250,1.41357421875,1.2618534295030543,1.0296445490642623,0.5,false,-0.6875,0.03125,0.6875|0.7812|0.6562|0.625,0.2793|0.3542|0.27|0.2377,1.0|1.0|1.0|1.0,0.5749|-0.5718|0.5841|0.5301|0.6683|-0.6049|0.7321|0.6212|0.4731|-0.5464|0.6273|0.526|0.4352|-0.44|0.4955|0.4601
275,1.591064453125,1.376658045549816,1.1437870346817107,0.5,false,-0.75,-0.0390625,0.75|0.7812|0.5625|0.75,0.303|0.2962|0.2664|0.3579,1.0|1.0|1.0|1.0,0.5787|-0.4974|0.5736|0.5571|0.6078|-0.4751|0.5278|0.5242|0.4433|-0.44|0.5755|0.4869|0.7179|-0.666|0.7119|0.6677
300,1.359130859375,1.2426023077682822,1.0311368520413342,0.5,false,-0.59375,-0.0078125,0.5938|0.5625|0.5938|0.5938,0.2315|0.2525|0.2875|0.2416,1.0|1.0|1.0|1.0,0.4279|-0.5702|0.5251|0.5433|0.443|-0.5095|0.4941|0.5825|0.5799|-0.5734|0.534|0.6094|0.4187|-0.5009|0.5009|0.5474
325,1.357666015625,1.2688792448144985,1.064918783045925,0.5,false,-0.6875,0.0234375,0.6875|0.625|0.6875|0.5312,0.2794|0.2419|0.2942|0.2449,1.0|1.0|1.0|1.0,0.5016|-0.4872|0.5014|0.6019|0.5065|-0.5934|0.5333|0.5212|0.5406|-0.5243|0.6025|0.5578|0.4571|-0.4511|0.5041|0.4697
350,1.44580078125,1.3140382687927965,1.1143439307049872,0.5,false,-0.625,-0.078125,0.625|0.5|0.4062|0.5938,0.2964|0.254|0.2019|0.2583,1.0|1.0|1.0|1.0,0.568|-0.4877|0.5405|0.5647|0.5447|-0.615|0.5264|0.5602|0.4202|-0.4162|0.3948|0.4087|0.5306|-0.5435|0.5092|0.5369
375,1.514404296875,1.3506652379918676,1.11662192177195,0.5,false,-0.71875,-0.0546875,0.6562|0.625|0.5312|0.7188,0.2752|0.2761|0.2348|0.3155,1.0|1.0|1.0|1.0,0.5402|-0.4912|0.4887|0.5632|0.5963|-0.6013|0.5739|0.5354|0.538|-0.6279|0.4543|0.5747|0.5308|-0.5152|0.5746|0.6719
400,1.45263671875,1.2978428993312112,1.0737152961503975,0.5,false,-0.6875,0.0,0.6562|0.625|0.7188|0.6875,0.3109|0.284|0.3024|0.2558,1.0|1.0|1.0|1.0,0.5854|-0.5578|0.6388|0.5771|0.4954|-0.5167|0.5812|0.5761|0.6014|-0.5622|0.5938|0.5765|0.4741|-0.4791|0.5176|0.5107
