epoch,mse,accuracy,grad_norm,response_norm,param_delta,ff_out1,ff_out2,ff_std,ft_out1,ft_out2,ft_std,tf_out1,tf_out2,tf_std,tt_out1,tt_out2,tt_std
0,1.1158159135095544,0.5,0.0,0.0,0.0,0.14630493093816102,0.0610976503444414,0.465279460213582,0.31388095390477383,-0.08546093540438993,0.5811411515865467,0.07961317211033017,-0.12862517937467902,0.5339191529773237,0.21695794050495879,0.05583187411436875,0.6474254041272898
1,1.0628226720378153,0.75,8.158919769457306,0.2860483614784481,0.07245687832903663,-0.04797872938066069,-0.16742127086690106,0.5573013153985589,0.45186898947524784,-0.1376224568283855,0.5537612328588254,0.06065133194454546,0.1788385100632585,0.5605721873526086,0.2851666433166583,-0.0006241779764922309,0.5818725119341192
10,1.0168129351058677,0.5,7.928610898267384,0.26965513105665306,0.2525511188278869,0.2628966835237023,0.04238073115119488,0.6920044021995507,0.23261134770112138,-0.034737955575776136,0.5712464388555966,0.26339001243828725,0.21575888260030548,0.6668037571198471,0.2614453700463062,0.0760854179131867,0.635226742159134
20,1.001997556146521,0.75,7.304317147496674,0.27713555704198845,0.35263801924536997,0.2142553296249049,-0.04384935384662244,0.5512029839451198,0.41347926584814626,0.2742777778732155,0.5883372821172292,0.19999575180597495,0.20479494401424378,0.6403955498308358,0.29321819709779434,0.17808485390787482,0.5422322413518335
30,1.0026711675451778,0.5,8.185293661734,0.27803770328616584,0.4264698505293903,0.2114659236043288,0.1754549458800827,0.4691277763291935,-0.0079876990188322,-0.014436689587638954,0.6598991345426096,0.23793162071173188,0.1328497202575786,0.5070939112200163,-0.05680409954846867,-0.22317337300203416,0.4791375124358944
40,1.1189602858157723,0.5,8.238565535787137,0.2764577617861403,0.49539479960177774,0.10219360555199995,0.2501100816439397,0.6278692578027294,0.2337065119643922,0.3608551526502523,0.5726249184725388,0.11000824579288102,-0.21137001003832606,0.6020357545258356,0.3257418421223287,0.22399067987322924,0.56989550428664
50,0.8848056017300452,0.75,8.721475537360343,0.2695240633459085,0.5267637189015068,0.38525794852964335,0.3788097833994294,0.5308220253480838,-0.09948000999326997,-0.10093150349462443,0.573513522671976,0.12971640584185348,0.2820942741680177,0.5740473297233669,0.33801266132880625,-0.2607036101561211,0.5306744391624794
60,0.9204344324564963,0.5,6.97635500882996,0.27951595583150574,0.5506834659539752,0.038625320813763624,-0.30731774192308847,0.5138288718598314,0.21256639926169082,0.1283989795119587,0.6489651272437688,0.21548770171008585,-0.021773013745350484,0.5326336207350048,0.1179766990623935,-0.34423760731561415,0.5529546530064969
70,1.2202213414888106,0.5,7.580976544000595,0.2823983846668951,0.5808191307821554,0.1460092841513542,0.12308380417238184,0.6495207258103755,0.34204954921019787,-0.2474801735423599,0.5690374478239386,0.1297670367752007,-0.25677847954008204,0.546194848442659,0.5167452476106295,0.15084695868656278,0.6418289375344137
80,1.0533429268426084,0.25,8.115065727216725,0.2798605137418624,0.6159402408487178,0.36661407677859503,-0.4518082949700411,0.6098589279663211,0.009941932599598566,-0.280769809775808,0.5238914698472206,0.3598226319501917,0.044946524110343715,0.6629037849254642,-0.07802265107776743,0.06832577441359713,0.5161828136050716
90,0.8955229929983455,0.75,7.635289880752533,0.28422058696539254,0.646480913453978,0.3596280006962774,-0.24500435008768778,0.4813202328658407,0.3752237825372444,-0.07217926044796297,0.5202576093493816,-0.09186722951571012,0.13125283984174507,0.5906648523158273,0.25380278184729715,0.0035154961573232515,0.5102751525405008
100,1.1197333677201216,0.25,6.342533745670015,0.2718949633620691,0.660923984373656,0.4663805517833565,-0.0098314070935617,0.6114170509410775,0.1277178543970447,-0.010668977751229367,0.6751970204363027,0.15854645097039766,0.0024179242739994396,0.558926320639174,0.20828366767280432,0.5605349769913862,0.47253037990435526
