config,side,hidden_side,code_side,code_stride,relaxation,nudged_relaxation,temp,stepsize,best_epoch,best_mse,best_accuracy,best_min_margin,final_mse,final_accuracy,graph
inlaid8_T0p005_eta0p05_r500,8,8,4,2,500,500,0.005,0.05,0,0.9931447432120922,0.5,0.0005900715890566203,1.0099429026866331,0.25,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p005_eta0p05_r500/inlaid8_T0p005_eta0p05_r500_best_graph.jld2
inlaid8_T0p005_eta0p05_r2000,8,8,4,2,2000,2000,0.005,0.05,0,0.982188603379655,0.75,0.018794795483813583,1.0659987744718804,0.5,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p005_eta0p05_r2000/inlaid8_T0p005_eta0p05_r2000_best_graph.jld2
inlaid8_T0p005_eta0p1_r500,8,8,4,2,500,500,0.005,0.1,0,0.9914343425286052,0.75,9.877031625730049e-5,1.013557489676429,0.5,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p005_eta0p1_r500/inlaid8_T0p005_eta0p1_r500_best_graph.jld2
inlaid8_T0p005_eta0p1_r2000,8,8,4,2,2000,2000,0.005,0.1,250,0.9397040080514916,0.75,0.04225453157243633,0.9397040080514916,0.75,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p005_eta0p1_r2000/inlaid8_T0p005_eta0p1_r2000_best_graph.jld2
inlaid8_T0p02_eta0p05_r500,8,8,4,2,500,500,0.02,0.05,0,0.9860197087721846,0.5,0.00040047964473684597,1.0206602556454853,0.0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p02_eta0p05_r500/inlaid8_T0p02_eta0p05_r500_best_graph.jld2
inlaid8_T0p02_eta0p05_r2000,8,8,4,2,2000,2000,0.02,0.05,150,0.9578650551991076,0.75,0.027102295446947818,1.0419223938251192,0.5,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p02_eta0p05_r2000/inlaid8_T0p02_eta0p05_r2000_best_graph.jld2
inlaid8_T0p02_eta0p1_r500,8,8,4,2,500,500,0.02,0.1,0,0.9811901454909504,0.75,0.002042871330008981,1.0294243368745586,0.25,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p02_eta0p1_r500/inlaid8_T0p02_eta0p1_r500_best_graph.jld2
inlaid8_T0p02_eta0p1_r2000,8,8,4,2,2000,2000,0.02,0.1,250,0.8796362647622596,0.75,0.07715694966304412,0.8796362647622596,0.75,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_sweep_20260510_123816/inlaid8_T0p02_eta0p1_r2000/inlaid8_T0p02_eta0p1_r2000_best_graph.jld2
