resume_checkpoint,beta,lr,temp,weight_decay,stepsize,sweeps,nudge_temp_schedule,nudge_temp_peak,positive_target_weight,negative_target_weight,reset_opt_state,status,best_epoch,best_test_accuracy,best_test_loss,final_epoch,final_test_accuracy,final_test_loss,outdir
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_beta_relax_from_0p714_20260610/b0p025_lr0p00015_s500_reverseT/best_checkpoint.bin,0.025,0.00012,0.00005,0.002,0.5,500,reverse_anneal,0.00010,9.0,0.50,true,done,21,0.724,11.124498,25,0.672,12.169278,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_stabilize_from_0p724_20260610\b0p025_lr0p00012_wd0p002_s500_reverseT
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_beta_relax_from_0p714_20260610/b0p025_lr0p00015_s500_reverseT/best_checkpoint.bin,0.025,0.00010,0.00005,0.002,0.5,500,reverse_anneal,0.00010,9.0,0.50,true,done,21,0.724,11.124498,28,0.718,11.319248,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_stabilize_from_0p724_20260610\b0p025_lr0p00010_wd0p002_s500_reverseT
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_beta_relax_from_0p714_20260610/b0p025_lr0p00015_s500_reverseT/best_checkpoint.bin,0.025,0.00012,0.00005,0.002,0.5,350,reverse_anneal,0.00010,9.0,0.50,true,done,21,0.724,11.124498,24,0.689,11.607923,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_stabilize_from_0p724_20260610\b0p025_lr0p00012_wd0p002_s350_reverseT
