config,epoch,score_10,response_norm,score_11,std_11,mse,grad_norm,score_00,std_01,std_00,min_margin,score_01,accuracy,std_10,param_delta
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.4_b0.1_lr0.002,0,1.375,0.0,-0.75,1.3319885691653277,0.146484375,0.0,-2.0,1.0434125154603786,0.0,0.75,1.375,1.0,1.0434125154603786,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.4_b0.2_lr0.002,0,0.875,0.0,-1.125,1.1879774082787287,0.189453125,0.0,-2.0,1.2443420336765103,0.0,0.875,1.0,1.0,1.2920351538211632,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.4_b0.2_lr0.004,0,1.25,0.0,-0.75,1.3319885691653277,0.1953125,0.0,-2.0,1.2443420336765103,0.0,0.75,1.0,1.0,1.121634751658949,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.6_b0.1_lr0.002,0,1.5,0.0,-1.25,1.121634751658949,0.0751953125,0.0,-2.0,1.0434125154603786,0.0,1.25,1.375,1.0,0.9503819266229828,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.6_b0.2_lr0.002,0,1.0,0.0,-0.5,1.3912166872805047,0.2509765625,0.0,-2.0,1.1879774082787287,0.0,0.5,1.125,1.0,1.2443420336765103,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.6_b0.2_lr0.004,0,1.375,0.0,-1.25,1.121634751658949,0.1220703125,0.0,-2.0,1.2443420336765103,0.0,1.0,1.0,1.0,1.0434125154603786,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.8_b0.1_lr0.002,0,1.375,0.0,-1.125,1.1879774082787287,0.134765625,0.0,-2.0,1.2443420336765103,0.0,1.0,1.0,1.0,1.0434125154603786,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.8_b0.2_lr0.002,0,1.5,0.0,-1.25,1.121634751658949,0.0751953125,0.0,-2.0,1.0434125154603786,0.0,1.25,1.375,1.0,0.9503819266229828,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.7_ob0.8_b0.2_lr0.004,0,1.0,0.0,-1.125,1.1879774082787287,0.134765625,0.0,-2.0,1.0434125154603786,0.0,1.0,1.375,1.0,1.2443420336765103,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.8_ob0.4_b0.1_lr0.002,0,1.875,0.0,-1.375,1.0434125154603786,0.060546875,0.0,-2.0,1.121634751658949,0.0,1.25,1.25,1.0,0.5,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.8_ob0.4_b0.2_lr0.002,0,0.75,0.0,-1.75,0.6956083436402524,0.1103515625,0.0,-2.0,0.8376233659741151,0.0,0.75,1.625,1.0,1.3319885691653277,0.0
structured_2x2_T0.001_ib2.0_f3.5_o0.8_ob0.4_b0.2_lr0.004,0,0.75,0.0,-1.125,1.1879774082787287,0.154296875,0.0,-2.0,0.8376233659741151,0.0,0.75,1.625,1.0,1.3319885691653277,0.0
