timestamp,workers,batch,warmup_batches,hidden,output_replicas,batchsize,jobs,minit,sweeps,relaxation,graph_states,graph_edges,param_bytes_per_graph,synced_graphs,build_graph_seconds,build_graph_cpu_threads,build_layer_seconds,build_layer_cpu_threads,build_trainer_seconds,build_trainer_cpu_threads,load_seconds,load_cpu_threads,job_build_seconds,job_build_cpu_threads,write_state_seconds,write_state_cpu_threads,reset_worker_seconds,reset_worker_cpu_threads,apply_input_target_seconds,apply_input_target_cpu_threads,reset_buffers_seconds,reset_buffers_cpu_threads,manager_run_seconds,manager_run_cpu_threads,collect_gradient_seconds,collect_gradient_cpu_threads,optimiser_seconds,optimiser_cpu_threads,serial_sync_seconds,serial_sync_cpu_threads,striped_sync_seconds,striped_sync_cpu_threads,graph_threaded_sync_seconds,graph_threaded_sync_cpu_threads,striped_sync_error,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm,gradient_norm
2026-05-20T01:58:03,8,1,1,120,4,64,64,1,5.0,800,944,197760,794816,10,2.0415825,1.1173930027319494,0.0121534,NaN,9.599364,1.5251661464238673,1.2160853,1.541832632957573,4.4e-6,NaN,9.89e-5,NaN,8.0e-7,NaN,0.0001267,NaN,0.0002408,NaN,0.0153405,NaN,0.0004302,NaN,0.0011828,NaN,0.0005552,NaN,0.0003519,NaN,0.0003494,NaN,0.0,8,59.3736,66.52056,73.89127,26.241364
2026-05-20T01:58:09,8,2,1,120,4,64,64,1,5.0,800,944,197760,794816,10,2.0415825,1.1173930027319494,0.0121534,NaN,9.599364,1.5251661464238673,1.2160853,1.541832632957573,4.0e-6,NaN,0.0001156,NaN,1.0e-6,NaN,0.0001286,NaN,0.000303,NaN,0.0145233,NaN,0.000359,NaN,0.0013405,NaN,0.0005296,NaN,0.0003495,NaN,0.0003736,NaN,0.0,8,63.54517,67.8509,73.80698,26.882023
2026-05-20T01:58:14,8,3,1,120,4,64,64,1,5.0,800,944,197760,794816,10,2.0415825,1.1173930027319494,0.0121534,NaN,9.599364,1.5251661464238673,1.2160853,1.541832632957573,3.7e-6,NaN,0.0001134,NaN,1.1e-6,NaN,0.0001284,NaN,0.0002502,NaN,0.0151686,NaN,0.0003597,NaN,0.0011904,NaN,0.0004752,NaN,0.0003496,NaN,0.0003812,NaN,0.0,8,75.035995,78.517914,92.75951,30.135063
2026-05-20T01:58:31,12,1,1,120,4,64,64,1,5.0,800,944,197760,794816,14,0.0442153,1.060153385818936,3.08e-5,NaN,3.7258998,1.5893811744481159,0.7827739,0.9980532054019685,4.2e-6,NaN,0.0001144,NaN,9.0e-7,NaN,0.0001355,NaN,0.000368,NaN,0.0118726,NaN,0.0005029,NaN,0.0013021,NaN,0.0006066,NaN,0.0004786,NaN,0.0004346,NaN,0.0,12,43.238297,51.91563,61.16488,28.793919
2026-05-20T01:58:36,12,2,1,120,4,64,64,1,5.0,800,944,197760,794816,14,0.0442153,1.060153385818936,3.08e-5,NaN,3.7258998,1.5893811744481159,0.7827739,0.9980532054019685,5.4e-6,NaN,0.0001087,NaN,1.3e-6,NaN,0.0001366,NaN,0.0003506,NaN,0.0115248,NaN,0.0004902,NaN,0.0012454,NaN,0.0007904,NaN,0.0004804,NaN,0.0004313,NaN,0.0,12,52.00874,58.82014,68.296074,30.814587
2026-05-20T01:58:41,12,3,1,120,4,64,64,1,5.0,800,944,197760,794816,14,0.0442153,1.060153385818936,3.08e-5,NaN,3.7258998,1.5893811744481159,0.7827739,0.9980532054019685,4.3e-6,NaN,0.000123,NaN,9.0e-7,NaN,0.0001373,NaN,0.0003369,NaN,0.011191,NaN,0.0005081,NaN,0.0011675,NaN,0.0007272,NaN,0.0004493,NaN,0.0004392,NaN,0.0,12,46.09261,62.742977,74.80586,31.01922
2026-05-20T01:58:57,15,1,1,120,4,64,64,1,5.0,800,944,197760,794816,17,0.0438062,1.0700540106195013,2.71e-5,NaN,3.839452,2.144674552514265,0.8214964,1.2743512935662287,4.2e-6,NaN,0.0001158,NaN,1.2e-6,NaN,0.0001388,NaN,0.0004135,NaN,0.0100691,NaN,0.0005835,NaN,0.0012043,NaN,0.0008088,NaN,0.0005782,NaN,0.0005228,NaN,0.0,15,38.91863,48.87403,57.56792,30.64903
2026-05-20T01:59:02,15,2,1,120,4,64,64,1,5.0,800,944,197760,794816,17,0.0438062,1.0700540106195013,2.71e-5,NaN,3.839452,2.144674552514265,0.8214964,1.2743512935662287,3.8e-6,NaN,0.0001092,NaN,1.4e-6,NaN,0.0001528,NaN,0.0004209,NaN,0.0095709,NaN,0.0007294,NaN,0.0013954,NaN,0.0008986,NaN,0.0005621,NaN,0.0005118,NaN,0.0,15,33.6566,49.62501,58.379467,31.239393
2026-05-20T01:59:08,15,3,1,120,4,64,64,1,5.0,800,944,197760,794816,17,0.0438062,1.0700540106195013,2.71e-5,NaN,3.839452,2.144674552514265,0.8214964,1.2743512935662287,4.1e-6,NaN,0.0001168,NaN,1.3e-6,NaN,0.0001526,NaN,0.0004688,NaN,0.009445,NaN,0.0006076,NaN,0.0013482,NaN,0.0008127,NaN,0.0005768,NaN,0.0005184,NaN,0.0,15,44.803226,54.939354,66.366104,33.610195
2026-05-20T01:59:24,16,1,1,120,4,64,64,1,5.0,800,944,197760,794816,18,0.0437295,1.0719308475971598,2.91e-5,NaN,3.8958316,1.7406424856762288,0.8292453,1.3001279597243423,4.4e-6,NaN,0.0001179,NaN,1.2e-6,NaN,0.0001506,NaN,0.0004025,NaN,0.0097049,NaN,0.0006186,NaN,0.0012447,NaN,0.0007984,NaN,0.0006023,NaN,0.0005436,NaN,0.0,16,35.44048,45.995434,54.390877,34.421795
