column,graph_kind,mean_abs_response,mean_response,nn,repeat,source_case,sweep,target_case
3,initial,0.06569502130866545,-0.014473398309510742,1,1,2,1,1
4,initial,0.11064490449415029,-0.027988238171677112,1,1,2,1,1
5,initial,0.06976945188843216,0.01870212833850729,1,1,2,1,1
6,initial,0.10904166790028423,0.01351535815337522,1,1,2,1,1
7,initial,0.05988963338025626,-0.03973898472636649,1,1,2,1,1
8,initial,0.1042872617644319,0.007330374172573893,1,1,2,1,1
1,initial,0.0,0.0,1,1,2,0,3
2,initial,0.0,0.0,1,1,2,0,3
3,initial,0.0,0.0,1,1,2,0,3
4,initial,0.0,0.0,1,1,2,0,3
5,initial,0.0,0.0,1,1,2,0,3
6,initial,0.0,0.0,1,1,2,0,3
7,initial,0.0,0.0,1,1,2,0,3
8,initial,0.0,0.0,1,1,2,0,3
1,initial,0.12202644074242255,-0.0007219606221094046,1,1,2,1,3
2,initial,0.10676252027213683,-0.01849692840535288,1,1,2,1,3
3,initial,0.08317693664313708,-0.07291236103402504,1,1,2,1,3
4,initial,0.04503901009001029,-0.0026641680196299363,1,1,2,1,3
5,initial,0.04033310507503387,0.022491985900583402,1,1,2,1,3
6,initial,0.09064498084088293,-0.01649253348708757,1,1,2,1,3
7,initial,0.09706272071779232,-0.08414133019551964,1,1,2,1,3
8,initial,0.11256194281900797,-0.017363068875972068,1,1,2,1,3
1,initial,0.0,0.0,1,1,2,0,4
2,initial,0.0,0.0,1,1,2,0,4
3,initial,0.0,0.0,1,1,2,0,4
4,initial,0.0,0.0,1,1,2,0,4
5,initial,0.0,0.0,1,1,2,0,4
6,initial,0.0,0.0,1,1,2,0,4
7,initial,0.0,0.0,1,1,2,0,4
8,initial,0.0,0.0,1,1,2,0,4
1,initial,0.041471070921652475,0.011813124049888105,1,1,2,1,4
2,initial,0.058234480050710996,0.01862156029965406,1,1,2,1,4
3,initial,0.06968212561986886,0.007101546326038842,1,1,2,1,4
4,initial,0.05212582966138253,-0.018961812828310446,1,1,2,1,4
5,initial,0.0784364352074193,0.016627506385709142,1,1,2,1,4
6,initial,0.08631186075334368,-0.009282707318759494,1,1,2,1,4
7,initial,0.10893772692923956,0.028661359947236446,1,1,2,1,4
8,initial,0.06411776390139533,5.1582279151477645e-5,1,1,2,1,4
1,initial,0.0,0.0,1,1,3,0,1
2,initial,0.0,0.0,1,1,3,0,1
3,initial,0.0,0.0,1,1,3,0,1
4,initial,0.0,0.0,1,1,3,0,1
5,initial,0.0,0.0,1,1,3,0,1
6,initial,0.0,0.0,1,1,3,0,1
