accuracy,epoch,grad_norm,margin,mean_1_1,mean_1_2,mean_2_1,mean_2_2,mean_3_1,mean_3_2,mean_4_1,mean_4_2,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.015246837563947402,-0.595243674602165,0.27791061647877824,-0.9740252384817243,-0.9892720760456717,-0.6664311654500518,0.9880470967526973,-0.9676541879799174,-0.9894414858362989,1.5148651913517102,0.0,normal,0.4976822258070733,0.04212368538911329,0.16285896481849013,0.05957228759155483
0.5,1,0.049523833078042354,0.001240326616266496,-0.5016989907647597,0.8033793373397929,-0.9680775473520835,-0.9880160319601949,-0.8253711169884067,0.9858514585294952,-0.9863097791628345,-0.987550105779101,1.6795975807741834,0.283635167407844,normal,0.49273213227752305,0.07668572839603749,0.1749713911277434,0.01980567741725523
0.75,250,0.02003010436240634,0.0007385758285266553,-0.988281996846095,0.9909365415346454,-0.9902822914679036,-0.9895437156393769,-0.9881853849740991,0.989205477504005,-0.9888221358156835,-0.9900644795022264,1.9789050688777035,0.10915182233103063,normal,0.009007506595208763,0.007116727865926303,0.0076327467322539035,0.007272171766296827
0.5,500,0.010574973984248833,0.00034585932317976464,-0.9914912724982733,0.989193563054128,-0.9895974522122097,-0.9860503001266867,-0.9872019012618028,0.9914541724898956,-0.9893583440645988,-0.989012484741419,1.9781670870570867,0.061014929623197385,normal,0.00823104919061632,0.007837326745477274,0.007988603454825782,0.008350686116778569
0.75,750,0.01083735854323865,0.0008664906440033482,-0.9900194659033905,0.9886062244890571,-0.9887950189940741,-0.9866090503357297,-0.9872190143267292,0.9904156985836201,-0.9881995964650094,-0.9890660871090128,1.9768482074361706,0.022594599474363097,normal,0.008412533580117948,0.00911145374970929,0.008378015368750238,0.009211430342149747
0.25,1000,0.013572237557104046,0.0012314267581660099,-0.9884232850485741,0.991005337971392,-0.98856984489021,-0.9909528084477557,-0.9906390818838297,0.9911771539036006,-0.9884996045483919,-0.9872681777902259,1.9795514245316115,0.042395191561553275,normal,0.008203251280848412,0.008685262194723247,0.007819218321052207,0.00916536714313609
0.25,1250,0.012126566473121804,9.513735039368143e-5,-0.9892600940091089,0.9884321245764198,-0.9884564710095315,-0.9899676561956352,-0.9900536962367723,0.9889470549290269,-0.9891409290488689,-0.9890457916984752,1.9785181610351412,0.02094998141432684,normal,0.009351322445752198,0.008486218493961962,0.007584747078893701,0.009358343915369332
0.25,1500,0.014534651616080843,0.0012802061455092772,-0.9899846706950326,0.9883776846444796,-0.9892085615638269,-0.9904887677093361,-0.9900355892893933,0.9896389584276413,-0.9888528730014449,-0.986907739316714,1.9789700742891358,0.036516477539674345,normal,0.006738394603387653,0.008887348767977045,0.007806456845732498,0.009465088741452328
0.5,1750,0.012715919932143703,0.0002362553638091125,-0.9885847156021705,0.9888956316720509,-0.9867055255968347,-0.9886687357814383,-0.9853402731638702,0.9892744447462073,-0.9873513578447123,-0.9875876132085214,1.9769005650668032,0.027609574804165964,normal,0.008310208099279395,0.008670094094519366,0.008828887773755883,0.008348613167151752
0.5,2000,0.014633977385443248,0.000762589750912368,-0.9905083225789408,0.9901559986590293,-0.9874874215552318,-0.9882500113061442,-0.9878906583846483,0.9883808650098239,-0.9868402084225576,-0.9894077117515729,1.9780083505199968,0.018365864839267533,normal,0.007955947007145718,0.009085178688577684,0.007127241876087804,0.007883451327690312
