epoch,mse,accuracy,grad_norm,response_norm,param_delta,ff_margin,ff_std,ft_margin,ft_std,tf_margin,tf_std,tt_margin,tt_std
0,1.066959724768787,0.25,0.0,0.0,0.0,0.0562136395696603,0.5961675265673125,0.011050346870005279,0.5884099727235894,-0.014812231878566173,0.5727885067042988,0.12376599906677099,0.5735442199137591
1,1.0656615040035873,0.25,1.9962646373874682,0.055277673173883816,0.14282843349369295,0.054766818495316505,0.5928271266261764,0.012802131716607379,0.595887219836,-0.012003007740096105,0.5770105943780297,0.13054909153309469,0.5738824417048907
100,0.8951986851250452,0.0,2.821634360161243,0.10880577456542855,2.0636948651544254,0.04014431494006088,0.5968520621220678,-0.003346551668135911,0.5861258968280141,-0.041429098832554745,0.5748567046337035,0.11150776845752719,0.5787118869481775
200,0.7907704557202168,0.0,3.2393407724758605,0.19334691428270354,3.4928612133932653,0.023186219423277143,0.569822109362797,-0.03706461372566039,0.5838849731808436,-0.04476689100565545,0.5578434259090845,0.11500188971982261,0.5614454581645839
300,0.730067432948815,0.0,4.522877032625716,0.2360731684718786,4.551495700405008,0.002577742412045003,0.566572924187488,-0.05139165338958984,0.5627452485477948,-0.060861129206444375,0.5562411810946927,0.08503073797614591,0.5527483458097476
400,0.6839637299552666,0.25,3.2633571177602176,0.23262443422914603,5.586107219669036,-0.01997509847362422,0.5512408789804748,-0.03719586609289116,0.543600221811323,-0.06564676957180415,0.5690082313195199,0.08769040860184296,0.5517249141613323
500,0.6716457699786957,0.25,4.634358770484001,0.2708400976378608,6.444555347263956,-0.0013172242879894158,0.5497850935712252,-0.05378850777130595,0.5462625704215022,-0.06838474831445607,0.5477475840206607,0.09063341580134188,0.5407429812310317
600,0.6492174446560419,0.25,4.553970889688373,0.28464158400153894,7.336039624093891,-0.014734957098906487,0.540355081711241,-0.05883696496043167,0.5438018732667504,-0.07359709283118743,0.545047049005358,0.0791058580536701,0.5416145061634181
700,0.6352658484114058,0.0,3.7664376041043144,0.26925325803550965,7.922103037939253,0.010324801996120736,0.5449442365384702,-0.02183980678442954,0.5320373454615863,-0.07352589704475465,0.5400603224475832,0.10108792169424219,0.5411032190593668
800,0.6173439474501352,0.25,3.9687855631534137,0.2976997730306088,8.072912471838894,-0.02483295750494041,0.5326156894121146,-0.04762253220471868,0.5283513709896037,-0.07500071836781586,0.5333864507208376,0.08014322190325773,0.5293726893684944
900,0.6127104763868022,0.25,3.915699829821496,0.2546487938975803,8.424428766860757,-0.010374860380655604,0.5281337268568707,-0.056012506362261294,0.5067036311906818,-0.06001102482059928,0.5222784971614876,0.08429326982984242,0.5135137882282561
1000,0.6066327816634995,0.25,4.535294483906715,0.27026801165074194,8.902872077351699,-0.05131151179775528,0.513465407134334,-0.06548470741610646,0.5154247903342175,-0.07219230882374894,0.5284418406220347,0.06759498269138997,0.5357163766715006
