accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,std_1,std_2,std_3,std_4,temperature
0.5,0,0.0,0.12171389135825565,-0.3707407647625697,-0.3754188102339322,0.2468045748103004,0.12171389135825565,1.0283223728174236,0.947014734371409,0.9461210727468011,0.9914242894719075,1.0125620529660786,0.028512870073318482
0.5,1,0.035883057175965925,0.12263215752846378,-0.49747411817210524,-0.6167000868411666,0.3723618374884611,0.12263215752846378,1.1301210142142533,0.8825301604146777,0.796622254503476,0.9475106729188986,1.0171387433640326,0.028512870073318482
0.5,300,0.029432747607913562,0.003919092488965305,-0.4936885629766504,-0.8667881258236465,0.24728477040407643,0.003919092488965305,1.3289207347765808,0.8846289707920395,0.49730310956776297,0.9895168563872829,1.0216847986460669,0.028512870073318482
0.5,600,0.03017106741634885,0.12302382409381528,-0.24619405867345723,-0.2504753973377428,0.24510044560163047,0.12302382409381528,0.9907419908098337,0.9885854816530574,0.9893780547749197,0.9867210858519351,1.0136741383655405,0.028512870073318482
0.5,900,0.0315891675191853,0.24780940345670474,-0.37140506142976165,-0.24780940345670474,0.24960553564090465,0.2491493494145125,1.018906463358643,0.9492472698187945,0.9897999773933175,0.9890803081422768,0.9919445164051958,0.028512870073318482
0.5,1200,0.024395461726063522,0.0038525933910296267,-0.37241646361899017,-0.12275442402952905,0.12458988149680864,0.0038525933910296267,0.8571253741625102,0.9463535217030217,1.0144510017364627,1.0138625236861594,1.0177836468361678,0.028512870073318482
0.5,1500,0.02680487965934524,0.12512305757721714,-0.49361074682975914,-0.12512305757721714,0.2478070276750678,0.2514668927531196,0.9135739054225962,0.8862310476717743,1.0166362982894834,0.9901299026321071,0.9905353209898294,0.028512870073318482
0.5,1800,0.022986870795324292,0.11944068929429899,-0.49419383172823467,-0.4951448223504079,0.2507446171930345,0.11944068929429899,1.0764572512939767,0.887857782387008,0.8861599806776869,0.9850897975603602,1.0137795448502422,0.028512870073318482
0.5,2100,0.06611258350128521,0.12757862450881402,-0.3710531655445387,-0.6158964351671783,0.24780952054030553,0.12757862450881402,1.2109798703991337,0.9511460373992063,0.7966633122900939,0.9888899936326724,1.0160910085254216,0.028512870073318482
0.5,2400,0.03325844232758601,0.0008778013870188242,-0.4955182535740644,-0.6171281471365645,0.12592465161679622,0.0008778013870188242,1.158842341174708,0.8837098288947375,0.7960123855877145,1.017757740153147,1.0210337079996485,0.028512870073318482
0.5,2700,0.041796639599294756,0.12374893353313925,-0.49825982419440856,-0.7434407962084917,0.24544776633952198,0.12374893353313925,1.2808724382101024,0.8869467594898596,0.6777565951242834,0.9900701960713737,1.0122268241465724,0.028512870073318482
0.5,3000,0.03363743190552886,0.12455384830223595,-0.49684060975542277,-0.7418191347885711,0.36963207378294544,0.12455384830223595,1.237272087610365,0.889310695829191,0.6750211708464424,0.9478565232217964,1.0146811993846836,0.028512870073318482
