timestamp,workers,threads,mode,batch,warmup_batches,hidden,output_replicas,batchsize,jobs,sweeps,relaxation,graph_states,graph_edges,run_seconds,run_cpu_threads,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm
2026-05-21T16:50:58,32,32,greedy,1,0,7840,4,32,32,25.0,197000,8664,12920320,15.6547727,NaN,32,188.0695,214.58395,271.0503
2026-05-21T16:51:13,32,32,greedy,2,0,7840,4,32,32,25.0,197000,8664,12920320,14.5693419,NaN,32,184.96005,211.00201,251.02373
