timestamp,hidden,contexts,threads,mode,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T18:17:42,784,16,32,scan,1000.0,824000,1608,1292032,0.8361015,1.0350925,0.9922245,1.0084919812500002,1.0294635,12.924085528588027
2026-05-21T18:17:45,784,16,32,cache,1000.0,824000,1608,1292032,0.3157819,0.7904358,0.4532303,0.6197143187499999,0.7903071,6.392056635086619
2026-05-21T18:17:50,784,32,32,scan,1000.0,824000,1608,1292032,0.8383865,3.4868907,3.2348419,3.37785956875,3.4867639,7.694066234998419
2026-05-21T18:17:55,784,32,32,cache,1000.0,824000,1608,1292032,0.3092758,3.0790332,2.5455667,2.978411259375,3.0786545,3.214264009884661
