timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,symmetry_error,grad_symmetry_error,attractor_samples,reward_mean,reward_std,best_accuracy,best_path,final_path
2026-06-09T11:37:43,0,0.0,0.2,52.32801,0.2,54.086018,1-0-0-2-1-1-0-3-1-1,0.48583895,0.0,1.5336232,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,ext/IsingLearning/experiments/MNIST/784-120-40-reinforce-minima-fixes/experiments/current/fixes_symmetry_smoke\best_checkpoint.bin,
2026-06-09T11:37:55,1,10.3514831,0.0,51.850807,0.3,49.14209,1-1-0-2-2-0-1-0-2-1,0.6892074,0.045508254,1.5336232,0.013399617,0.004548993,0.037287824,0.0,0.0,4,-0.41984782,0.07483139,0.3,ext/IsingLearning/experiments/MNIST/784-120-40-reinforce-minima-fixes/experiments/current/fixes_symmetry_smoke\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/784-120-40-reinforce-minima-fixes/experiments/current/fixes_symmetry_smoke\final_checkpoint.bin
