repeats,direct_median_spe,process_median_spe,process_over_bespoke_median,process_over_bespoke_mean
1,0.01878635625,0.01822046015625,0.9698772829483631,0.9698772829483631
3,0.017956240625,0.01808521484375,1.0074726558166591,1.0128376693073655
1,0.01784454453125,0.01818562578125,1.0191140350712053,1.0191140350712053
3,0.01796766953125,0.01815884375,1.009789379125388,1.0004173900671212
