accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9287674570395759
0.5,1,1.7133683427838393,1.8942464795181777
0.5078125,300,0.036248565911216994,1.0438813579767763
0.5,600,0.07581605012002138,1.0548351315229374
0.484375,900,0.04290229411800937,1.0230962024616175
0.484375,1200,0.022062151770328716,1.043526346851607
0.4921875,1500,0.03810748998380363,1.0256562673853744
0.5859375,1800,0.07844776904916942,0.9891369250725046
0.5078125,2100,0.04483230623287736,1.014861473955507
0.5703125,2400,0.05384190933649839,1.0149431125989354
0.5078125,2700,0.019032760968831716,1.0034293005422523
0.5078125,3000,0.03863527272656505,1.0147258633114566
