accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8254168443392649
0.5,1,1.0927632453179479,1.8277989729075235
0.5,150,0.5018549711770213,1.978845036912094
0.5,300,0.3241450144781799,1.9763183683092582
0.5,450,0.18016712410655936,1.9781340395537852
0.5,600,0.14508137647819722,1.9763892278868136
0.5,750,0.1826952839466603,1.977449556539833
0.5,900,0.17552139005749265,1.9788817692343872
0.5,1050,0.07061802578345835,1.9764821063780151
0.5,1200,0.08539398815413417,1.9773319489442394
0.5,1350,0.0773275281461853,1.9767043781627118
0.4921875,1500,0.04577851251510419,2.012462959034335
