accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8456101097525393
0.5,1,0.9397116717822823,1.797873449094515
0.5546875,150,0.021483914143253718,0.9598052117497455
0.4375,300,0.021228688410392386,1.0609370459129335
0.5625,450,0.019236060605928994,0.9857974833304818
0.546875,600,0.01744459165428884,1.0002537307053725
0.5234375,750,0.018940242629323454,0.9962424717716362
0.5546875,900,0.014164198066228921,0.996575734688699
0.515625,1050,0.016029494886624873,1.0265038232786574
0.609375,1200,0.01863644311711315,0.9842699998383275
0.4765625,1350,0.02047613082382837,1.021616604369632
0.53125,1500,0.007793254114466789,0.9941466501681008
