timestamp,hidden,contexts,threads,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T18:22:18,784,16,32,20000.0,16480000,1608,1292032,0.3334549,0.4895563,0.3948572,0.43288800000000005,0.4830773,10.898191689086628
2026-05-21T18:22:21,784,32,32,20000.0,16480000,1608,1292032,0.3443989,1.0129562,0.8249854,0.9126333062499999,1.012625,10.879803884906375
