timestamp,workers,threads,len,rounds,inner_ops,scalar_updates,nominal_ops,total_seconds,updates_per_second,nominal_gops_per_second,checksum
2026-05-21T23:30:22,1,32,1048576,200,1,209715200,838860800,0.1343752,1.5606689329578671e9,6.2426757318314685,1.048905874176988e8
2026-05-21T23:30:24,16,32,1048576,200,1,3355443200,13421772800,0.696682,4.816319640811733e9,19.265278563246934,1.6782493986831813e9
2026-05-21T23:30:27,32,32,1048576,200,1,6710886400,26843545600,2.6492792,2.5330989651826806e9,10.132395860730723,3.3564987973663626e9
