accuracy,epoch,grad_norm,margin,mean_1_1,mean_1_2,mean_2_1,mean_2_2,mean_3_1,mean_3_2,mean_4_1,mean_4_2,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.0978112468305542,0.20311738972868676,0.30092863655924096,-0.19990487783922994,-0.40683361105544,-0.1287819954842635,0.39928661751232897,-0.39150783801350814,-0.5029993935804393,1.0312439088750067,0.0,normal,0.873427808099376,0.8149956298706801,0.8129468485402969,0.7792069665669776
0.5,1,0.7112559836275846,0.149378491631876,-0.038243633274503294,0.1111348583573727,-0.14075922080202596,-0.4686764389014262,-0.12214836324721347,0.2225486703725371,-0.27950036209377993,-0.6116455240532118,1.0463587694984864,0.4662992558283053,normal,0.903822201549973,0.8285607560977327,0.8523839421447843,0.7711361847058138
0.75,100,0.5481935120545203,0.04996121232379744,0.08721594334206903,-0.15542924490369409,-0.17290283561822875,-0.2228640479420262,-0.18253523142286548,0.19411362226026302,0.09343013358930699,-0.46644560345995634,0.7687764264966042,0.4371256207659644,normal,0.8904952358336633,0.8802702273714249,0.8595656550770753,0.8478945298251364
1.0,200,0.4227747461914561,0.11129590223789963,0.11176516435423216,0.000469262116332525,-0.05294203415955327,0.09598968363839594,-0.257734982886478,0.16256382792385793,0.3041999713439271,-0.41239042346244537,0.6982165878366038,0.43305068150377424,normal,0.8524253655456079,0.8910449461586339,0.8592668087895049,0.8100369679627104
1.0,300,0.36490982247225295,0.31739827776194374,0.20455747148858802,-0.11284080627335574,-0.33491521688988257,0.27604058549301663,-0.28143145050970947,0.255706454904291,0.37348937589524556,-0.3872910782737965,0.5280595850278748,0.33159842478322965,normal,0.8687491514517953,0.8123031441097038,0.852854258945623,0.8000947876502958
1.0,400,0.4845243569742077,0.4448669821640694,0.4701348403078348,-0.4170205466093989,-0.39740856822759907,0.41688715369760293,-0.24939948029634787,0.19546750186772152,0.43170411839598855,-0.45022710469864013,0.3949554102357601,0.33031520990855334,normal,0.7717750719355903,0.7541610655581671,0.8602571530488231,0.7535766347152202
1.0,500,0.31133974079376253,0.5336128936200104,0.3099158127410734,-0.28823420575783004,-0.27090810718346353,0.2627047864365469,-0.4415184958609393,0.3833359365245051,0.5500792735176545,-0.5739638933761112,0.3917646916731947,0.421062865423076,normal,0.8288219551814908,0.8084560526133556,0.7755619920939217,0.656009259948728
1.0,600,0.35579522416837756,0.5187369366211124,0.2694620484200223,-0.24927488820109014,-0.3076563988781526,0.2870754664003513,-0.3417550704566722,0.30635326877359875,0.5056533812523687,-0.5408101818470398,0.4318176235474921,0.33245846113393474,normal,0.8304819340527927,0.8268621853150061,0.8266738114358627,0.6782178683437835
1.0,700,0.2958772730019598,0.5294959598795361,0.327034348817939,-0.33831918429189695,-0.44318577744852045,0.4235693978342858,-0.287278883877871,0.24221707600166514,0.6461394419495037,-0.6848783399911833,0.35496798643951666,0.32034088497264485,normal,0.8127288577775484,0.764300827606936,0.8171470156085133,0.5307151791146573
1.0,800,0.25381446168456845,0.5826505427575582,0.3120907717670246,-0.27055977099053363,-0.40355479152666834,0.3227707059481324,-0.42534180970217983,0.3836764892654373,0.5083418623714239,-0.5225106832694405,0.37493737935837707,0.27751241999053644,normal,0.8122814559116132,0.7605040778788986,0.7600971840226012,0.669042296897029
1.0,900,0.20101175583736064,0.5269038142382483,0.32299129318053393,-0.3270134686680421,-0.25241923660750165,0.27448457763074663,-0.4950971729604595,0.3923708355893191,0.5544049043039437,-0.5973055160460222,0.37266989865800165,0.3029249044635833,normal,0.8031215749811873,0.7941655633155374,0.699185032665477,0.6190684765542691
