timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,symmetry_error,grad_symmetry_error,best_accuracy,best_path,final_path
2026-06-09T15:45:50,0,0.0,missing,missing,0.2,66.362656,0-1-2-1-1-2-0-0-1-2,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0.0,0.0,0.2,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/diagnostic_full_3batches_20260609\best_checkpoint.bin,
2026-06-09T15:45:59,1,7.8634611,missing,missing,0.0,15.651525,1-2-0-2-3-0-1-1-0-0,0.82941085,0.08998802,2.471868,3.40827,0.5181264,2.2033355,0.0,0.0,0.2,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/diagnostic_full_3batches_20260609\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/diagnostic_full_3batches_20260609\final_checkpoint.bin
