timestamp,config_id,epoch,hidden,output_replicas,workers,train_limit,validation_limit,batchsize,free_sweeps,nudged_burnin_sweeps,nudged_interval_sweeps,nudged_samples,free_steps,burnin_steps,interval_steps,stepsize,beta,lr,target_scale,minit,temp,weight_scale,weight_decay,seconds,train_accuracy,train_mse,validation_accuracy,validation_mse,best_epoch,best_validation_mse,best_validation_accuracy,initial_graph_path,best_graph_path,final_graph_path
2026-05-20T02:33:19,3,2,120,4,15,512,128,64,200.0,50.0,25.0,1,32000,8000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.2376282,0.1015625,15.953617,0.109375,16.103273,1,15.395758628845215,0.1171875,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_3\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_3\best_graph.jld2,
2026-05-20T02:33:25,3,3,120,4,15,512,128,64,200.0,50.0,25.0,1,32000,8000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.2201712,0.0625,15.520727,0.125,15.534378,1,15.395758628845215,0.1171875,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_3\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_3\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_3\final_graph.jld2
2026-05-20T02:33:30,4,0,120,4,15,512,128,64,200.0,50.0,25.0,1,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,0.0,0.09375,27.369621,0.0390625,26.873417,0,26.873416900634766,0.0390625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\best_graph.jld2,
2026-05-20T02:33:36,4,1,120,4,15,512,128,64,200.0,50.0,25.0,1,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.2917959,0.0859375,14.384388,0.078125,14.206936,1,14.20693588256836,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\best_graph.jld2,
2026-05-20T02:33:42,4,2,120,4,15,512,128,64,200.0,50.0,25.0,1,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.2324053,0.0625,14.882765,0.09375,14.413097,1,14.20693588256836,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\best_graph.jld2,
2026-05-20T02:33:47,4,3,120,4,15,512,128,64,200.0,50.0,25.0,1,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.2376496,0.125,14.304537,0.1328125,14.143071,3,14.143071174621582,0.1328125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_4\final_graph.jld2
2026-05-20T02:33:55,5,0,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,0.0,0.0859375,18.564926,0.078125,18.944656,0,18.944656372070312,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\best_graph.jld2,
2026-05-20T02:34:01,5,1,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,2.0243624,0.078125,16.609028,0.078125,16.610474,1,16.6104736328125,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\best_graph.jld2,
2026-05-20T02:34:07,5,2,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,1.4655489,0.1171875,16.700344,0.1171875,16.85777,1,16.6104736328125,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\best_graph.jld2,
2026-05-20T02:34:13,5,3,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,1.4461572,0.140625,15.714249,0.125,15.758616,3,15.75861644744873,0.125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_5\final_graph.jld2
2026-05-20T02:34:19,6,0,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,0.0,0.1328125,27.21416,0.1015625,27.614958,0,27.614957809448242,0.1015625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\best_graph.jld2,
2026-05-20T02:34:24,6,1,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.4710037,0.1640625,14.657158,0.09375,14.964677,1,14.964676856994629,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\best_graph.jld2,
2026-05-20T02:34:30,6,2,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.4856588,0.1484375,15.555809,0.1328125,15.63371,1,14.964676856994629,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\best_graph.jld2,
2026-05-20T02:34:36,6,3,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.6221312,0.1015625,15.693776,0.1484375,15.8057785,1,14.964676856994629,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_6\final_graph.jld2
2026-05-20T02:34:44,7,0,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,0.0,0.09375,19.197416,0.0859375,19.150923,0,19.150922775268555,0.0859375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\best_graph.jld2,
2026-05-20T02:34:50,7,1,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,2.0725817,0.0703125,14.733358,0.140625,14.561948,1,14.5619478225708,0.140625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\best_graph.jld2,
2026-05-20T02:34:56,7,2,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.4719235,0.109375,15.0227585,0.0546875,14.912252,1,14.5619478225708,0.140625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\best_graph.jld2,
2026-05-20T02:35:02,7,3,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.462826,0.0625,14.578324,0.0703125,14.544769,3,14.544769287109375,0.0703125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_7\final_graph.jld2
2026-05-20T02:35:07,8,0,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,0.0,0.1015625,27.037838,0.125,27.851583,0,27.85158348083496,0.125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\best_graph.jld2,
2026-05-20T02:35:13,8,1,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.5903354,0.1171875,14.708133,0.1171875,14.892616,1,14.892616271972656,0.1171875,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\best_graph.jld2,
2026-05-20T02:35:19,8,2,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.5458707,0.0390625,15.54772,0.0546875,15.311125,1,14.892616271972656,0.1171875,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\best_graph.jld2,
2026-05-20T02:35:25,8,3,120,4,15,512,128,64,200.0,50.0,25.0,3,32000,8000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.4739441,0.125,14.254542,0.0703125,14.63192,3,14.631919860839844,0.0703125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_8\final_graph.jld2
2026-05-20T02:35:32,9,0,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,0.0,0.109375,18.890041,0.125,19.186998,0,19.18699836730957,0.125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\best_graph.jld2,
2026-05-20T02:35:39,9,1,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,2.0880881,0.109375,16.997555,0.078125,16.701912,1,16.70191192626953,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\best_graph.jld2,
2026-05-20T02:35:45,9,2,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,1.3959196,0.1015625,17.968046,0.078125,17.017275,1,16.70191192626953,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\best_graph.jld2,
2026-05-20T02:35:51,9,3,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,1.4025345,0.109375,16.185581,0.109375,16.657206,3,16.65720558166504,0.109375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_9\final_graph.jld2
2026-05-20T02:35:56,10,0,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,0.0,0.1328125,26.093962,0.1015625,26.275766,0,26.275766372680664,0.1015625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\best_graph.jld2,
2026-05-20T02:36:02,10,1,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.4323305,0.1328125,15.017158,0.0625,14.943979,1,14.943979263305664,0.0625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\best_graph.jld2,
2026-05-20T02:36:08,10,2,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.4614296,0.078125,15.545515,0.078125,15.516449,1,14.943979263305664,0.0625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\best_graph.jld2,
2026-05-20T02:36:14,10,3,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.5075292,0.1484375,15.306413,0.109375,15.527785,1,14.943979263305664,0.0625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_10\final_graph.jld2
2026-05-20T02:36:21,11,0,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,0.0,0.1171875,18.979532,0.109375,18.841356,0,18.84135627746582,0.109375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\best_graph.jld2,
2026-05-20T02:36:27,11,1,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,2.1036724,0.1015625,15.93148,0.0859375,15.940929,1,15.940929412841797,0.0859375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\best_graph.jld2,
2026-05-20T02:36:33,11,2,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.4019794,0.0703125,15.0153055,0.078125,14.536888,2,14.536888122558594,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\best_graph.jld2,
2026-05-20T02:36:39,11,3,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.3992491,0.125,14.456872,0.1484375,14.748336,2,14.536888122558594,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_11\final_graph.jld2
2026-05-20T02:36:45,12,0,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,0.0,0.1328125,28.149237,0.0703125,27.915218,0,27.915218353271484,0.0703125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\best_graph.jld2,
2026-05-20T02:36:50,12,1,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.4028659,0.0859375,14.86636,0.078125,14.681081,1,14.68108081817627,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\best_graph.jld2,
2026-05-20T02:36:56,12,2,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.4546768,0.0859375,14.628351,0.078125,14.500237,2,14.500237464904785,0.078125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\best_graph.jld2,
2026-05-20T02:37:02,12,3,120,4,15,512,128,64,200.0,100.0,25.0,1,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.4254788,0.0625,14.617137,0.1015625,13.95056,3,13.950559616088867,0.1015625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_12\final_graph.jld2
2026-05-20T02:37:10,13,0,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,0.0,0.0859375,19.243654,0.09375,19.335165,0,19.33516502380371,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\best_graph.jld2,
2026-05-20T02:37:16,13,1,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,2.3324026,0.078125,17.267225,0.09375,16.890429,1,16.89042854309082,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\best_graph.jld2,
2026-05-20T02:37:22,13,2,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,1.6325648,0.1171875,17.179977,0.09375,17.124023,1,16.89042854309082,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\best_graph.jld2,
2026-05-20T02:37:28,13,3,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.2,1,0.001,0.005,0.0001,1.6422609,0.0703125,17.36945,0.09375,17.478064,1,16.89042854309082,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_13\final_graph.jld2
