config,phase,step,q,residual_rms,residual_max,meanabs,frac_09,step_delta,energy,free_score,score,target,score_error,stepsize
eta=0.05,minus,2000,0.97207655866,0.0287453129354,0.0756910918177,0.978656532371,1,0.0197879606667,-10.5938509255,-0.000429959409082,-0.0061546351796,0,0.992817721234,0.05
eta=0.05,minus,2250,0.974869037993,0.0257928737944,0.0635103297805,0.980118050065,1,0.017455859486,-10.6279551714,-0.000429959409082,-0.000257757484706,0,1.00126450863,0.05
eta=0.05,minus,2500,0.975565815784,0.0250784070734,0.0625356376724,0.98044605477,1,0.0181734650414,-10.6615229104,-0.000429959409082,0.00307920618007,0,0.987638129405,0.05
eta=0.05,minus,2750,0.973707588082,0.0270346036543,0.0680370819091,0.979615458251,1,0.0198117768987,-10.6188629719,-0.000429959409082,-0.00730153187269,0,0.98891623354,0.05
eta=0.05,minus,3000,0.975944782541,0.0246502693299,0.0568071203727,0.98056215711,1,0.0185698408853,-10.6574192554,-0.000429959409082,-0.00608284346864,0,0.990549462672,0.05
eta=0.05,plus,0,0.994285487306,0.00574789457663,0.0150218178952,0.99559981551,1,0,-10.9669724862,-0.000429959409082,-0.000429959409082,0,0.998509171536,0.05
eta=0.05,plus,250,0.973457393937,0.0273146505977,0.0653364419014,0.979519033,1,0.024420641304,-10.6037221532,-0.000429959409082,0.00474284150026,0,1.01032950575,0.05
eta=0.05,plus,500,0.969591150064,0.0313740337817,0.080981718586,0.97642313809,1,0.018799838996,-10.5027211554,-0.000429959409082,-0.00534829907376,0,1.00224366725,0.05
eta=0.05,plus,750,0.973840632716,0.0269017947438,0.0646053991544,0.980748103483,1,0.0197847617033,-10.623257709,-0.000429959409082,0.0225362119826,0,1.0068188011,0.05
eta=0.05,plus,1000,0.972466372292,0.0283196465076,0.0761842126813,0.979527657016,1,0.0190371517973,-10.5849598245,-0.000429959409082,0.0129232544605,0,0.999658708817,0.05
eta=0.05,plus,1250,0.974055344174,0.0266505860258,0.0724066746184,0.980933755739,1,0.0169283915783,-10.6300140746,-0.000429959409082,0.0144615908045,0,0.999438318667,0.05
eta=0.05,plus,1500,0.972728347208,0.0280477894631,0.0715774051871,0.979957078872,1,0.0207120746441,-10.589410418,-0.000429959409082,0.00168410026997,0,1.00688261688,0.05
eta=0.05,plus,1750,0.974070940713,0.0266299057617,0.0612478478849,0.979502064195,1,0.0181625520841,-10.6161469496,-0.000429959409082,-0.0126318664903,0,0.993248599155,0.05
eta=0.05,plus,2000,0.972258197446,0.028553865854,0.0756820255138,0.978773500339,1,0.0197010248467,-10.5948514843,-0.000429959409082,-0.00555279402937,0,0.995042711322,0.05
eta=0.05,plus,2250,0.975094762415,0.0255575981528,0.0621478218045,0.980166118649,1,0.0171675094508,-10.6298542552,-0.000429959409082,-0.00139330817016,0,1.00248634738,0.05
eta=0.05,plus,2500,0.975839036336,0.0247907759496,0.0614894178112,0.980654008842,1,0.0180401492506,-10.6654683247,-0.000429959409082,0.00141680988868,0,0.9897601255,0.05
eta=0.05,plus,2750,0.973747326536,0.0269924984891,0.0678967575812,0.979553241446,1,0.0195640779915,-10.619226206,-0.000429959409082,-0.00684207552378,0,0.989364497851,0.05
eta=0.05,plus,3000,0.976009797193,0.0245818875008,0.0568495982317,0.980503894279,1,0.0185504374034,-10.6575515619,-0.000429959409082,-0.00569195730562,0,0.991214952853,0.05
eta=0.12->0.01@1500,minus,0,0.994285487306,0.00574789457663,0.0150218178952,0.99559981551,1,0,-10.9669724862,-0.000429959409082,-0.000429959409082,0,0.998509171536,0.12
eta=0.12->0.01@1500,minus,250,0.953602436997,0.0488268795742,0.131408489715,0.964578864162,0.925,0.0466284957409,-10.2685626445,-0.000429959409082,-0.00166311251012,0,1.01266658563,0.0863888888889
eta=0.12->0.01@1500,minus,500,0.963868598649,0.0375140143281,0.0979796069339,0.971638577158,0.975,0.0325683217605,-10.4066112648,-0.000429959409082,-0.00319792630279,0,0.995300940851,0.0588888888889
eta=0.12->0.01@1500,minus,750,0.979205327345,0.0212620103863,0.0549366827469,0.98439474401,1,0.0247021222496,-10.7179257093,-0.000429959409082,0.0177045777751,0,1.00438476778,0.0375
eta=0.12->0.01@1500,minus,1000,0.988126361432,0.0120194219003,0.0317149952501,0.990330627286,1,0.0158825129587,-10.8666512101,-0.000429959409082,0.00601369026148,0,0.999078659921,0.0222222222222
eta=0.12->0.01@1500,minus,1250,0.992122660785,0.00794040215238,0.0204662176075,0.993370272568,1,0.00809870888328,-10.9342425717,-0.000429959409082,0.00281374748598,0,0.998378624254,0.0130555555556
eta=0.12->0.01@1500,minus,1500,0.994127467772,0.00590802981059,0.0152182338917,0.995113649826,1,0.00547729751041,-10.9608756492,-0.000429959409082,0.00140882852999,0,1.00041451486,0.01
eta=0.12->0.01@1500,minus,1750,0.994649414108,0.00538012136344,0.0121478623597,0.995160276811,1,0.00383762150076,-10.9740172662,-0.000429959409082,-0.00274696018326,0,0.999955972387,0.01
eta=0.12->0.01@1500,minus,2000,0.994156980837,0.00587809989578,0.0155038629007,0.994946642465,1,0.00431180436305,-10.9665316233,-0.000429959409082,-0.00142175530189,0,1.00045384272,0.01
eta=0.12->0.01@1500,minus,2250,0.994003786293,0.00603271733171,0.0150639454395,0.994823522533,1,0.00426350408852,-10.9579195192,-0.000429959409082,0.000549589355076,0,1.00055635925,0.01
eta=0.12->0.01@1500,minus,2500,0.994438676719,0.00559310302481,0.0139353469592,0.995017893899,1,0.00373716813741,-10.9697584196,-0.000429959409082,0.00078291838978,0,0.999124025463,0.01
eta=0.12->0.01@1500,minus,2750,0.994507134605,0.00552352898883,0.0141961618188,0.995246676372,1,0.00407674221038,-10.9686843749,-0.000429959409082,-0.00100354791237,0,0.997197342587,0.01
eta=0.12->0.01@1500,minus,3000,0.99433811207,0.0056949283923,0.0139913250911,0.995318994663,1,0.00484764041127,-10.9705242401,-0.000429959409082,-0.000215743802474,0,0.999191262167,0.01
eta=0.12->0.01@1500,plus,0,0.994285487306,0.00574789457663,0.0150218178952,0.99559981551,1,0,-10.9669724862,-0.000429959409082,-0.000429959409082,0,0.998509171536,0.12
eta=0.12->0.01@1500,plus,250,0.953401385987,0.0490544016384,0.133922820811,0.964498468568,0.925,0.0470980474332,-10.265287926,-0.000429959409082,0.000682607784881,0,1.01629190605,0.0863888888889
eta=0.12->0.01@1500,plus,500,0.964011293529,0.0373597910948,0.0977994280458,0.971622751323,0.975,0.0326010975822,-10.408201785,-0.000429959409082,-0.0050444676425,0,0.997536565923,0.0588888888889
eta=0.12->0.01@1500,plus,750,0.979125397505,0.0213439092526,0.0556538582916,0.984216169133,1,0.0245159384974,-10.716068971,-0.000429959409082,0.0173165629859,0,1.00576285392,0.0375
eta=0.12->0.01@1500,plus,1000,0.988188357378,0.0119562112586,0.032027023488,0.990210049702,1,0.0158487885524,-10.8664872844,-0.000429959409082,0.00586047230536,0,0.999933033876,0.0222222222222
eta=0.12->0.01@1500,plus,1250,0.992108528409,0.00795486068044,0.0203693096031,0.993249355204,1,0.00808594412104,-10.933737775,-0.000429959409082,0.00268687779516,0,0.998619944094,0.0130555555556
eta=0.12->0.01@1500,plus,1500,0.994116733736,0.00591883510988,0.0154008372643,0.994994058372,1,0.00548829260602,-10.9604943566,-0.000429959409082,0.00119833488907,0,1.00076913663,0.01
eta=0.12->0.01@1500,plus,1750,0.994688172373,0.0053410074299,0.0117420505743,0.995051837506,1,0.0038053791092,-10.9743385262,-0.000429959409082,-0.0025102585188,0,1.00001101725,0.01
eta=0.12->0.01@1500,plus,2000,0.994180591338,0.00585426829389,0.0155922534266,0.994874056413,1,0.00432586269995,-10.9670209558,-0.000429959409082,-0.00162392455883,0,1.00073075133,0.01
eta=0.12->0.01@1500,plus,2250,0.994076578229,0.00595907798635,0.0147189759867,0.994741439414,1,0.00424598839506,-10.9590910094,-0.000429959409082,0.00046917675,0,1.00077037973,0.01
eta=0.12->0.01@1500,plus,2500,0.994473934566,0.0055574719982,0.0137235838481,0.994919131117,1,0.00372927489562,-10.9701345671,-0.000429959409082,0.000585408617819,0,0.999461375043,0.01
eta=0.12->0.01@1500,plus,2750,0.994518446888,0.00551208733636,0.0142367085963,0.995136506097,1,0.00408170268844,-10.968952457,-0.000429959409082,-0.000954075012506,0,0.997231648926,0.01
eta=0.12->0.01@1500,plus,3000,0.994335327172,0.00569770068929,0.0140012964635,0.995196353749,1,0.00488076501372,-10.9706000275,-0.000429959409082,2.12475650246e-05,0,0.999459025068,0.01
eta=0.12->0.01@3000,minus,0,0.994285487306,0.00574789457663,0.0150218178952,0.99559981551,1,0,-10.9669724862,-0.000429959409082,-0.000429959409082,0,0.998509171536,0.12
eta=0.12->0.01@3000,minus,250,0.946553540501,0.0566824712875,0.149665376708,0.958741087323,0.8875,0.0544648124665,-10.1480556482,-0.000429959409082,-0.00308374108057,0,1.01613043507,0.102430555556
eta=0.12->0.01@3000,minus,500,0.948475247178,0.0543870364825,0.143157276052,0.959039245281,0.9,0.0401757742387,-10.1136324466,-0.000429959409082,-0.000973631667203,0,0.99266218145,0.0863888888889
eta=0.12->0.01@3000,minus,750,0.960326730603,0.0413944777952,0.105763766614,0.969761627466,0.9375,0.0321059883445,-10.3938827203,-0.000429959409082,0.0347009789018,0,1.00845363293,0.071875
eta=0.12->0.01@3000,minus,1000,0.968712251715,0.0323098266028,0.0848493137309,0.975186024871,0.975,0.0277906972127,-10.5368824632,-0.000429959409082,0.0160484836649,0,0.996565632579,0.0588888888889
eta=0.12->0.01@3000,minus,1250,0.973991576483,0.0267163636386,0.0783202281113,0.979843760455,0.9875,0.0207541640236,-10.6348904005,-0.000429959409082,0.0122541097937,0,0.997523272423,0.0474305555556
eta=0.12->0.01@3000,minus,1500,0.9787849038,0.0216813801602,0.0580724059095,0.983454892355,1,0.0193890394038,-10.6976330582,-0.000429959409082,0.000550799183387,0,1.00422699342,0.0375
eta=0.12->0.01@3000,minus,1750,0.983692270114,0.0165800374288,0.0428700234007,0.986329800628,0.9875,0.0133699586254,-10.7836883137,-0.000429959409082,-0.00776886776547,0,0.995694156241,0.0290972222222
eta=0.12->0.01@3000,minus,2000,0.986750667545,0.0134311205685,0.0378365497683,0.989242624905,1,0.0114982444266,-10.8441149572,-0.000429959409082,-0.00437632737182,0,0.997831884994,0.0222222222222
eta=0.12->0.01@3000,minus,2250,0.990505570167,0.00958650675025,0.024523176803,0.991698924715,0.9875,0.00867485815236,-10.9019249616,-0.000429959409082,-0.000763595034818,0,0.999659341183,0.016875
eta=0.12->0.01@3000,minus,2500,0.992759506658,0.00729475510737,0.0190646407602,0.993245905763,0.9875,0.0064528960662,-10.9423364836,-0.000429959409082,0.00156800359119,0,0.998330851189,0.0130555555556
eta=0.12->0.01@3000,minus,2750,0.99434257522,0.00569014130178,0.0141602580339,0.994482591522,0.9875,0.00495588639774,-10.9660804522,-0.000429959409082,-0.00126193427645,0,0.996868699931,0.0107638888889
eta=0.12->0.01@3000,minus,3000,0.994279070219,0.00575466781061,0.0143813403145,0.994750660618,1,0.00492108858884,-10.9696106532,-0.000429959409082,-0.000114818898832,0,0.999216529024,0.01
eta=0.12->0.01@3000,plus,0,0.994285487306,0.00574789457663,0.0150218178952,0.99559981551,1,0,-10.9669724862,-0.000429959409082,-0.000429959409082,0,0.998509171536,0.12
eta=0.12->0.01@3000,plus,250,0.946560780644,0.0566717198154,0.150231229653,0.958614297018,0.9,0.0547267245443,-10.1454851249,-0.000429959409082,-0.000288155424101,0,1.01974308581,0.102430555556
eta=0.12->0.01@3000,plus,500,0.948529452519,0.0543258860461,0.143273612729,0.958967200445,0.9,0.0399670402164,-10.1134524206,-0.000429959409082,-0.00372225509351,0,0.99646240379,0.0863888888889
eta=0.12->0.01@3000,plus,750,0.960223617983,0.0414986376276,0.106827763938,0.969654834108,0.95,0.0325193268537,-10.3949220726,-0.000429959409082,0.0346801134039,0,1.01076824933,0.071875
eta=0.12->0.01@3000,plus,1000,0.968694376189,0.0323299610811,0.0865568678967,0.974990552387,0.9625,0.0278465364384,-10.5359850103,-0.000429959409082,0.0154643784401,0,0.999326362372,0.0588888888889
eta=0.12->0.01@3000,plus,1250,0.974160582789,0.0265406648256,0.0767207471521,0.979687517332,0.9875,0.0208623691119,-10.6360129624,-0.000429959409082,0.0127825782112,0,0.99946521076,0.0474305555556
eta=0.12->0.01@3000,plus,1500,0.978756691182,0.0217105515378,0.058453323354,0.983197401736,0.9875,0.0192651037175,-10.6975835547,-0.000429959409082,0.000632117367985,0,1.00424045779,0.0375
eta=0.12->0.01@3000,plus,1750,0.983703279511,0.0165686587861,0.0430489988968,0.986133681009,0.9875,0.0133213462906,-10.7844397417,-0.000429959409082,-0.00780918285344,0,0.996465073964,0.0290972222222
eta=0.12->0.01@3000,plus,2000,0.986796344117,0.0133841622393,0.0377985096029,0.989036699267,1,0.011465156709,-10.8441005512,-0.000429959409082,-0.00407217618232,0,0.998629537392,0.0222222222222
eta=0.12->0.01@3000,plus,2250,0.990497277816,0.00959485685788,0.0246763974737,0.991484264108,0.9875,0.00865570633556,-10.9017080436,-0.000429959409082,-0.000780591740093,0,0.999875950314,0.016875
eta=0.12->0.01@3000,plus,2500,0.992803114774,0.00725063279322,0.0187931543655,0.993061781494,0.9875,0.00649175336171,-10.9428018409,-0.000429959409082,0.00137031757478,0,0.999283294145,0.0130555555556
eta=0.12->0.01@3000,plus,2750,0.994366281221,0.00566615183658,0.014161980491,0.99426774517,0.9875,0.00499775640608,-10.9662969111,-0.000429959409082,-0.00109641950024,0,0.997015333202,0.0107638888889
eta=0.12->0.01@3000,plus,3000,0.994300437422,0.0057329722925,0.0143695688349,0.994545081693,0.9875,0.00490089877475,-10.9701048827,-0.000429959409082,-3.01495493228e-05,0,0.999523789864,0.01
