accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8461004070632876
0.5,1,0.11163630131620324,1.8360980443418968
0.5,300,0.013321901112630416,1.9830806363541016
0.5,600,0.01379305302563852,1.982750090617634
0.5,900,0.021582268352813943,1.9834685429379357
0.5,1200,0.01800421534745335,1.984264158475208
0.5078125,1500,0.016818711829431787,1.9835860024570495
0.46875,1800,0.02190118986229698,1.9839933760954904
0.5078125,2100,0.015148144561591676,1.9837981477292705
0.4921875,2400,0.013343479929744717,1.9836936960227423
0.5,2700,0.02258244369521177,1.98419842242344
0.4296875,3000,0.014860377290674999,1.9859026423752402
