timestamp,workers,batch,hidden,batchsize,jobs,minit,sweeps,relaxation,graph_states,graph_edges,param_bytes_per_graph,synced_graphs,build_graph_seconds,build_graph_cpu_threads,build_layer_seconds,build_layer_cpu_threads,build_trainer_seconds,build_trainer_cpu_threads,load_seconds,load_cpu_threads,job_build_seconds,job_build_cpu_threads,write_state_seconds,write_state_cpu_threads,reset_worker_seconds,reset_worker_cpu_threads,apply_input_target_seconds,apply_input_target_cpu_threads,reset_buffers_seconds,reset_buffers_cpu_threads,manager_run_seconds,manager_run_cpu_threads,collect_gradient_seconds,collect_gradient_cpu_threads,optimiser_seconds,optimiser_cpu_threads,serial_sync_seconds,serial_sync_cpu_threads,striped_sync_seconds,striped_sync_cpu_threads,striped_sync_error,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm,gradient_norm
2026-05-19T11:22:16,16,1,7840,1,1,1,0.0,1,8634,12449920,49834216,18,3.3744041,1.9633096107250463,0.01251,NaN,23.1136292,1.459501435629157,1.3003554,2.9799545570387913,1.1e-6,NaN,0.1293537,5.073299024303132,0.564677,4.897711435032771,0.3150891,0.9421938112108607,0.0536144,6.120090871109254,5.9000494,1.8246669256701478,0.3050917,2.5607055190291965,0.6130601,1.7840828329881524,0.0452878,1.0350469662911423,2.2700947,9.236949454135107,0.0,1,0.0,0.1679659,2.6874545,13.437272
