accuracy,epoch,grad_norm,mse
0.578125,0,0.0,1.5510407073941652
0.5078125,1,0.15110809400452457,1.7695266335235635
0.4765625,500,0.1521052538707866,1.8996676027957504
0.5703125,1000,0.13654036030812824,1.7271514428566135
0.5234375,1500,0.12165572924796665,1.8051765226409915
0.5390625,2000,0.09844536247875733,1.6596818097884622
0.4921875,2500,0.1412403039873202,1.9216411760863947
0.5234375,3000,0.08379006768881782,1.8100142447352892
0.5546875,3500,0.1369010180287285,1.7379018162947815
0.5390625,4000,0.17033419423648072,1.7427756253209452
