name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale
4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.8755499142500553,0.515625,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003944/01_4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,0.5,0.001,4,1000,1000,2,0.4,0.2,0.4,0.1
4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7203688617442625,0.546875,2400,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003944/02_4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,0.5,0.001,4,1000,1000,2,0.4,0.2,0.4,0.25
4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.7285767477544571,0.5625,4000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003944/03_4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.001_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,0.5,0.001,4,1000,1000,2,0.4,0.2,0.4,0.5
4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.664324452413099,0.578125,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003944/04_4x4_nn5_out4_T0.0015_eta0.12_b0.5_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,0.5,0.0005,4,1000,1000,2,0.4,0.2,0.4,1.0
4x4_nn5_out4_T0.0015_eta0.12_b1.0_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.4,1.818458423442511,0.53125,2400,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_003944/05_4x4_nn5_out4_T0.0015_eta0.12_b1.0_lr0.0005_m4_f1000_n1000_is0.4_hs0.2_os0.4,4,4,5,0.0015,0.12,1.0,0.0005,4,1000,1000,2,0.4,0.2,0.4,0.5
