accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.848216889022057
0.5,1,0.1989726096742007,1.8129960158628713
0.5,300,0.06532364715685257,1.6456233636157596
0.5,600,0.08154991731195677,1.8803118460460257
0.4609375,900,0.040122574467849996,1.9284281449599672
0.484375,1200,0.03674286598548591,1.9329696105976497
0.5078125,1500,0.030164214234977237,1.7255514915063819
0.46875,1800,0.031360445818536545,1.984338926894659
0.484375,2100,0.04374043815888294,1.9835342687009176
0.4375,2400,0.027871505808586897,1.9856145517761232
0.4375,2700,0.04175571338119621,1.7164663271995833
0.53125,3000,0.03902878031889932,1.7436069703894395
