accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.023631398032924147,-0.8257052732510214,-0.12537042581965374,0.023631398032924147,0.23828536990927424,0.9458708878301251,0.0,T010_s020_b02_lr003,0.21479609500089095,0.7179310330009655,0.8205827245728549,0.7874413822706192
0.5,1,1.3976283550004935,0.0772832262836361,-0.8555523692111506,-0.0772832262836361,0.15421483495606586,0.3221095589159466,0.9111826247144763,0.31234486860775673,T010_s020_b02_lr003,0.2510201316154289,0.8821849066588524,0.906797197358617,0.8053189049516158
0.75,25,1.0693569759491908,0.20971304552823475,-0.4658711045729574,0.20971304552823475,0.491035781342819,0.3775434050067562,0.7666293889723235,0.3113877190283058,T010_s020_b02_lr003,0.5356217210893724,0.5333929300404082,0.5120549698432237,0.7476272161017226
0.75,50,1.026881434352703,0.2984986583674244,-0.5256088233555197,0.6050594758274374,0.2984986583674244,0.7342677692332915,0.9702034584563884,0.26021221561393587,T010_s020_b02_lr003,0.6214713477789792,0.448347428303697,0.7128188304713994,0.3742672944686481
0.75,75,0.7117537488799228,0.2343522885187398,-0.8354478646913286,0.3322844993372519,0.2343522885187398,0.7989386047397622,1.0738294791948704,0.44199567409144186,T010_s020_b02_lr003,0.31681323725628874,0.7865353193576907,0.8117686632032659,0.29225248741671284
0.75,100,1.1142136916250596,0.48447700994693255,-0.7630020747522317,0.627545624353123,0.48447700994693255,0.782239515606136,0.9092579806928754,0.47815390396748586,T010_s020_b02_lr003,0.45320344166837107,0.4505594377461627,0.700861262684058,0.31529060841254686
0.75,125,0.1824067581965818,0.6808012433913537,-0.7489159958751089,0.7166639382756788,0.6808012433913537,0.9350801319575108,0.99743636607951,0.46124224189265645,T010_s020_b02_lr003,0.42258732259227505,0.6854090286030917,0.6543637413438352,0.05456817948253531
0.75,150,0.37481910784507416,0.6493538430863969,-0.9227867343669323,0.6735529949022596,0.6493538430863969,0.9039473143807868,0.9651244097057742,0.4695001987277698,T010_s020_b02_lr003,0.03809494214264609,0.6580016179617912,0.6000330502129877,0.06577089281556477
0.75,175,0.5254051440644905,0.5392870583423932,-0.8708020191463831,0.8195899139512139,0.5392870583423932,0.9308987702443309,0.9974665982366642,0.4722763795434757,T010_s020_b02_lr003,0.18451991757776337,0.4029907805416837,0.7640879583703482,0.07182682823502234
0.75,200,0.5513213342370875,0.4900838160391017,-0.7830970778151464,0.7115825568491176,0.4900838160391017,0.935453979255875,1.0340570299121667,0.47440515141616846,T010_s020_b02_lr003,0.4034289123997722,0.678112919361893,0.8398997168855491,0.057948806277003696
0.5,0,0.0,0.05436629522535539,-0.7914693075269064,-0.3914258384533016,0.05436629522535539,0.2697788406952256,1.121528080375478,0.0,T020_s020_b02_lr003,0.2954255403593678,0.6623974683853512,0.8054781560002128,0.7718799599718288
0.25,1,1.5926609903367313,0.0028229413768815492,-0.6144635615781849,-0.26241148697632577,-0.0028229413768815492,0.4144292095823847,1.1871462371180963,0.38691697241848444,T020_s020_b02_lr003,0.6096724559901777,0.6559045294455733,0.7326050989346967,0.768075640982332
0.5,25,1.5731174455619148,0.08690681074808543,-0.5296478534717726,-0.08690681074808543,0.44811802223817354,0.3467870318363195,0.8802516458737686,0.412873697192576,T020_s020_b02_lr003,0.40914381496583724,0.5809753939733255,0.6885479280324162,0.7739682476711089
