timestamp,mode,threads,workers,sample_idx,sweeps,beta,temp,stepsize,relaxation_steps,examples,seconds,seconds_per_example,examples_per_second
2026-06-04T21:27:58,serial_process_inline,1,1,3,500.0,5.0,0.001,0.5,80000,1,0.0199551,0.0199551,50.112502568265754
2026-06-04T21:27:59,serial_process_inline,1,1,4,500.0,5.0,0.001,0.5,80000,1,0.0209095,0.0209095,47.825151247040814
2026-06-04T21:27:59,serial_process_inline,1,1,5,500.0,5.0,0.001,0.5,80000,1,0.019838,0.019838,50.40830728904123
2026-06-04T21:27:59,serial_process_inline,1,1,6,500.0,5.0,0.001,0.5,80000,1,0.0232234,0.0232234,43.06001705176675
2026-06-04T21:28:08,one_worker_manager_chunk,1,1,0,500.0,5.0,0.001,0.5,80000,128,4.2531138,0.0332274515625,30.095597253946035
