name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,validation_temp,stepsize,beta,lr,weight_decay,gradient_mode,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale,nudged_temp_factor,nudged_temp_floor_factor,nudged_temp_warm_fraction
4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.3543416407659767,0.5,300,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_165329/01_4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0005,0.1,1.0,0.005,0.001,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.0028816595681358,0.5546875,2700,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_165329/02_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0002,0.1,1.0,0.005,0.001,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0001_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.9239437814251479,0.6015625,600,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_165329/03_4x4_nn5_out2_T0.001_Tv0.0001_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0001,0.1,1.0,0.005,0.001,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.003_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.5163871225266479,0.5,3000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_165329/04_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.003_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0002,0.1,1.0,0.003,0.001,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.002_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.9881618385234279,0.5390625,1800,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_165329/05_4x4_nn5_out2_T0.001_Tv0.0002_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.002_wd0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0002,0.1,0.5,0.002,0.001,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
