accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,std_1,std_2,std_3,std_4
0.5,0,0.0,0.573952624269476,-0.945968676503693,-0.7681876904808523,0.573952624269476,0.7620046093624006,1.6038959256169962,0.0,0.005413720823861662,0.2999012391824664,0.6963585142352131,0.5201015199558808
0.5,1,0.28739059760234675,0.5953199857954875,-0.9486516619911817,-0.8356237657497521,0.5953199857954875,0.7305580477365012,1.632687082920926,0.5145215700517326,0.003402012423967444,0.2942052945452728,0.6794534403740905,0.41539567980213166
0.75,150,0.3036295352639862,0.10656309676178169,-0.9486443530661695,0.10656309676178169,0.5909488771388132,0.9443701725168845,1.1871912728568066,0.5332733216283743,0.004332826679411752,0.9631230917890045,0.7329982792979217,0.016031511652319894
0.75,300,0.2779802783987715,0.4735038286549779,-0.9502651360409805,0.4735038286549779,0.5940815761788919,0.9494439753030176,1.0611933386941583,0.45284035687976454,0.005567016246748742,0.8486549769052867,0.7649379047091054,0.003283574557590879
0.75,450,0.2382179170365237,0.47560240586052566,-0.7117388048611237,0.66468160525123,0.47560240586052566,0.9504933661733954,1.0687375376763693,0.34778322383499133,0.6487668068326999,0.6574339607882321,0.849345512648763,0.007546149650577989
0.75,600,0.13501401434741178,0.47371988843450924,-0.8304724495884771,0.9003450254504737,0.47371988843450924,0.9486220805271403,1.0281923682120762,0.33543976005094417,0.4734501926032563,0.1495224426519415,0.8498530987613255,0.004168878786367446
0.75,750,0.15376982698977626,0.47468232530363014,-0.7112315660791522,0.9318619170299731,0.47468232530363014,0.9509159886197235,1.042515465195101,0.2763883337360437,0.6488404786742832,0.06967365797011876,0.8502768464768117,0.0042864771080987985
0.75,900,0.07433511510286847,0.4770473624803375,-0.7128962596478724,0.9466025890371731,0.4770473624803375,0.9489297626310946,1.0392716304949452,0.23244276154487245,0.6471505356147715,0.005878677050605679,0.8494781012863565,0.004224355267293338
0.75,1050,0.13003394372689417,0.5945308383136312,-0.711892971684007,0.948775600719946,0.5945308383136312,0.9498324983512388,1.0129704028879887,0.2359222432586886,0.6478873541791955,0.0038777532314353625,0.766002898274409,0.0038551869230612898
0.75,1200,0.09182807881723361,0.4751154335313266,-0.8306977952639281,0.9512084249281713,0.4751154335313266,0.9513197322060571,1.0285490899350527,0.22601353228920215,0.47394369504439116,0.004418229455269102,0.8481757884952805,0.005431670533252668
0.75,1350,0.07480850807715678,0.4729679092080777,-0.7145349814415725,0.9509401899929595,0.4729679092080777,0.9514826851997765,1.0424861592843813,0.25181449020869956,0.6492797258954411,0.00736943880452176,0.8492066638369205,0.0043239700220551545
0.75,1500,0.08955754872314341,0.4742241304365805,-0.7122521148691829,0.9516158793897219,0.4742241304365805,0.9497349352338726,1.0407616128027728,0.20024761551470013,0.6477456981630513,0.004948126928978873,0.8475378565863138,0.0043376906985180715
