timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,attractor_samples,reward_mean,reward_std,transition_weight_mean,transition_weight_std,transition_relative_mean,transition_relative_std,transition_acceptance_rate,transition_accepted_mean,transition_attempted_mean,best_accuracy,best_path,final_path
2026-06-08T21:51:45,0,0.0,0.1,50.2381,0.0,54.783546,0-0-1-1-0-3-2-1-2-0,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_batch_baseline_diagnostics\best_checkpoint.bin,
2026-06-08T21:51:58,1,10.9100136,0.0,55.695976,0.1,52.688885,0-2-1-0-1-1-2-1-1-1,0.66611326,0.059521,1.8257369,1.5270748,0.7089837,5.274065,10,-2.3590245,0.19682278,1.0,0.0,1.0025415,0.012010131,0.0,0.0,0.0,0.1,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_batch_baseline_diagnostics\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/smoke_batch_baseline_diagnostics\final_checkpoint.bin
