snapshot,sweep,output,hidden_norm,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67
10,10,-0.696750949801491,6.457063080799633,-1.0,-1.0,0.9253944585944036,0.4323789796389746,0.7982785096889488,-0.8702583843146847,0.9987671692051405,0.7666938683017402,0.7494515810867743,0.8985159044301443,0.24930338202023067,0.93112148939464,0.9671382408719582,0.8569883717677471,0.891125884725318,-0.9646833986912533,-0.1575181970570458,-0.9864549224330759,-0.5494091107610994,-0.834546993070899,-0.8431792999538299,-0.9026157481350188,-0.9972906407096725,0.7247890621824342,-0.31599383114311735,0.31392300169269105,0.3180355340951094,0.6372907246416241,0.8373940809016291,-0.8527257508528061,0.9887123234654887,-0.09829847724317652,0.9971600672096002,-0.08681701365928737,-0.7444500405182117,0.9758739619000666,-0.9181261620421663,0.9867429140038656,0.8387231846590146,-0.7889519553551178,0.9735571761839186,-0.9379241610940028,-0.6911740590192383,-0.6980857069396433,-0.8906200268107578,-0.9506543126375808,0.9374402342060963,-0.8361066266908471,-0.9910235145315878,-0.8937599276451023,0.8227322059258495,0.14023353394166724,-0.9198294692715671,0.6270976739356728,0.9353067114886506,0.9379099327587097,0.7615728513351239,-0.8619987717623312,0.6553882160340587,0.8975195827006085,0.8311967703693616,-0.7478371247156428,-0.6487542496302698,-0.8948687347883614,0.9388699732866912,0.8447943619483551,-0.696750949801491
11,11,-0.7661887324959986,6.352492291550981,-1.0,-1.0,0.993590231967461,0.7425077182497701,0.7571104530254811,-0.4989560616488526,0.9523712692326973,0.9981298988326324,0.9538482712604246,0.8547532964638851,0.5660786694567376,0.9070212026879636,0.8288876706232489,0.8646411335397618,0.8487382014222744,-0.8155805829732463,0.30155753639226135,-0.7309508788118065,-0.5962209706426919,-0.913673967458161,-0.8584978267812288,-0.886890069528102,-0.9055776503904578,0.8742633511986151,-0.19577656529621676,0.2889242796768986,0.803433730095603,0.4533295465626425,0.9431837798789875,-0.8458440430854315,0.997948820486492,-0.5367358278587275,0.8262524114068632,-0.027277380386470318,-0.9716894619750056,0.9554729175543297,-0.7473136333089934,0.6983881448866287,0.94240686498019,-0.8458069649094181,0.8527010392753762,-0.44763236188615046,-0.9455402035874023,-0.8962197611138469,-0.8817102280771083,-0.7615964069606959,0.8210878639678874,-0.47342135372613225,-0.9754697050404794,-0.6468742152201975,0.9456590944169996,0.9455973386834509,-0.8791847460260263,0.6251416797081838,0.7800495164768656,0.22082747287312957,0.9763603429857532,-0.9323220691014816,0.8010728012086399,0.7336771247609275,0.8429142580525011,-0.897098143317417,-0.5926810117510961,-0.332739793928904,0.9123485961114985,0.9158082894176558,-0.7661887324959986
12,12,-0.9846284094472915,6.437522577957305,-1.0,-1.0,0.8192541023924167,0.747190794484716,0.9075060167832227,-0.9265119368934185,0.8643735232100918,0.983846165803429,0.5691217489045872,0.9207843257922423,0.7823633635002338,0.7477104872471038,0.8568266448179902,0.9222416252893988,0.7550725726428067,-0.9724558313699037,0.7420599183322636,-0.8698767498956944,-0.6348073583230209,-0.8565582343771023,-0.7267015744060978,-0.8065755794083378,-0.7671016679422586,0.9954758726436328,-0.40978815474036173,0.8976968838749994,0.9391803697892438,-0.4858615027579688,0.9572359116147672,-0.9700480705034948,0.7719067724808895,0.2263642455329206,0.367928403617591,-0.30365556526016313,-0.9346008886657864,0.8868427521731177,-0.9848870748174252,0.6664159339006211,0.9393282299974275,-0.9931630418932986,0.9105625943031433,-0.9069019389824504,-0.9391898043652169,-0.7392374538000782,-0.7584477994549004,-0.9207868457021525,0.5661898429101289,-0.7056323716335393,-0.7287354161087372,-0.9901028991061822,0.7684367996441377,0.7542987562048457,-0.8779485825684955,0.7966458332483379,0.5833882621463664,0.04843492283052683,0.7705680434996889,-0.6986210935737507,0.9299474828171135,0.9199126721369826,0.9179804340196547,-0.7682575949020185,0.4548333267273722,-0.8463028440059008,0.7876040798794511,0.945048906707377,-0.9846284094472915
13,13,-0.9412027169395327,6.529689435392459,-1.0,-1.0,0.8013711284960827,0.7450177383273288,0.8727406057172908,-0.9731124663706447,0.8725300797552433,0.9472339168633458,0.7690339017245746,0.9399683788278219,0.642827839217692,0.8886408227181051,0.6357972573485254,0.8215123749181716,0.6563483399200584,-0.8403095164419606,-0.06309197152997996,-0.9611431104352208,-0.9283579249561704,-0.7030097662838973,-0.6743315715654339,-0.6931159822763318,-0.9049809141109688,0.9210614060850999,-0.09751722974654675,0.884250496210897,0.9875807157765069,-0.7936649463188122,0.9970246730076413,-0.9211392742563906,0.9660605172983718,-0.3640493109018937,0.8460039367348826,-0.07000120146852117,-0.969083970812877,0.7653768406218504,-0.7830052528092253,0.9350835952469869,0.6744380461814338,-0.8286381652013782,0.9456042949716634,-0.8156151643266862,-0.969136033783939,-0.8862727883439118,-0.9009021962979005,-0.821383723157985,0.861083042413985,-0.6987980575539496,-0.6343112810247713,-0.8530907803659411,0.9757402637700203,0.9643266409435869,-0.882210233285111,0.8499926790220957,0.9694420869404103,-0.839894550731504,0.8637225486891804,-0.7792568066792143,0.5503162284328711,0.8744770623763244,0.5728924640092758,-0.9189690830462602,0.2792863201301911,-0.8810025792973613,0.8103397639874843,0.921960659404754,-0.9412027169395327
14,14,-0.8618742399337718,6.681893988370584,-1.0,-1.0,0.9741587705747273,0.8700353728875387,0.8914708688698054,-0.8557918824980502,0.9708319999789132,0.8808708952214426,0.9384493232178448,0.8767781786694773,0.83917661907377,0.9409876891169584,0.9812677872918227,0.8299117917363867,0.8401143378118956,-0.8906620663901619,0.009571858367009928,-0.708936965594825,-0.8900041383576829,-0.8144445713930741,-0.8539132574951335,-0.7880047969699064,-0.8773683627369793,0.6420834480999144,-0.0340116360597964,0.8943501854258876,0.9668972615584335,-0.7861974901442996,0.8751409332651328,-0.9781756011720215,0.9509713345118304,-0.675545127441737,0.08126413093178061,0.41104129769691344,-0.9456074547866047,0.9281780966620947,-0.6652271073656131,0.8368413654408955,0.724160564093197,-0.907478055841364,0.8898474757297805,-0.9572823658088243,-0.923046092979627,-0.9996219629247198,-0.8354766114146592,-0.941823342891027,0.7628266692626959,-0.9528661148258051,-0.9515927997967166,-0.8556836173262088,0.9662980694996448,0.952666189436929,-0.8065831372993402,0.7917040313327277,0.7497694287005787,-0.9567466535259799,0.9252301513718049,-0.6814405075083352,0.29989136034798636,0.9235430514887177,0.7353566300067493,-0.9348031072101481,0.27352290374864396,-0.8011941954217159,0.9390053076249365,0.9011378421361043,-0.8618742399337718
15,15,-0.4993613858214818,6.579412168837008,-1.0,-1.0,0.7427600872531207,0.9653617881702556,0.965390636117023,-0.937743954871108,0.7269900619232685,0.7565019690508406,0.7716445873107247,0.7939926846012388,0.99231197557756,0.9915445275100615,0.8066159885537161,0.8444008867894128,0.9348940626700983,-0.9332107910864091,0.1757983756670504,-0.9259579848760247,-0.74578532506247,-0.6151326227685869,-0.7896515050026802,-0.7405999815411888,-0.7770291694148073,0.8547252283600977,0.18969873414123706,0.9588548711766822,0.9654557039362921,-0.9537890634203721,0.8834875236577329,-0.8104045427246787,0.9222626002246475,-0.8358058094310421,0.08705177256071191,0.6943783188287646,-0.790874260084363,0.6423945742978834,-0.9951097210591835,0.8582360087762677,0.896098094610087,-0.952697658006582,-0.055876876885114786,-0.715411118637508,-0.947462825453681,-0.689412596849936,-0.9672313452340946,-0.8073753463974649,0.8176925100669314,-0.6736756034463705,-0.8911803106161451,-0.8229994219782446,0.9637199572135696,0.8829225524781411,-0.9539094736240274,0.9630527278309042,0.9976118707237578,-0.7196190338709891,0.957049691250826,-0.8924956138892028,0.01699455921268221,0.7215228627344239,0.8327298508396161,-0.8105571257149284,0.2870223576150737,-0.9404307670178742,0.9171314394021299,0.9962777423561358,-0.4993613858214818
16,16,-0.9297584438643263,6.436075669387053,-1.0,-1.0,0.8203736901055525,0.9286675922455822,0.6730786460002136,-0.759952616735669,0.9944696298023655,0.8832104998327899,0.6635666965260594,0.978924694059282,0.8951438433730187,0.9496553857211865,0.8442100012253486,0.928279579145777,0.7946560283491362,-0.5890707283967309,-0.5726378854123847,-0.8267914893235302,-0.9611011368610671,-0.677287238811437,-0.7892885145849086,-0.7806903778466898,-0.934359278376605,0.8843257673333751,-0.15674271694395187,0.9422576658280235,0.9049309155963914,-0.6592326599707838,0.9305370790679401,-0.6919622945823216,0.7881271120702625,-0.8646767625128544,0.12872569691051217,0.9463940490579206,-0.2472726601591254,0.8003429187925413,-0.8613550831286148,0.9128973171846346,0.8595127290247936,-0.9315587120746756,0.11671824803950592,-0.8335801770848018,-0.9365681381637256,-0.8791318081211177,-0.7364094667964747,-0.9142541854818425,0.9658606593307231,-0.8127211488676389,-0.7051134798846457,-0.6375905248063067,0.9196540924850747,0.8387144553418402,-0.9851591412622034,0.8092077708349212,0.4447522196967463,-0.32785915465115306,0.9807274744255157,-0.9788723255041756,0.4627010270463286,0.8207479370611699,0.5804650293149154,-0.8360174065415468,0.5618268620619433,-0.8905988231441968,0.9285990261508217,0.9738564708459608,-0.9297584438643263
17,17,-0.9090103371137124,6.318576356821899,-1.0,-1.0,0.8831889073268604,0.789883518094777,0.809021624612428,-0.9017181575963336,0.8358089596153899,0.9910665809889752,0.8305105119608651,0.8882802304168782,0.5967804082936052,0.957971683736452,0.7036215275988189,0.7816785360084433,0.9396146263962084,-0.8512372648672573,-0.33086672230764835,-0.7252240160223636,-0.950769121356761,-0.8257444227116908,-0.5529673548415198,-0.9426565519026928,-0.5068584908568331,0.9157941742751353,0.18810191078437216,0.4811023734691132,0.7173248971122321,-0.7519274439908464,0.9961872512026204,-0.24133335866579309,0.9592355393068042,-0.7283817905267502,-0.4015362979034131,0.6209587365447511,-0.6401515760213375,0.8698800191307683,-0.8248348965706369,0.688131487557979,0.9699738308032596,-0.7999387408073129,0.604993611656232,-0.8558850826157047,-0.6056001986129954,-0.9351975245471902,-0.8828765796511423,-0.6355483160412234,0.8555339720630853,-0.8330011172391623,-0.7862871603942301,-0.7969520723465155,0.9388723438290836,0.9839236241971859,-0.9631248518296288,0.8938603910734786,0.9683335258052725,-0.9298374103424107,0.8123942024856579,-0.845125838210866,0.8726328819657092,0.5254577056922091,0.9264454057135438,-0.9282968113271393,-0.1466183333911589,-0.5500996127131647,0.7691313033718286,0.6856616770244441,-0.9090103371137124
18,18,-0.6506602382655853,6.454397022303648,-1.0,-1.0,0.8946728729202773,0.8371603493475768,0.9077066111255306,-0.9007700715995206,0.9511228038068658,0.957918305269593,0.9253125420532493,0.9381538818536028,0.6730340993411597,0.6048459138874861,0.8058465456691228,0.979258806193792,0.8344432370077401,-0.9293899560483829,-0.2641087365120687,-0.9358753412105294,-0.9774611898706272,-0.9513765087168427,-0.9448301573676976,-0.9345249620135438,-0.28429721752549353,0.9894205711789417,0.7011986780130125,0.002627282298702009,0.8256784821828235,-0.7338726510074696,0.64497064691556,-0.7898691699262181,0.8692752350214694,-0.034748375978128423,0.27027591244070576,0.3499488921843431,-0.8845077538395223,0.877771879153455,-0.9998185075570746,-0.35585134656578,0.8839943707382627,-0.645352041928172,0.922926792788909,-0.3354753373484781,-0.7785751443606375,-0.9095572626179185,-0.6302241201136334,-0.9223458791755996,0.8394086180890525,-0.659120127515253,-0.7698341075197357,-0.8448980276811398,0.9703116335265847,0.9996102416889672,-0.9131156868198887,0.7935375359033855,0.8335985185475802,-0.6835389374302131,0.9527248703735234,-0.8210258608451344,0.8894842490285839,0.8887474983824672,0.8718428860942442,-0.7336303118072918,-0.5848278401449897,-0.8391955836964636,0.8640536414471769,0.9230477453810075,-0.6506602382655853
19,19,-0.9922917347864555,6.267528983346501,-1.0,-1.0,0.7241072300890327,0.9807654095606834,0.7248452641995007,-0.8148770548899507,0.9806127541571398,0.8135838765245221,0.9489998216941533,0.8525135576068261,0.7404787535357248,0.5511257255119073,0.9052264045342193,0.9266617929837828,0.7501299491836493,-0.907728188177675,-0.3908728849226667,-0.9996908001737291,-0.9750912261124283,-0.8724606290232804,-0.711842537660056,-0.9195969183517816,-0.9981911363408136,0.9405088661730017,0.3493106670363947,-0.4645518930273762,0.7129015055554295,-0.8503520008896217,0.7682376168903322,-0.8394798925350515,0.7384813157338677,-0.4121608370444529,0.7892069625226941,0.19151014220175913,-0.7240923356674389,0.8145559129935172,-0.9479885506395666,0.6014239893333989,0.7216460773049853,-0.9348068044384508,0.6166165907649634,-0.42655081269762724,-0.8427939848358412,-0.9716673753502204,-0.8745873822036148,-0.7483669583628381,0.768735325939268,-0.60678523474103,-0.5692045243271653,-0.7520627723899027,0.7342669362935845,0.91039950622657,-0.7908668293810778,0.684319977649104,0.9588897153300792,-0.9740469476880582,0.7619402942129727,-0.8111098416621765,0.42719048567837026,0.8175338394378502,0.9415439270922927,-0.6284680113474073,-0.5589005496153846,-0.8418591983568521,0.7017805648852029,0.8091532110877789,-0.9922917347864555
