accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8176518596522353
0.484375,1,0.09960340247326381,1.844355272197405
0.484375,500,0.08307386525177066,1.6436197302640125
0.5625,1000,0.05052229527265757,1.7522608275127554
0.4375,1500,0.07281490814943758,1.8389079288028674
0.40625,2000,0.08672367683112042,1.9194365242268085
0.515625,2500,0.059189596661225634,1.7560994146623943
