accuracy,epoch,grad_norm,margin,mean_1_1,mean_1_2,mean_2_1,mean_2_2,mean_3_1,mean_3_2,mean_4_1,mean_4_2,mse,response_norm,route,std_1,std_2,std_3,std_4
0.75,0,0.0,0.028356823172224765,0.34562584725152057,0.21449783571758996,-0.11689719740470045,-0.41785435990800407,-0.03721601377238124,0.2790273853311712,-0.5437179831535668,-0.5720748063257916,1.0882914710926732,0.0,normal,0.8705175321041281,0.8576570125496598,0.8378623787663025,0.749300994529357
0.5,1,0.7215065086960131,0.04480270083264082,0.10935239887376504,0.24429564982655705,-0.09951481245800604,-0.4248078734446644,0.014069902945652968,0.3851281700181637,-0.5521559146212088,-0.5969586154538497,1.1450639173871944,0.4567962093268821,normal,0.8964208583033739,0.8590040897318195,0.8581779860200007,0.7140185305572406
1.0,100,0.787513411502834,0.0923787935345357,0.1261943446496462,-0.17851382118053286,-0.10121039605026018,-0.008831602515724485,-0.35419545442221834,0.22347604629138712,0.35232302342148053,-0.3318315596608415,0.6437409140179478,0.4386242512715736,normal,0.9070970240015281,0.8681523211006585,0.8532626831919004,0.8350343071779293
1.0,200,0.3054162143461821,0.30857353186388803,0.1961192950446657,-0.11245423681922233,-0.23828948245933518,0.24556772671505522,-0.3241471174912069,0.19085537038456765,0.514767259323748,-0.5737810282696997,0.5139922764954441,0.3982017872757668,normal,0.8558970427990362,0.8554893794375961,0.8968340296571418,0.6889630671980954
1.0,300,0.2939563910972828,0.5995898593910794,0.44307320929021254,-0.44355605367743633,-0.2665628461792145,0.33302701321186495,-0.33458526446397324,0.31162271240459216,0.6851657193902043,-0.6883252648672566,0.3394352705539996,0.27326307445652415,normal,0.7731403862952815,0.806937917900696,0.8453165568625342,0.58858845195474
1.0,400,0.3430806691076758,0.46488000772595683,0.2205356023803021,-0.24434440534565474,-0.5263966373593065,0.5018464725650644,-0.48184154501266524,0.4943974026045723,0.5325953187172617,-0.5682030885970571,0.322509385829937,0.2166573507991669,normal,0.8392751863764938,0.7122900205698763,0.71042452784946,0.6341836594159436
1.0,500,0.27489781403350955,0.22583970080953836,0.2452878503361467,0.019448149526608338,-0.6952306881697343,0.4602829690145571,-0.6820606622428573,0.5757013526464,0.40464509845858465,-0.24684844478015355,0.3994804067439629,0.2926698964010169,normal,0.8857322199285499,0.6330295162707192,0.5691801251798473,0.7792013812592394
1.0,600,0.5388003010069242,0.16228129233842803,0.11790610395950984,-0.044375188378918184,-0.633565117794536,0.5456311549148977,-0.6340103499457809,0.4477187420140659,0.43179059706401546,-0.3440220220947674,0.4030207546561828,0.37947722539493295,normal,0.8568814799950526,0.5720589832976357,0.5900285170216654,0.768116335151095
0.75,700,0.4629229352313428,0.09178828840485342,0.42033484788722897,0.32854655948237554,-0.7375411012878331,0.43348365341263967,0.9185265436466843,0.558873901465154,0.5202546575701679,-0.16904597427230034,0.910856201711491,0.4190068159613825,normal,0.7748783207323765,0.47815256361201547,0.19029247172655334,0.7153464957546328
0.75,800,0.5010428206870284,0.5837267314002518,0.689492536455289,0.10576580505503719,-0.7897302658541967,0.4405856090467567,0.9344737672168265,0.23166065185895313,0.70958236994433,-0.049021331438351634,0.8746909575384535,0.2829109889307565,normal,0.5979332967219332,0.4486882743008887,0.32149396738499564,0.6851774164030666
0.75,900,0.20899651852471365,0.6306482682412975,0.8159086100452376,0.18526034180394016,-0.9182459226299124,0.36874446461189836,0.9084942692302548,0.1582712082516662,0.7609727610715191,-0.24980550984960276,0.8518353157972554,0.43879858505028124,normal,0.4559024911416084,0.30174951054647314,0.24077635325487615,0.57422289365514
0.75,1000,0.19855980928610512,0.8042344919722082,0.9414233922440407,0.054127425682444885,-0.893092218687801,0.2797209760770949,0.9314538905547849,0.07815927927371746,0.6603535246046104,-0.14388096736759787,0.8841813708216053,0.39679816334011364,normal,0.45816022831941894,0.37176127476898657,0.1819827546444523,0.6267518385893305
