timestamp,architecture,implementation,measured_examples,threads,sweeps,beta,temp,relaxation_steps,work_steps_per_example,active_units,input_projection_weights,sampled_nonzeros,setup_seconds,data_seconds,warmup_total_seconds,measured_wall_seconds,projection_seconds,free_seconds,nudged_seconds,gradient_seconds,normalize_seconds,accepted_free,accepted_nudged,acceptance_rate,steps_per_second
2026-05-30T01:43:21,120-40_field_input_from_784,bespoke_reduced_hidden_output_two_magfields,1,1,500.0,5.0,0.001,80000,160000,160,94080,9600,4.0151806,1.3235301,0.4184469,0.0409285,3.95e-5,0.0188125,0.0219421,7.03e-5,6.0e-7,2948,4811,0.04849375,3.9092563861367996e6
