timestamp,architecture,threads,workers,sweeps,beta,relaxation_steps,setup_seconds,data_seconds,manager_seconds,batch,schedule,examples,fill_seconds,clear_seconds,run_seconds,flush_seconds,update_seconds,sync_seconds,total_seconds,seconds_per_example,run_seconds_per_example
2026-05-30T01:12:44,784-120-40,32,32,500.0,5.0,80000,3.1315202,2.1271817,31.3568061,1,dynamic,128,5.83e-5,0.0015196,1.1159012,0.0021625,0.001335,0.0001645,1.1211411,0.00875891484375,0.008717978125
2026-05-30T01:12:45,784-120-40,32,32,500.0,5.0,80000,3.1315202,2.1271817,31.3568061,2,dynamic,128,5.47e-5,0.0014664,1.078396,0.0018712,0.0014121,0.0001709,1.0833713,0.00846383828125,0.00842496875
2026-05-30T01:12:46,784-120-40,32,32,500.0,5.0,80000,3.1315202,2.1271817,31.3568061,3,dynamic,128,7.16e-5,0.0018685,1.167889,0.0017806,0.0241684,0.0001861,1.1959642,0.0093434703125,0.0091241328125
