accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.35236631280983066,-0.7434365763437298,-0.5138902441213491,0.35236631280983066,0.598908912005583,1.333406890819609,0.0,normal,0.19889747912934605,0.4270927300294079,0.5974160302353471,0.3079766687081237
0.5,1,0.3586798753950969,0.15464241249261682,-0.6415378056186367,-0.33672606820787393,0.15464241249261682,0.6911932383519154,1.3725239366076813,0.6704495279141183,normal,0.2720031775595399,0.464240923465002,0.5453746073826174,0.2538488401623155
0.5,250,0.33427250205330605,0.32359806484675735,-0.6914840563206525,-0.32359806484675735,0.3287650962112725,0.4310907140064626,1.086417713137557,0.51823789634751,normal,0.16351234696724423,0.5506961758656066,0.4125194440724701,0.49544050482225443
0.5,500,0.3970492244923047,0.2955945778247403,-0.6658499764113719,-0.34805512357689344,0.2955945778247403,0.3242832801282697,1.0447055148208473,0.5093760968433596,normal,0.19485102521623254,0.43129701991925873,0.5092455748778164,0.5488244503076636
0.5,750,0.22838514166896293,0.22196805779991313,-0.7064193926470437,-0.4698470702743477,0.6190823206145792,0.22196805779991313,0.9712360489398701,0.6066868662645725,normal,0.14976854528298805,0.34858955315672785,0.38494148535658246,0.6488061461598239
0.75,1000,0.357218981790157,0.007045969127870144,-0.6794150554683612,-0.4556477041801131,0.6081306281259394,-0.007045969127870144,0.8403010643458422,0.569695658700893,normal,0.24491776484382263,0.46514282847476107,0.3159671537558044,0.708727526906882
0.75,1250,0.4364899337479676,0.03421622703008365,-0.7295656415030257,-0.5636805033180139,0.6436248901854205,-0.03421622703008365,0.8944932434349769,0.5022128989999063,normal,0.15038833996670012,0.4561938058215258,0.27929583917178114,0.5239746377271737
0.5,1500,0.22729727659443055,0.15822571589277537,-0.7709791501455132,-0.15822571589277537,0.7631089722539156,0.3153110466650423,0.7950244667822722,0.4758719979711349,normal,0.19994970811103524,0.658362990609297,0.1982917264870319,0.4321106455495036
0.5,1750,0.31139152846175777,0.40058458153964227,-0.7695942139408203,-0.40058458153964227,0.7797206489771477,0.5610226086445613,1.1250096433706611,0.4631110575791855,normal,0.18703923484716434,0.5373889961152098,0.13398970907214502,0.34030008279187784
0.75,2000,0.31555528876588645,0.08543607902415565,-0.6990128787468516,0.08543607902415565,0.7805143380087148,0.591977111550796,0.8773963730580842,0.49937172150226394,normal,0.21731553927652197,0.6969223243787946,0.16623121785310555,0.48279946772409543
