config,radius,periodic,hidden_side,best_mse,best_accuracy,best_epoch,best_min_margin,best_margin_epoch,first_all_correct_epoch,run_dir
h8_r1_open,1,false,8,0.9098376,0.75,0,-0.08426893,0,-1,ext/IsingLearning/experiments/XOR/diagnostics/runs/smoke/_smoke_local_checkerboard_lr_decay/h8_r1_open
