accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8494309645999099
0.5,1,0.9990803149239216,1.819242800002049
0.421875,300,0.02535453182541322,1.0330244938225503
0.578125,600,0.019275175637301155,0.9898710921410991
0.5546875,900,0.026731540565169184,0.9948967220075328
0.53125,1200,0.02208441836996604,1.008138550299391
0.53125,1500,0.017681400784459945,1.00124506448086
0.53125,1800,0.0231235337578663,0.9932460428700607
0.53125,2100,0.01683700510960009,1.0044486970833064
0.640625,2400,0.02201202737258392,0.9789972400768328
0.5078125,2700,0.01617343837702244,0.9931429827035366
0.4921875,3000,0.02057281060596573,1.0029996540383206
