name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,input_scale,hidden_scale,output_scale
8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.705030744531982,0.59375,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_203411/01_8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.001,0.12,1.0,0.00025,4,2500,2500,0.5,0.2,0.5
8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.7115969396745645,0.5625,1,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_203411/02_8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.001,0.12,1.0,0.00025,4,2500,2500,0.5,0.2,0.5
8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.9914661542930054,0.59375,1000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260517_203411/03_8x8_nn5_T0.001_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.001,0.12,1.0,0.00025,4,2500,2500,0.5,0.2,0.5
