timestamp,hidden,contexts,threads,mode,order,schedule,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T20:07:09,784,16,32,scan,cyclic,static,20000.0,16480000,1608,1292032,16.4819465,19.0471658,18.8357449,18.9429805,19.0320598,13.845164512612161
2026-05-21T20:07:27,784,16,32,cache,cyclic,static,20000.0,16480000,1608,1292032,4.8787234,11.8609211,8.4890587,10.15436515625,11.860621,6.581240507535288
2026-05-21T20:07:44,784,16,32,outgoing_cache,cyclic,static,20000.0,16480000,1608,1292032,4.9054007,10.4450681,8.1698283,9.382424568749999,10.4448239,7.514207705357134
