timestamp,architecture,local_radius,workers,threads,epochs,batchsize,sweeps,relaxation_steps,graph_states,graph_edges,train_limit,validation_limit,elapsed_seconds,elapsed_minutes,checkpoint
2026-05-22T01:02:02,784-784-784-40,2,2,4,1,4,1.0,1608,2392,134544,8,none,9.5648595,0.15941432500000002,ext/IsingLearning/experiments/mnist_manager/runs/20260522_example_mnist_local_smoke\mnist_local_cnn_like_training.bin
