accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.7656723076757489,-0.925770335471504,-0.9113297383593947,0.7656723076757489,0.8967508111746243,1.8278161297286524,0.0,aggr_T005_s050_b10_lr0005,0.06360344008321263,0.07793863480704777,0.4399511511492749,0.05740808412574027
0.5,1,0.8582993439923551,0.7849747955359635,-0.88734865511664,-0.8573280370730942,0.7849747955359635,0.9074365148887108,1.7867269149218536,0.6865315257955459,aggr_T005_s050_b10_lr0005,0.09761126271515022,0.17846609187996257,0.4493202161166593,0.06808201660985182
0.5,50,0.3949353826767958,0.4597813065157918,-0.9122798885456037,-0.9203549371223105,0.7188853091535551,0.4597813065157918,1.4763612086865623,0.635910369905069,aggr_T005_s050_b10_lr0005,0.07515892791924199,0.07817125411870571,0.5305602602368599,0.7761368896526561
0.5,100,0.25933714620102055,0.30444563002157143,-0.6655318520030362,-0.8450464348480384,0.42956120224931277,0.30444563002157143,1.3857610281079,0.6860097898786686,aggr_T005_s050_b10_lr0005,0.5064369790519107,0.24582625967731989,0.8056161329128919,0.8681023412677463
0.5,150,0.1630973936067906,0.2697082860368436,-0.8580907628421847,-0.5611583082013446,0.2697082860368436,0.2979382779336659,1.168830813916363,0.67641211200878,aggr_T005_s050_b10_lr0005,0.06280069251252204,0.7359181755840466,0.8900722751751116,0.8720599235153068
0.5,200,0.12199176195409227,0.027390968055802805,-0.9024920909912709,-0.027390968055802805,0.39057762947888747,0.2519510559777151,0.7509542664542956,0.6421099558811478,aggr_T005_s050_b10_lr0005,0.07211029607453953,0.9561114447175787,0.7913045534772913,0.9011090802687104
0.5,250,0.21152135210085685,0.2545967373760985,-0.5775164354066011,-0.465328597487815,0.40739276629693033,0.2545967373760985,1.0627191419597768,0.6857860789327745,aggr_T005_s050_b10_lr0005,0.6508950282893236,0.8492980679759438,0.8162298308875353,0.9019137133741315
0.5,300,0.20439213427040195,0.058218975361507906,-0.6700173636807412,-0.058218975361507906,0.2255134308769159,0.2435907316726907,0.8437658234354078,0.6440774497774175,aggr_T005_s050_b10_lr0005,0.517977079558203,0.9406028323627557,0.8434706231340391,0.8808364518261192
0.75,350,0.08283202875292273,0.00020879472316342093,-0.8875604880703367,-0.043058038627266336,0.14037326926393381,-0.00020879472316342093,0.7097883215332069,0.6087607195490385,aggr_T005_s050_b10_lr0005,0.10080537454787065,0.9240048341764567,0.8844056862708322,0.9513012508114348
0.75,400,0.20460281282670623,0.03586356046584974,-0.8392538483197614,-0.03586356046584974,0.05866812909482466,-0.04923255635764786,0.722229266063261,0.6440796746886523,aggr_T005_s050_b10_lr0005,0.08001107492974305,0.9257908716052129,0.8518551621053306,0.9216893648506884
0.75,450,0.10692629399866313,0.007863007958832676,-0.8019999496636957,0.007863007958832676,0.28249948617423576,0.12455519663696335,0.7007428021332773,0.6032410782747788,aggr_T005_s050_b10_lr0005,0.10715904804609441,0.9096923159404969,0.852628173232971,0.9305996202408293
0.75,500,0.21249998883732776,0.03063329406479161,-0.8298991895959862,-0.03063329406479161,0.16432919030905652,-0.06699036854127129,0.6649979867748038,0.6474981332955057,aggr_T005_s050_b10_lr0005,0.12050568202745711,0.9238111172747966,0.8960745242087292,0.8862547822375892
0.5,550,0.1638703283993574,0.025808688936701147,-0.6066725798944722,-0.025808688936701147,0.14307339801310073,0.10883949776700412,0.792709539676475,0.6389035275884486,aggr_T005_s050_b10_lr0005,0.5073762006891369,0.8934790607352183,0.8798047218116051,0.9013585685741965
0.5,600,0.13783004321353293,0.022043784536796267,-0.6346242208902577,-0.3003259384063435,-0.022043784536796267,-0.05226619664544822,0.9417799663958926,0.6861956956723283,aggr_T005_s050_b10_lr0005,0.4799468750464823,0.8649579435272801,0.9301833786602972,0.880734851293966
0.5,650,0.28453625914840375,0.035804260869040094,-0.8542500546413435,-0.0758268497294381,0.035804260869040094,0.06574821992494882,0.8110347872005784,0.8007406261110344,aggr_T005_s050_b10_lr0005,0.08103821064653771,0.8660832686343852,0.8766436959705658,0.868560446588236
0.5,700,0.14020289256558663,0.01567288686592853,-0.7468674255944734,-0.0449030333222911,-0.031732092459839656,-0.01567288686592853,0.7973173563834273,0.6000928599079084,aggr_T005_s050_b10_lr0005,0.10490911497583075,0.90490619285275,0.8200643891546836,0.9576152686606924
0.5,0,0.0,0.8441894341200317,-0.8972675934531377,-0.8959877871595738,0.9093705686638373,0.8441894341200317,1.7536429997893614,0.0,aggr_T010_s050_b10_lr0005,0.07876217229807782,0.08302546902805504,0.06185093517664618,0.12634605647747388
0.5,1,0.6195837280255446,0.8114422575835456,-0.865572186894228,-0.9114230436406979,0.8114422575835456,0.8740087725472666,1.8047679476265928,0.7839308216279038,aggr_T010_s050_b10_lr0005,0.09335962378435714,0.06631434809977926,0.3592288704943914,0.12182557211488108
0.5,50,0.46227422766938364,0.16609932153531004,-0.8421962723741965,-0.16609932153531004,0.8270604869911962,0.8657920405911682,1.2239444145076965,0.691813268451709,aggr_T010_s050_b10_lr0005,0.10437392578386942,0.9030036192522883,0.15431299574672647,0.08636774747544673
0.75,100,0.2885861462183064,0.41655618912797165,-0.8497760601538712,0.41655618912797165,0.8438616401558713,0.8611160835288209,0.9627765440830599,0.6444760810765646,aggr_T010_s050_b10_lr0005,0.12853074580313875,0.8342669744767769,0.11416510677973532,0.058000355372713246
