timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,effective_w_decay,effective_w_input_decay,symmetry_error,grad_symmetry_error,gradient_quality_total,gradient_quality_accepted,gradient_quality_rejected,gradient_quality_reject_fraction,gradient_quality_avg_cosine,gradient_quality_avg_angle_degrees,best_accuracy,best_path,final_path
2026-06-10T13:20:54,0,0.0,missing,missing,0.065,81.45012,15-17-42-22-35-7-16-11-28-7,0.485554,0.0,1.5342599,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0,0,0,0.0,NaN,NaN,0.065,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\beta_acceptance_20260610_r2\beta0p025_s1000_step0p35_cos0p5\best_checkpoint.bin,
2026-06-10T13:21:06,1,12.1399549,missing,missing,0.095,76.70671,10-18-46-17-41-0-11-19-24-14,0.4862586,0.001986222,1.5164236,0.0,0.0,0.0,0.002,0.002,0.0,0.0,260,81,179,0.6884615384615385,0.2514705526318698,73.34040551847608,0.095,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\beta_acceptance_20260610_r2\beta0p025_s1000_step0p35_cos0p5\best_checkpoint.bin,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\diagnostics\gradient_quality\experiments\current\beta_acceptance_20260610_r2\beta0p025_s1000_step0p35_cos0p5\final_checkpoint.bin
