kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,1,0.05,0.1,20.0,16,state_rms_to_final,0.29640871472656727
free,1,0.05,0.1,20.0,16,hidden_rms_to_final,0.7884348481893539
free,1,0.05,0.1,20.0,16,output_rms_to_final,0.4536211397498846
free,1,0.05,0.1,20.0,16,output_mse_to_target,15.300908863544464
free,1,0.05,0.1,20.0,16,score_margin,0.5651524197310209
free,1,0.05,0.1,50.0,16,state_rms_to_final,0.24652301333844662
free,1,0.05,0.1,50.0,16,hidden_rms_to_final,0.6479505635797977
free,1,0.05,0.1,50.0,16,output_rms_to_final,0.41548963263630867
free,1,0.05,0.1,50.0,16,output_mse_to_target,15.797718107700348
free,1,0.05,0.1,50.0,16,score_margin,0.5510974228382111
free,1,0.05,0.1,100.0,16,state_rms_to_final,0.17682239599525928
free,1,0.05,0.1,100.0,16,hidden_rms_to_final,0.45392465591430664
free,1,0.05,0.1,100.0,16,output_rms_to_final,0.34402680955827236
free,1,0.05,0.1,100.0,16,output_mse_to_target,17.086310625076294
free,1,0.05,0.1,100.0,16,score_margin,0.5967879481613636
free,1,0.05,0.1,200.0,16,state_rms_to_final,0.07592920819297433
free,1,0.05,0.1,200.0,16,hidden_rms_to_final,0.18637008033692837
free,1,0.05,0.1,200.0,16,output_rms_to_final,0.17749167513102293
free,1,0.05,0.1,200.0,16,output_mse_to_target,19.596781611442566
free,1,0.05,0.1,200.0,16,score_margin,0.6338986568152905
free,1,0.05,0.1,300.0,16,state_rms_to_final,0.0
free,1,0.05,0.1,300.0,16,hidden_rms_to_final,0.0
free,1,0.05,0.1,300.0,16,output_rms_to_final,0.0
free,1,0.05,0.1,300.0,16,output_mse_to_target,22.044775247573853
free,1,0.05,0.1,300.0,16,score_margin,0.692041426897049
nudged,1,0.05,0.1,20.0,16,plus_loss_delta,-2.2484182119369507
nudged,1,0.05,0.1,20.0,16,minus_loss_delta,2.453580141067505
nudged,1,0.05,0.1,20.0,16,plusminus_target_dot,2.3288470432162285
nudged,1,0.05,0.1,20.0,16,plus_target_cos,0.6167392004281282
nudged,1,0.05,0.1,20.0,16,minus_target_cos,-0.518426027148962
nudged,1,0.05,0.1,20.0,16,plus_output_rms,0.0651270505040884
nudged,1,0.05,0.1,20.0,16,plus_hidden_rms,0.03954140329733491
nudged,1,0.05,0.1,20.0,16,plusminus_output_rms,0.10827785776928067
nudged,1,0.05,0.1,20.0,16,plus_improves_fraction,1.0
nudged,1,0.05,0.1,20.0,16,minus_worsens_fraction,1.0
nudged,1,0.05,0.1,50.0,16,plus_loss_delta,-4.899891674518585
nudged,1,0.05,0.1,50.0,16,minus_loss_delta,5.394422173500061
nudged,1,0.05,0.1,50.0,16,plusminus_target_dot,5.031687527894974
nudged,1,0.05,0.1,50.0,16,plus_target_cos,0.6850750520825386
nudged,1,0.05,0.1,50.0,16,minus_target_cos,-0.46841639280319214
nudged,1,0.05,0.1,50.0,16,plus_output_rms,0.13838912919163704
nudged,1,0.05,0.1,50.0,16,plus_hidden_rms,0.07566921249963343
nudged,1,0.05,0.1,50.0,16,plusminus_output_rms,0.2280601803213358
nudged,1,0.05,0.1,50.0,16,plus_improves_fraction,1.0
nudged,1,0.05,0.1,50.0,16,minus_worsens_fraction,1.0
nudged,1,0.05,0.1,100.0,16,plus_loss_delta,-7.7963367104530334
nudged,1,0.05,0.1,100.0,16,minus_loss_delta,9.275797247886658
nudged,1,0.05,0.1,100.0,16,plusminus_target_dot,8.173766642808914
nudged,1,0.05,0.1,100.0,16,plus_target_cos,0.7193251773715019
nudged,1,0.05,0.1,100.0,16,minus_target_cos,-0.3999161357060075
nudged,1,0.05,0.1,100.0,16,plus_output_rms,0.23241307027637959
nudged,1,0.05,0.1,100.0,16,plus_hidden_rms,0.12513364851474762
nudged,1,0.05,0.1,100.0,16,plusminus_output_rms,0.37574147433042526
nudged,1,0.05,0.1,100.0,16,plus_improves_fraction,1.0
nudged,1,0.05,0.1,100.0,16,minus_worsens_fraction,1.0
nudged,1,0.05,0.1,200.0,16,plus_loss_delta,-10.456785917282104
nudged,1,0.05,0.1,200.0,16,minus_loss_delta,14.669107437133789
nudged,1,0.05,0.1,200.0,16,plusminus_target_dot,11.885349154472351
nudged,1,0.05,0.1,200.0,16,plus_target_cos,0.7246196419000626
nudged,1,0.05,0.1,200.0,16,minus_target_cos,-0.31955297477543354
nudged,1,0.05,0.1,200.0,16,plus_output_rms,0.3708295691758394
nudged,1,0.05,0.1,200.0,16,plus_hidden_rms,0.19821502920240164
nudged,1,0.05,0.1,200.0,16,plusminus_output_rms,0.5698821917176247
nudged,1,0.05,0.1,200.0,16,plus_improves_fraction,1.0
nudged,1,0.05,0.1,200.0,16,minus_worsens_fraction,1.0
nudged,1,0.05,0.1,300.0,16,plus_loss_delta,-11.14548635482788
nudged,1,0.05,0.1,300.0,16,minus_loss_delta,17.080325841903687
nudged,1,0.05,0.1,300.0,16,plusminus_target_dot,13.724464356899261
nudged,1,0.05,0.1,300.0,16,plus_target_cos,0.7184461392462254
nudged,1,0.05,0.1,300.0,16,minus_target_cos,-0.28578302823007107
nudged,1,0.05,0.1,300.0,16,plus_output_rms,0.45512163639068604
nudged,1,0.05,0.1,300.0,16,plus_hidden_rms,0.24881801381707191
nudged,1,0.05,0.1,300.0,16,plusminus_output_rms,0.6601207740604877
nudged,1,0.05,0.1,300.0,16,plus_improves_fraction,1.0
nudged,1,0.05,0.1,300.0,16,minus_worsens_fraction,1.0
