timestamp,workers,threads,mode,batch,warmup_batches,hidden,output_replicas,batchsize,jobs,sweeps,relaxation,graph_states,graph_edges,run_seconds,run_cpu_threads,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm
2026-05-21T14:19:02,16,32,normal,1,1,120,4,32,32,500.0,80000,944,197760,0.2620091,15.326280652084222,16,98.14745,115.47815,126.537384
2026-05-21T14:19:02,16,32,dynamic,1,1,120,4,32,32,500.0,80000,944,197760,0.2560628,14.827905498182478,16,99.84998,112.408325,129.73254
2026-05-21T14:19:02,16,32,greedy,1,1,120,4,32,32,500.0,80000,944,197760,0.2541781,14.87637998710353,16,98.62397,114.328865,141.32355
2026-05-21T14:19:05,16,32,normal,2,1,120,4,32,32,500.0,80000,944,197760,0.2943897,14.330494579124203,16,104.44526,113.05374,128.44006
2026-05-21T14:19:05,16,32,dynamic,2,1,120,4,32,32,500.0,80000,944,197760,0.2649831,14.918404230307516,16,97.41239,111.054054,118.0166
2026-05-21T14:19:05,16,32,greedy,2,1,120,4,32,32,500.0,80000,944,197760,0.2434845,15.337218590916466,16,101.172005,111.974846,130.75462
2026-05-21T14:19:14,32,32,normal,1,1,120,4,32,32,500.0,80000,944,197760,0.2460536,28.63959316181515,32,62.777,73.97117,85.77705
2026-05-21T14:19:14,32,32,dynamic,1,1,120,4,32,32,500.0,80000,944,197760,0.237079,31.10777420184833,32,63.467957,75.718834,97.61812
2026-05-21T14:19:14,32,32,greedy,1,1,120,4,32,32,500.0,80000,944,197760,0.2366367,29.052974454089327,32,61.95543,70.14125,81.37448
2026-05-21T14:19:16,32,32,normal,2,1,120,4,32,32,500.0,80000,944,197760,0.2458002,29.876908155485634,32,64.570724,78.04719,103.91116
2026-05-21T14:19:16,32,32,dynamic,2,1,120,4,32,32,500.0,80000,944,197760,0.234266,29.21358626518573,32,65.93827,77.01364,100.41706
2026-05-21T14:19:16,32,32,greedy,2,1,120,4,32,32,500.0,80000,944,197760,0.2381828,29.3891918308123,32,60.511078,73.82936,91.20954
